,Characters,Quotes,Scenes
24996,Sal,Ooh! Ooh! Ah time for the mornings meltsdowns.,2255
24997,Truckbot,"I'll pay you back, I swear.",2255
24998,Sal,"Yeah, yeah, I heards its befores. Next up, the Planet Expresses ship. Whoa, whoa, whoa! Whats the?",2255
24999,Farnsworth,"In your face, sucker! Also, I'll send you a check for the parts I stole!",2255
25000,Sal,"Okays, ya honest young punk! Now ons to the next junker.",2255
25001,Farnsworth,"Ah, the open road! Not a ship ahead of me.",2255
25002,Street racing gang,"Yo, Methuselah, speed it up! You're making the roads unsafe for us maniac street racers!",2255
25003,Farnsworth,"Step off, you greasers! I was street-racing back when ships still ran on moonwater!",2255
25004,Gang,"Damn, yo, get a load of speed geezer!",2255
25005,Farnsworth,"Hey! That's it, you hoodlums! Your mouth just wrote a PayPal transfer request that your butt has insufficient funds to honor!",2255
25006,Gang,"Yo, it is on! Before that, it was off.",2255
25007,Farnsworth,Twice around Central Park. Loser has to make the winner's Medicare copayments for a year! A'ight. On one.,2255
25008,Gang,"Aw, it just got real. So real I don't believe it.",2255
25009,Minx,"Aw, man, I can't afford no Medicare copayments!",2255
25010,Farnsworth,three!,2255
25011,Gang,"Whoa! Wrinkles got some mad moves, yo. Yo, Wrinkles, you got big glasses. I'm gonna call you the Professor.",2255
25012,Farnsworth,What?! No one calls me that!,2255
25013,Gang man,"Hey, Minx, we survive this, can I finally get that date?",2255
25014,Minx,Nah. You know I'm with Benny.,2255
25015,Gang man,"Girl, he don't own you!",2255
25016,Minx,"Yeah, but he saved me from my abusive father. Not physically abusive; verbally. It's a long story I can't get into while we're spinning out.",2255
25017,Smitty,"Ow! Paper cut! Whoa! Hey, Earl, it's that street-racing gang we've been trying to bust for years. Unsuccessfully, I might add.",2255
25018,URL,"Guess this is your lucky day, Pimparoo.",2255
25019,Smitty,Those punks have endangered our citizens for the last time.,2255
25020,Gang,"Ironic! Whoa, it's the police! Let's turn and burn!",2255
25021,Farnsworth,"Running off, eh? You're pathetic! You wouldn't be scared of the po-po if you had a ship like mine.",2255
25022,Minx,"Yo, Professor, if your ship's so dope, why are those cops on your tail like my dad's verbal abuse on my psyche.",2255
25023,Farnsworth,"'Cause you haven't seen what old Bessie can do yet. Sayonara, Tokyo driftwood!",2255
25024,Smitty and URL,What the what?!,2255
25025,Gang,"Whoa, snap! Dude pulled a dimensional drift!",2255
25026,Smitty,I can't believe we lost 'em again. I need a drink.,2255
25027,URL,Nah. We're on the job. Let's just go pepper-spray some homeless families.,2255
25028,Farnsworth,Thank you. I have no idea what that means.,2255
25029,Minx,"You got a death wish, Professor. Something must've happened in your life that hurt you,just like us. In my case, it was verbal abuse.",2255
25030,Benny,"That's in the rearview mirror, baby.",2255
25031,Minx,"It wasn't what he said that hurt, it was what was left unsaid.",2255
25032,Gang,"Sometimes the best way to deal with your problems is to drive away from 'em real fast. So, yo, you want to hook up with our crew?",2255
25033,Farnsworth,"Again, no idea what that means.",2255
25034,Leela,"Good news, everyone! Our safe new ship has arrived, and it's gonna knock your socks on where they belong.Ta-da!",2255
25035,Crew,Ooh. Ah.,2255
25036,Fry,Is it inside that box?,2255
25037,Leela,No. That's the ship. The boxy shape keeps it from going too fast. And check out the interior. Note the rear-facing safety seats.,2255
25038,Bender,"Cool! Hey, wait. If I'm backwards, I can't see out the windshield.",2255
25039,Leela,"There is no windshield. Who needs a big, breakable piece of glass when we can just monitor everything on the padded dashboard display?",2255
25040,Bender,At least there's a cup holder.,2255
25041,Leela,That's an arm holder.,2255
25042,Fry,"Hey! Well, let's break this ship in.",2255
25043,Hermes,"This package is going to Glorionimous 3, which orbits an incredible rainbow giant star.",2255
25044,Leela,All right! Let's ride! Safe and sound.,2255
25045,Bender,"Bender is bored, Bender is bored ♪Bender, Bender, Bender ♪",2255
25046,Fry,"Leela, Bender's bothering me!",2255
25047,Ship,Driver distraction detected.,2255
25048,Farnsworth,Amazing! You multicultural punks just race and tinker all day long?,2255
25049,Gang,"And we rap about our problems. Like my aunt's neighbor is a hoarder. Stack of magazines fell on her cat.It's hard, you know? Yo, you're not alone.",2255
25050,Minx,"Hey, Professor, that dimensional drift was hot! How'd you rock that?",2255
25051,Farnswsorth,"It's simple, Minx. All you need is a 4-D intake manifold. It sucks in fourth dimension, creating a friction-less wormhole.",2255
25052,Gang,Whoa! Dig that! Ain't no thing but a hyperchicken wing.,2255
25053,Leela,What? Huh. I guess we're here. Let's make the delivery.,2255
25054,Ship,Delivery auto-completed.,2255
25055,Zoidberg,"Welcome home, heroes!",2255
25056,Fry,The ship did everything? But we didn't have an adventure.,2255
25057,Leela,"This is a delivery company. We need less adventures, not more adventures. Now come on, let's go to the ready room and wait for our next assignment.",2255
25058,Hermes,Leela,2255
25059,Leela,"Ready for action, sir!",2255
25060,Hermes,"Uh okay. I need you to pick up a few groceries. Oh, and on the way, drop off Fry and Bender at karate class.",2255
25061,Fry,"Oh, right, it's Wednesday! Today we're gonna learn spinny kicks! Yay!",2255
25062,Ship,Stop sign in 75 feet. Stop sign in 50 feet.,2255
25063,Leela,I know how to stop at a stop sign!,2255
25064,Farnsworth,"Yo, soccer mom, speed it up! Move that lunch bucket! Oh, Leela!",2255
25065,Leela,Professor?! What did you do to the Planet Express ship? And why are you wearing a leather lab coat?,2255
25066,Farnworth,"Because unlike you, I'm cool. I drive fast late at night when I should be sleeping.But you wouldn't understand.",2255
25067,Leela,"I understand I can still outdrive your saggy ass, even in this clunker.",2255
25068,Gang,"Ooh! Ooh! Ooh! That one-eyed housewife called you out! When and where, PTA?",2255
25069,Amy,What kind of glorked up drag strip is this?,2255
25070,Gang Man,"Möbius drag strip, man.",2255
25071,Gang Man,"Okay, no cops, no laws, no rules. Now here are the rules. Once around both same-sides of the half-twist and back to the starting finish line.",2255
25072,Zoidberg,"Ready? Leela, Professor, don't do this! It's too exciting!",2255
25073,Gang Man,"Mark set go, yo! One more lap! Nah, half a lap.You forgot, on a Möbius strip, two laps is one lap. You kids and your topology.The lady from work is winning!",2255
25074,Leela,Looks like you're about to lose to a minivan. Unless you have any surprise moves you've forgotten about.,2255
25075,Farnsworth,"No, no. Wait! Dimensional drift! Now who's in the lead?! Seriously, I have no idea.",2255
25076,Zoidberg,Hooray! A tie!,2255
25077,Amy,Do you think they're dead?,2255
25078,Hermes,"No, no. I choose to believe they're alive in some other dimension. Screaming in agony.",2255
25079,Amy,I hope so.,2255
25080,Fry,What's going on? Why do I look like a stupid cartoon character? I feel like I lost weight.- All of it.,2255
25081,Farnsworth,Remarkable! It seems that colliding at relativistic speed has collapsed us down into two dimensions.,2255
25082,Leela,"Oh, no! Like Flatland?",2255
25083,Farnsworth,"Call it what you will. The point is, the new Shrek movie won't look nearly as good.",2255
25084,Bender,I was taking a nap in the back seat.Anything happen while I was?,2255
25085,Sal,Bloods on the Möbius strip.When will these kids learns?,2255
25086,Amy,So now what happens?,2255
25087,Zoidberg,It's the end of Planet Express and life as we know it.,2255
25088,Hermes,We're out of business unless we find a new crew!,2255
25089,Gang,"Yo, dawg, we're a crew.",2255
25090,Hermes,"Well, that solves that.",2255
25091,Minx to Zoidberg,"If we're gonna be co-workers, I got to be straight with you. I've been emotionally scarred by years of unspoken verbal abuse.",2255
25092,Zoidberg,I'm Zoidberg. Nice to meet you!,2255
25093,Bender,"Hey, Flatso, how do we get out of this two-bit dimension?",2255
25094,Farnsworth,"There's a simple answer for that. We can't. But on the upside, we've got a whole dimension to explore with entirely different laws of physics.Why, watch what happens when I drop this marble. Well, that's the same, but other things are different.Come, look at this two-dimensional bird's nest.",2255
25095,Bender,"Ooh, me first! I'll just step past Leela Ow! Ow!",2255
25096,Farnsworth,"You can't step past in this dimension. You have to step around.Observe this two-dimensional egg. If we were in the third dimension, looking down, we'd be able to see an unhatched chick in it, just as a chick inside a three-dimensional egg could be seen by an observer in the fourth dimension.",2255
25097,Bender,Fourth dimension?! I can't picture that! You're dumb.,2255
25098,Flatbush lords,Halt!,2255
25099,Fry,Who said that? All I see are a bunch of vertical line segments.,2255
25100,Flatbush lords,We are the Lords of Flatbush. Come. The king has declared a feast in your honor.,2255
25101,Fry,Wow.How did he even know we're here?,2255
25102,King,"'Cause I'm him. Let's eat. The feast is served! Choose whatever two-dimensional foods you like. Crepes, flatbread, McDonald's hamburgers.You get the idea.",2255
25103,Leela,"Yum! Apples! Hey, how come I can't swallow? Hmm.",2255
25104,Farnsworth,I guess it's because our two-ended digestive system can't exist in this dimension. I suppose that could be an issue.,2255
25105,Leela,I knew it. I knew he'd get us killed somehow.,2255
25106,Farnsworth,"As you can see, or rather can't see, but take my word for it, such a digestive system would divide a 2-D being into separate pieces! So how are we supposed to eat and digest?",2255
25107,Fry,Got it.,2255
25108,Farnsworth,"Well, since we have no digestive systems here, I guess we'd better get back to the third dimension after all.",2255
25109,King,Third dimension? I can't picture that! You're dumb.,2255
25110,Farnsworth,"There's nothing funny about science! If there can be an X-axis and a Y-axis, why not a Z-axis?",2255
25111,People of Flatbush,He's opening our minds to new ideas! Kill him!,2255
25112,Farnsworth,To the ship!,2255
25113,Fry,Which ship?,2255
25114,Farnsworth,Leela's! It's safer.,2255
25115,Leela,Safety kills.We got to move!,2255
25116,Farnsworth,"Let's go! Let's go! Let's go! Oh, what's the point of fleeing? Even if we escape from those creatures, we'll still be stuck in this dimension till we starve.",2255
25117,Leela,"Wait. What about a dimensional drift? If it went through the fourth dimension before, maybe here, it'll go through the third dimension!",2255
25118,Bender,Now's good.,2255
25119,Farnsworth,Two point one dimensions! Two point two! Two point pi!,2255
25120,Leela,"Look, up there! There's some up! The third dimension!",2255
25121,Farnsworth,"Indeed, but we're about to crash into some sort of huge disk!",2255
25122,Fry,My bowels returned at a bad time!,2255
25123,Sal,I'd likes to say a few words. I'm gonna burns them ups.,2255
25124,Bender,"Oh! We're back, baby!",2255
25125,Hermes,"It's been an emotional five minutes, but I guess everything worked out in the end.",2255
25126,Gang Man,"Yo, boss, not everything.",2255
25127,Minx,Hello? Dad?!,2255
25128,Sergeant,Mr. President.I found the TV remote.,2255
25129,Nixon,"Good work, Sergeant.I'm awarding you the purple heart.",2255
25130,Sergeant,But I wasn't injured.,2255
25131,Nixon,"Well, enough governing.It's Saturday morning, damn it.Let's watch some cartoons.",2255
25132,Announcer,It's time to fall into The Futurama and Friends Saturday Morning Fun Pit! Here comes Bendee-Boo and the Mystery Crew!,2255
25133,Lead Singer,"♪Bendee, Bendee-Boo, what's wrong with you? ♪You're such a lousy mascot.♪No one understands a single word you say.♪Not even the jerk in the ascot.",2255
25134,Bendee Boo,Rite my riny retal rass!,2255
25135,Leela,It sure was nice of your nephew to invite us to his cloning lab here in the repeating forest.,2255
25136,Fry,"Hey, like, here's a puzzler.How old are we on a scale of 14 to 32?",2255
25137,Fry,Did anyone else hear that weird laugh? It's spooky.,2255
25138,Leela,It doesn't seem to correspond to anything funny happening.,2255
25139,Fry,I'll say.,2255
25140,Dragon Ghost,Turn around.Go away.Do it now.,2255
25141,Bendee Boo,Rikes!,2255
25142,Fry,Splinkies! What was that?,2255
25143,Leela,I don't know.,2255
25144,Hermes,It's a mystery.,2255
25145,Fry,"Like, I've got a bigger mystery.How am I going to fill my hungry stomach?",2255
25146,Fry,Yeah.Leela,2255
25147,Fry,"Like, where there's a Kabuki Theater, there's a concession stand.",2255
25148,Hermes,"Say, Fry, why do you always have the munchies? And also your eyes are bloodshot, you're paranoid, and the van has a skunky odor.",2255
25149,Fry,"Search me.No, don't.I'm carrying.",2255
25150,George Takei,I do enjoy a well-buttered floor.,2255
25151,All except Bendee Boo,George Takei?,2255
25152,Bendee Boo,Reorge rakei?,2255
25153,George Takei,Sorry to haunt you so effectively.I thought you kids were that dragon ghost that's been spooking the town.,2255
25154,Fry,"Like, what's the story with the Yakitori?",2255
25155,George Takei,"Help yourselves.But I warn you, that chicken is over a year old.",2255
25156,Amy,"Why is the food in your concession stand so old, Mr.Takei?",2255
25157,George Takei,"You see, Amy, this used to be the most popular Kabuki Theater in the entire outskirts of town.But people stopped coming after they built that darned basketball arena.",2255
25158,George Takei,Now everybody likes basketball instead of Kabuki.It's an insult to my Japanese heritage.,2255
25159,Amy,"How so? This is America, not Japan.",2255
25160,George Takei,"Maybe so.I'm not sure.Now, how many tickets would you like for the show?",2255
25161,Fry,"Like, none.But thanks for the yucky-tori.",2255
25162,George Takei,Another grave insult to my ancestry.,2255
25163,Leela,Nu? Is this the Professor's cloning lab?,2255
25164,Zoidberg,Cloning is a sin against nature! But yes.Follow me to the Professor's cloning room.,2255
25165,Fry,Yeah.Why?,2255
25166,Bender,No reason.,2255
25167,Fry,What's so funny?,2255
25168,Bender,"Eh, nothing.",2255
25169,Fry,Wait a minute. Have you been using my toothbrush to polish your ass again?,2255
25170,Bender,"What?! Me, Bender the robot?",2255
25171,Fry,There's metal flakes on it and they look like ass flakes.,2255
25172,Bender,How dare you accuse me! I would never do something like that to a friend Every single night while he's sleeping.,2255
25173,Nine,Who sent you?! Why are you dressed like Fry?,2255
25174,Fry,Because I'm Fry.,2255
25175,Nine,"Oh! Fry, you old paranoid kook.What can I get you?",2255
25176,Fry,A hidden camera for my bathroom.I suspect a certain robot of unauthorized butt brushing.,2255
25177,Nine,Got ya. What you need is one of these holographic minicams. Films in every direction at once and stores the video on a remote 15-inch floppy disc.,2255
25178,Fry,I'll take it!,2255
25179,Nine,Excellent. Let me just wrap that up for you.  Who said that?!,2255
25180,Hermes,"You ate my lunch again, you tainted oyster!",2255
25181,Zoidberg,That's a lie! I brought my own lunch today.,2255
25182,Leela,"Hiyah! Hah! Ho-ho! Heeyah! Amy, quit using my punching bag for golf ball target practice. It's all lumpy.",2255
25183,Amy,"It wasn't me. And anyway, you're the one who's been using my golf clubs to pound dents out of the ship.",2255
25184,Leela,"I didn't bend your golf club. And the next time I don't bend it, it'll be over your head.",2255
25185,Hermes,"All right, people and other things, we got some big deliveries coming up, so...",2255
25186,Fry,"Your attention, please. I'm sure you're all wondering why I gathered you here today.",2255
25187,Zoidberg,We gather here every day.,2255
25188,Fry,"I hereby, in front of all of you, accuse Bender of polishing his ass with my toothbrush.",2255
25189,Bender,Lies! He's just jealous that my ass is shinier than his teeth.,2255
25190,Fry,"Ha-ha, we'll find out who's lying, my friend. Because I planted a spy camera in our apartment! Let's just see what you were up to last night while I was asleep.",2255
25191,Bender,"Yes, let's do see.",2255
25192,Fry,"Okay, get ready.  Huh. Well, sorry, Bender. I guess I owe you an apology Hey, wait! What's going on through that doorway?",2255
25193,Bender,"Let's go, Doc, chop him up.I got a rich customer needs that kidney, stat.",2255
25194,Bender,"There, see? I didn't use your toothbrush.",2255
25195,Fry,You stole my kidney!,2255
25196,Bender,Don't try to change the subject.,2255
25197,Leela,"Enough, you two. It just so happens that I also planted a spy camera to catch Amy using my punching bag.",2255
25198,Scruffy,"Yet still, I feel empty inside.",2255
25199,Zoidberg,That's the most uncomfortable sleeping bag I ever slept in.,2255
25200,Leela,You were living in my punching bag?,2255
25201,Zoidberg,If you call that living.,2255
25202,Amy,You bent my golf club?,2255
25203,Scruffy,"Yep.And yet, what did it solve? What did the violence solve?",2255
25204,Hermes,"Enough of this foolishness! Amazingly, I, too, set up a spy camera to catch Zoidberg stealing my lunch.",2255
25205,Bender,"Yeah, I'll keep the kidney cool, no problem.",2255
25206,Crew,Bleah!,2255
25207,Fry,You ate my kidney?,2255
25208,Leela,I thought it was one of Hermes' exotic lunches!,2255
25209,Hermes,"You can't eat my exotic lunch! That's a serious offense, woman!",2255
25210,Fry,She ate my kidney!,2255
25211,Leela,I'm sorry.I just get really hungry about 11,2255
25212,Professor,I don't feel well. I'm beginning to think my kidney transplant was a total rip-off.,2255
25213,Bender,Let's take a look-see.,2255
25214,Hermes,My Manwich!,2255
25215,Professor,"No wonder my urine smells like a meal. Enough, you babbling boobs! How can this company function when no one trusts each other? Something must be done.But first I have to see a man about some ground beef.",2255
25216,Professor,Look what you made me do. We're going on a corporate team-building retreat.,2255
25217,Crew,"What?!,Oh, man!, Come on!, No!",2255
25218,Dan McMasters,"Hello, Planet Express! I'm Dan McMasters, and I'll be your retreat leader for a week of fun and personal empowerment.",2255
25219,Professor,I hope you're happy!,2255
25220,Leela,Who are you?,2255
25221,Jackie Jr,"Jackie Jr., Ma'am.",2255
25222,Scruffy,"Jackie Jr.'s my apprentice. I figure if he's gonna work here, he might as well get to know the team.",2255
25223,Jackie Jr,Who's she?,2255
25224,Scruffy,I don't know.,2255
25225,McMasters,"So I hear we've been having some trust issues, huh? Well, for the next week, we'll be doing hundreds of trust falls from every possible height and level of gravity.",2255
25226,Bender,Or we could not do that.,2255
25227,McMasters,"At the start of every retreat, I like to demonstrate the power of trust by finding a perfect stranger to be my assistant.Leela, do me a solid and pick up the next space hitchhiker you see.",2255
25228,Hitchhiker,You going to Andromeda or thereabouts?,2255
25229,McMaster,"No, Sir, but how would you like to be part of an exciting business retreat?",2255
25230,Blorgulax,"Mm, just don't drop me off on an asteroid like the last guy did.",2255
25231,McMasters,"Okay, team, if I can trust a total stranger, you can sure as heck trust your own coworkers. In fact, I'm gonna make the first trust fall of the week. Backwards into the waiting arms of my new assistant. Just stand here like so. Good.I'll fall backwards, and you catch me. I trust you!",2255
25232,Hermes,Where'd it go?! I thought we installed alien-proof air vents!,2255
25233,Scruffy,It's on my list.,2255
25234,Fry,What's happening?!,2255
25235,Leela,The ship's lost power!,2255
25236,Professor,"Oh, my, adrift in deepest space with a vicious alien killer aboard! Any one of us could be next.Fry, Bender, Jackie Jr., Leela",2255
25237,Bender,That took longer than I expected.,2255
25238,Professor,"Quick, into the ship's panic room!",2255
25239,Fry,I didn't know we had a panic room.,2255
25240,Leela,"Me, neither. It really could have come in handy, like, 50 times.",2255
25241,Professor,"We'll be safe in here. The walls are impregnable, and we have enough food and board games to survive for weeks. We'll be dead within an hour.",2255
25242,Leela,All life support has shut down!,2255
25243,Bender,So you're all gonna die? Then who'll ghost-write my autobiography?,2255
25244,Professor,"Now hold on. There may be a slim chance of survival.We'll have to split into three teams.Hermes and Zoidberg will crawl through the air vents and restart the life support fan.Amy and Leela will retrieve the steering wheel so we can steer the ship from here.And Fry and Bender, you'll spacewalk onto the hull and relight the pilot light on the engine.",2255
25245,Fry,"Aw, man, why do I have to team up with him?",2255
25246,Amy,And me with her?,2255
25247,Hermes,And I with it?,2255
25248,Professor,"Hush, hush, hush, hush! There's not time to lose. Just be careful. The creature could be anywhere Except in this room.",2255
25249,Scruffy,The name of the game is Candy Land.,2255
25250,Fry,You go first. I don't want you locking me out there like HAL.,2255
25251,Bender,"Still don't trust me, huh? Well, you can take your lack of trust and jam it in your kidney hole.",2255
25252,Fry,The only person I trust is myself. Help! I forgot my magnetic shoes!,2255
25253,Bender,"Just stay out of my way, boy. There.Who needs teamwork when you got Bender? Whoa, whoa, whoa! Help! My gyroscope melted! I'm out of control!Whoa! Whoa! Whoa!",2255
25254,Hermes,"If the creature kills me, I just hope it doesn't make me into a sandwich and leave it in the fridge where some crawfish can get at it.",2255
25255,Zoidberg,"For the last time, Hermes, I didn't steal your lunch.It was Leela. She beat me to it.",2255
25256,Hermes,Put a squid in it.We're here.,2255
25257,Zoidberg,"Oy, there's the problem.Jackie Jr.'s skull is blocking the doodad.Hooray! Everything's fine!",2255
25258,Hermes,"Something's coming! Oh, no, no.Oh, it's just a chinchilla.What a cute little Help! I'm stuck!",2255
25259,Zoidberg,Don't panic! We'll be okay.,2255
25260,Leela,The monster won't even know the ship has a basement. Unless you posted it on Facebook. Like the last secret I told you.,2255
25261,Amy,I didn't know that was a secret. Lots of people wear a jockstrap thinking it's a thong.,2255
25262,Leela,"What was that? Amy, run!",2255
25263,Amy,Quit telling me what to do.,2255
25264,Leela,Now will you run?,2255
25265,Amy,Okay.,2255
25266,Bender,"Do something, Fry! Not that. Stop dying and fix my gyroscope.",2255
25267,Fry,"I don't even know what a gyroscope is. Wait, I have an idea.",2255
25268,Bender,"Hey, what are you doing? Cut that out.Hey, you got me under control.",2255
25269,Fry,Fry and Bender! A winning combination.,2255
25270,Bender,Let's call ourselves Friender.,2255
25271,Both,"Friender, Friender, Friender. Friender, Frender, Friender. Friender",2255
25272,Leela,I got the steering wheel. Leela and Amy! A winning combination.,2255
25273,Amy,"Yay, Lamey!",2255
25274,Hermes,The creature! It's attacking me!,2255
25275,Leela,Hiyah! Yah! Yah!,2255
25276,Zoidberg,This is a job for Hermberg. You fend off the creature with kicks and farts while I un-stick you with my slippery ink.,2255
25277,Lamey,Hermes? We thought you were the creature.,2255
25278,Hermberg,And we thought you were the creature.,2255
25279,Friender,"We made it, too.",2255
25280,Bender,"But my gyroscope's permanently busted.I guess I'll be dizzy and uncoordinated for the rest of my Yeah, it's fixed! My coordination's back, baby.",2255
25281,All,Yeah.,2255
25282,Leela,I've got navigation. We're on our way home.,2255
25283,Professor,"It just shows how everything is possible when you work together.Speaking of which, I have a surprise announcement.There never was a creature.Surprise.The whole adventure was just a training exercise to teach you the value of teamwork.",2255
25284,Leela,"Huh, I should be mad, but it worked pretty well.",2255
25285,Amy,"You were really brave, Leela.",2255
25286,Leela,And you seriously nailed that thing with your golf shot.,2255
25287,Bender,"Fry, you saved my ass out there.",2255
25288,Fry,"Aw, I couldn't let anything happen to something that shiny.",2255
25289,Hermes,"And, Dr.Zoidberg, it was your quick thinking.",2255
25290,Professor,"Bad news, everyone.The creature is a shape-shifter. It knocked me out and took my form so it could prey on poor Hermes.",2255
25291,Scruffy,I weren't fooled.The real [[Professor[[ wun't never've Dern.,2255
25292,Professor,"Bad news, everyone. The creature is a shape-shifter. It knocked me out and took my form so it could prey on poor Hermes and Scruffy.",2255
25293,Bender,"Nice try, buddy.",2255
25294,Leela,We're not buying it this time.,2255
25295,Professor,"But-but I'm the real Professor. I can prove it. If you'll step up real close to my microscope here, I'll show you that my DNA is completely",2255
25296,Fry,Is it safe to come,2255
25297,Leela,It's time we solved this problem the old-fashioned way. By shooting it.,2255
25298,Bender,"Wait, wait, wait, wait, you can't give everybody guns.What if one of us is the creature? It could be any of us.Fry.Leela.Amy. Zoidberg. Zoidberg.",2255
25299,Zoidberg,One of us must be the bad creature.,2255
25300,Zoidberg,Is it me maybe? Aw.,2255
25301,Leela,"Quick, in here. We're the only ones left who can trust each other. I know you well enough that no creature could ever fool me. No matter how much it looked like you.",2255
25302,Fry,"Leela, I'm honored, but for your own safety, you shouldn't trust anyone, not even me.",2255
25303,Leela,But I'm just so scared. Kiss me.,2255
25304,Fry,"Easy, easy, you're biting my lip.",2255
25305,Leela,Sorry.,2255
25306,Fry,"Ow, ow, ow! Wait a second, I know what's going on here. I'm the monster.",2255
25307,Amy,The creature was right behind me. I don't know where it went.,2255
25308,Bender,"Just leave me alone. I'm really, really scared.",2255
25309,Amy,"Uh, Bender?",2255
25310,Bender,What?,2255
25311,Amy,Where'd you get those ears?,2255
25312,Bender,I've always had ears.,2255
25313,Amy,"No, you haven't.",2255
25314,Bender,"All right, fine, you got me. I can't keep track of every little detail.",2255
25315,Fry,"Okay, to see if you're the real Bender, I'm gonna ask you something only he would know. On your last birthday, what gift did I get you?",2255
25316,Bender,I don't remember.,2255
25317,Fry,Me neither.,2255
25318,Bender,"Okay, I'll ask you one. What's the square root of 2,345.4?",2255
25319,Fry,That's not something I would know.,2255
25320,Bender,"Oh, yeah. Your turn.",2255
25321,Fry,"Um, what color is my shirt?",2255
25322,Bender,"If I were the creature, I could just look at your shirt, dum-dum.",2255
25323,Fry,Good point.,2255
25324,Bender,"Aw, never mind this. In case I'm about to die, I just want you to know that I did polish my ass with your toothbrush.",2255
25325,Fry,"Thanks for telling me, buddy. And to be honest, I am jealous of how shiny your ass is, and sometimes at night, I unpolish it with sandpaper.",2255
25326,Bender,"Aw, I trust you.",2255
25327,Fry,"I trust you, too.",2255
25328,McMasters,Congratulations. You two have really learned the power of trust.,2255
25329,Fry,"Get away from us, you monster.",2255
25330,McMasters,Don't worry. There isn't really a monster. And no one really got eaten.The whole thing was just part of our team-building experience.And you two did terrific.,2255
25331,Bender,But-but what about that hitchhiker?,2255
25332,McMasters,"You mean my partner, Blorgulax? He does make a convincing hitchhiker. But he majored in business at Princeton.",2255
25333,Fry,But we saw him change shape.,2255
25334,McMasters,"Yes, he is a shape-shifter.But he uses his shape-shifting for team-building, not evil. He pretends to eat some people. The others have to work together. We hand out a few tote bags. And boom! Four percent increase in productivity minimum.",2255
25335,Fry,So no one's dead?,2255
25336,McMasters,"Of course not. All your friends are on the bridge having a pizza party. So come on, put the guns down and join us.",2255
25337,Fry,Ooh. I think it moved.,2255
25338,Hermes,"Hey guys, are you coming to the party or not? Where's McMasters? He turned out to be such a nice guy, didn't he?",2255
25339,Zoidberg,"Totally, we should go on a retreat like this every year.",2255
25340,Amy,Yeah! Every year!,2255
25341,Morbo,In other news celebrated businessman Dan McMasters was last seen two weeks ago. And authority's are now calling his disappearance a homicide.,2255
25342,Fry,We can't ever tell anyone what really happened.,2255
25343,Bender,Never ever! I can trust you right?,2255
25344,Fry,Can I trust you?,2255
25345,Bender,"My lips couldn't be more sealed, even if I had lips.",2255
25346,Linda,"Police have no leads, but are offering a one million dollar reward, for information leading to the arrest of the killer.In the event there are two killers, police are offering an unusual deal Total immunity for the one that turns in the other, plus a double reward of two million dollars.",2255
25347,Zoidberg,"Zindy, my darling. I can't believe we're finally going to meet in person!",2256
25348,Zindy,"It won't be long, Johnny cakes. My space bus gets in at four thirty.",2256
25349,Zoidberg,"Just in time for the ""all you can stand"" buffet at Chizzler!",2256
25350,Zindy,See you soon.,2256
25351,Fry,Zoidberg. What is that?,2256
25352,Zoidberg,That is the delightful creature I've been video-dating for the past four years.,2256
25353,Bender,Hit it with a stick!,2256
25354,Zoidberg,"Tonight is a dream come true! A real, live date, in a physical place that exists! I just have to go straighten up in case we end up at my place.",2256
25355,Zoidberg,There! My home's all clean except for one part... the inside.,2257
25356,Leela,Aw... I'm sure it's fine by the standards of a gross alien monster. Blech!,2257
25357,Zoidberg,Nope.,2257
25358,Bender,"Step aside, people! I got bug bombs.",2257
25359,Fry,Bender. Wait. Won't the bugs just run out and infest some place else? Like our building?,2257
25360,Bender,Not my problem. Fire in the hole!,2257
25361,Randy,"A-mazing! You move... like a young, roach-infested Gene Kelly.",2257
25362,Leela,"Oh, my God. It's Randy!",2257
25363,Randy,"Damn right! And I'm organisin' a tap-dance contest for the parks and rec department. If you don't enter, I'll just kill myself okay?!",2257
25364,Fry,Okay.,2257
25365,Bender,No. Wait! Me? El-o Bender? In a dance contest?,2257
25366,Randy,It's a way for the community to—,2257
25367,Bender,"At last, a chance to realise my brand-new dream of bein' the greatest tap dancer... in all the world!",2257
25368,Randy,Well... in a three-block radius.,2257
25369,Bender,Of all time!,2257
25370,Zoidberg,"You-do-do-do. Boy-boy-boy-boy. Greetings, merchant! I need something beautiful and cheap for a lady who is one of those things.",2258
25371,Merchant,"The cheapest thing I have is a bouquet of daisies, for six dollars.",2258
25372,Zoidberg,"Perfect! I'll take half a bouquet of daisies, for three dollars!",2258
25373,Merchant,These flower sheers are so dull... and I'm already in debt to every knife sharpener in town.,2258
25374,Zoidberg,Allow... me.,2258
25375,Merchant,Aw! Thank you! That girlfriend of yours is one lucky lady.,2258
25376,Zoidberg,I'm gonna snip her off her feet!,2258
25377,Zoidberg,Zindy! You're even more beautiful from a distance!,2259
25378,Zindy,Johnny cakes! Good God! What's that horrible stench?!,2259
25379,Zoidberg,"Stench... Er er er... That's probably this stinky bus station, maybe!Come. Let's go some place well ventilated and grow old together.",2259
25380,Zoidberg,Ah! Much better.,2259
25381,Zindy,"It's even worse! It's like Comic-Con in a submarine! Oh... Oh, my God! The smell's coming from you!",2259
25382,Zoidberg,What? That? That's just my personal musk. You'll learn to love it! I know I did.,2259
