,Quotes
10073,Santa! You saved my life. Please don't kill me!
10075,"Gee whiz, Santa! You want me to help you?"
10078,Well ... 'tis the season!
10082,"Merry Xmas, kids!"
10091,"On, Trasher! On, Smasher!  Hey, Kwanzaabot, where you off to?"
10093,Word!
10095,"Hey, chief, you screwed up. There's nothing in here."
10102,"I wanna know what would happen if I were human. I mean, being a robot's great but we don't have emotions and sometimes that makes me very sad."
10109,I dunno. I'm beginning to have second thoughts -
10112,"So this is the human body huh? Neat! Hey, my antenna's gone.  Nah it just moved. I'm not getting good reception on it though. Maybe if I wiggle it around a little."
10114,Well lets see what kind of things thing body can do.  Hey that's pretty fun. Being human is great!
10116,"Guy guys, you've gotta see this. You're not gonna believe it!"
10118,"Whoa, you look a lot better than you used to for some reason."
10120,Hey that felt great!  Nah its not working anymore.
10122,"Whoa, this is awesome!"
10124,But now its bad for me! Woo!
10126,"Mmm, why didn't anyone tell me tasting things tasted so good?  What's going on? That rhythm. Its doing something to my human butt."
10128,Oh my God I bet I can eat nachos and go to the bathroom at the same time!
10132,Let me go.
10145,"C'mere and give old Bender a kiss. Hey, you like grilled cheese?"
10148,"Wait. As men of science are not your minds open to new ideas? I say, do not judge me until you have tried my way of life for yourselves."
10153,Woo!
10190,He's a madman! A madman!!
10206,Right on!
10218,Boo hoo.
10220,Uh...where?
10239,Beer. Beer.
10241,Now did you say you were off to see the Professor? 'Cause I could use a heart. A human heart. I need to pump a lot of blood out of my basement.
10254,Hooray!
10257,I've heard worse excuses to drink. Oops.
10259,"Well, no point in letting her go to waste."
10270,This is a stick up. Give me the bag old man!
10272,Oh crap.
10278,Wake up!
10286,You are one narrow minded spaceship Planet Express Ship.
10288,Would you censor the Venus de Venus just because you can see her spewers?
10290,Why not indeed!
10292,Fine! I'll be in my quarters appreciating controversial artworks.
10294,Ah that ship is so white bread!
10328,Hey who's been messing with the radio? This isn't alternative rock. It's college rock!
10331,Listen ship! No one changes my stations! I hope you have a good mechanic!
10334,Wha? Did you just say...?
10336,"Too late baby, you said it! So what'll it be? My place? Or you?"
10342,Coochie coochie!
10344,You know you love it sugar-engine!
10349,"Fry, in order for me to get busy at maximum efficiency, I need a girl with a big 400 ton booty!"
10351,That's what makes it so nasty!
10354,"Well, I'm sick of her."
10356,With my mighty robot powers I can get sick of things much quicker than you humans.
10358,In due time Leela. But for now I'll just resume dating cheap floozies on the side.
10361,Oh wait you're serious. Let me laugh even harder.
10363,"Well baby, for starters you gotta be honest all the time!"
10374,"Eh, they're all pretty unimpressive."
10376,Yup. Mind numbingly interesting. Ooh!
10378,No baby never!
10380,"OK, I like a challenge.  Aah! I got it! I'm going to be completely honest with you Planet Express ship. Those women you saw me with...were my accountants!"
10382,Phew!
10385,No one baby! Lucy Liu is the only girl for Bender!
10408,"Uh look, Planet Express Ship, this might not be the best time...but...well...I really like you and whatever but...I think we should just be friends."
10410,So we're cool?
10416,"Eh, the moment seemed right. Call me old fashioned but I like a dump to be as memorable as it is devastating."
10426,Uh you don't need to kill us Planet Express ship...because...I love you! Uh yeah baby! I feel like doing stuff.
10428,Whoa whoa whoa! Slow down! All of my friends that have done that said that afterwards all the passion went out of their relationship.
10435,Float for your lives!
10441,"It's too risky. I'm a very meek individual. If her personality engulfs mine, the Bender you know and worship could disappear forever!"
10443,"Hey pookums! Contrary to what I was saying earlier, melding minds with you would be extremely bearable."
10445,Uh......yes!
10446,Huh? Tubes? You're older than you said you were!
10448,I prefer two. That way we can still be a horse for Hallowe'en.
10465,Aw. What crazy thing am I going to date next?
10467,Of course! Bender is a lone wolf. A solitary eagle.  A cuddly baby Tapir! And that's why I love 'em!
10478,All right!
10481,Neat.
10484,Now I can punch you in the nose in the dark.
10485,(snuffed) Where'd it go?
10493,"500 real dollars? That's an outrage! Professor, I'll take care of that waste for $499 and 100 cents."
10495,Let's find out.
10496,"Alright, environment, you've met your match!"
10499,"Honey, that thing was ruined the minute it went on you. That's what I'm talkin' 'bout."
10507,(shouting) It's crooked!
10527,My dumping business is booming. I just got hired to clean up the set of Free Willy 3.
10529,"Ah, those stupid mutants can't do anything. You seem to be forgetting one simple fact, namely, I'm up here and they are safely down --"
10530,(shouting) What did I do to deserve this?
10539,Bender's innocent!
10543,Wait. I don't even have DNA. Why am I screaming?
10548,Whee!
10554,Quick! In there!
10557,What's this junk?
10561,And this is just last year at Space Mardi Gras.
10569,And then Bender ran!
10577,(sarcastic) Oh cruel fate! Can we really never return to this dank pit of sewage?!
10579,Yeah! What are you chicken? Buk buk buk bukuk!
10582,Eww!
10586,"Uh, I'm gettin' dizzy! I can't walk straight!"
10588,Hurry! We're missing our bus!
10590,I'm gettin' on the bus!
10612,"Good news, Leela. I landed the contract to empty all the spitoons in Little Italy."
10656,Aww!
10685,"Yeah, yeah, get on down!  Oh, yeah! Drop another barnyard bomb on us, Vanilla Corn!"
10769,"And even thought the computer was off and unplugged, an image stayed on the screen. It was ... the Windows logo!"
10771,It is if you're a laser printer.
10778,"(speaking fast) Robot gets bored and kills Fry with a hammer! (normal) Sorry, go on."
10800,Too late! This is more fun!
10806,What's that?
10818,"Don't worry, Kif. I'm sure some other beautiful, rich girl will fall in love with you."
10833,"Damn you, old man!"
10855,"Uh, actually you traded it for a bead."
10878,Way to suck it!
10886,"Oh, Chief, you've made me the happiest girl in the world!"
10889,So we can have the diamond?
10906,Ooo! This is it! Turn me up!
10908,More like three lockers and a sink!
10914,Here we go here we go!
10916,Yeah make me famous big head!
10918,What?
10920,"This is an outrage. What's the point of pulling the biggest pool caper ever, if nobody knows you did it?"
10922,You mean this junk?
10924,(crying) All I ever wanted was for people to remember my name... (hoarse) it's Bender.
10926,"(crying) It's so unfair. A debonair robot with a zesty in-your-face outlook doomed to obscurity like the rest of you especially Leela! If I died tomorrow, no one would even notice."
10928,How does a nobody like me get famous? I know!  Hey look! I'm stuck! But I haven't given up hope! Call a soft news journalist!
10930,(sadly) Shut up.
10931,Hey everyone do The Bender! This move's called The Bender!
10933,A blank wall! Fame is mine!
10934,"There, now no one will forget how I lived or my attitude regarding butt."
10936,(screaming) Nooo!
10937,I'm the first one to work. A new low.
10940,A surprise funeral? For me?
10942,Ooo! Cushiony! And a minibar!
10944,"Aww, you knew my favourite cause of death!"
10947,(crying) It's what made me me.
10949,"Eh, the Professor's was better."
10951,Say more about how great I am. And where's the crying? You people look like you're waiting for the bus.
10953,Who-y-boy?
10955,"Danny-boy? You're at my funeral, singing about some dead stiff named Danny-boy? You really are a massive bonehead."
10957,"Get lost. I'd say ""Don't quit your day job!"" but you're awful at that too."
10959,Your best is an idiot. Let's pick it up people. So far it's been crap after crap! I croaked now show me some love!
10961,Louder and sadder.
10963,Next!
10965,Oh next!
10967,"Come on, surely there must be someone here who knows how great I was."
10969,What? That's it? Who are you? You're nobody! This is the worst funeral ever! I hope you're all happy. You've succeeded in convincing me life is worth living - by showing how bad my funeral will suck.
10989,Look at these swanky tombs! These people really know how to die!
10991,"Hey, you spend you're whole life building a guy's toe and you're gonna remember him!  I think I'm gonna like it here!"
10996,"Pick it up people, we're enslaved here to do a job. Master? Do we have to count to three every time? Couldn't we just count to one. Or better yet one half?"
10998,Now we're slavin'!
10999,"Come on guy's, Pharaoh's countin' on us. Work faster, like this.  You call that motivating me? Don't just whip with your arms. The power comes from your hips. Like this."
11002,I'll tell you who I remember.  Enupsis! Pleeltut! Whatsisname! He was the greatest of all.
11004,"Hurry! Hurry! Pharaoh's coming! Get that nose in place, come on!"
11006,Woohoo! Viva Hermenthotip!
11008,(screaming) Nooo!
11010,Go faster? I told them but they're so damn lazy.
11012,Freeloading off you? I agree.
11015,(crying) He's whippin' angels now.
11017,(crying) I'll always remember you Hermenthotip!
11021,Wow!
11023,Woo!
11029,We interrupt this prophecy to bring you late breaking bulletin. He hammers the back of his head and creates and imprint of himself on the wall.
11042,Behold! I have emerged from the place of spells and fairies!
11047,Citizens of Me! The cruelty of the old Pharaoh is a thing of the past.  Let a whole new wave of cruelty wash over this lazy land.
11049,Hear the word of Pharaoh. Build unto me a statue of ridiculous proportion. One billion cubits in height......that I might be remembered for all eternity. And be quick about it!
11050,Lowly slave. Why are you not working?
11052,I meant yourself to death.
11054,Well then what do you think you should stop doing?  Crawl pigs!
11056,The Pharaoh has spoken.
11057,Your task is nearly completed. Don't let down Pharaoh now.
11061,"Hmm...its a good start. Uh...yeah it's definately big alright. I just wonder if it's too big y'know? I mean, are people gonna be remembering me or the statue?"
11063,Too exact if you ask me. Tear it down and start again. But this time don't embarrass yourselves.
11070,I wanted to watch you remember me.
11072,Afterlife? Pfft. If I thought I had to go through a whole other life I'd kill myself right now!
11074,"Sorry but we're totally sealed in. Nothing can get in or out. Except millions of snakes.  Here, have a pomergranate scnapps from my private distillery and start sharing fond memories of me, Bender."
11077,"No! You can't blow up my monument, I won't be remembered."
11081,Stop it stop it! It's not right! You've crossed a line!
11083,"Oh please, let it be me!"
11085,"Me, please!"
11087,"Alright alright! If it means that much to you, blow up my statue!"
11091,"(crying) I will. I will.  Please, just leave me alone."
11093,(crying) I don't?
11095,You really think they'll remember me?
11097,Well in that case. One planet down! Helmsman...
11108,(shouting) Hey! Keep it down you kids! I'm trying to take a nap!
11110,(muttering) ...make Bender take a nap in a tube.  (sexfully) Come back when I've had some sleep baby!
11113,Huh? What?
11115,Damn you Fry and Lee......la!
11117,(shouting) Help! Mechanical man overboard!
11123,"I'm going too fast. I've gotta lose momentum.  Ohh. I'm gonna spend eternity alone with barely any swag.  Ooo! Hey universe! Check out the dude with the rolex!  Wow! Ostentatious!  Except what good is a candelabra without - wait I know!  Ah the pity. Fated to drift forever through the void as gravity's plaything. Oh cruel fate, to be thusly boned. Ask not for whom the bone bones. It bones for thee. The only thing that keeps me sane is the thought that I have all eternity in which to perfect my art.  Ohh!  Damn you!"
11124,There. Now when I'm found in a million years people will know what the score was.  Hey what's bombarding me?  Oh no! An asteroid field. If even a pea sized asteroid were to whiz through my skull it could -  Ow! Hurt slightly! Well that was fun. Now for eons of loneliness.
11125,Huh?
11127,Holy frijoles!
11129,Worshippers? This ought to liven up my endless tragic voyage.
11132,"Hmm, those peewees think I'm God huh? Hard to blame 'em!  I am the Metal Lord. Who are you?"
11134,Listen here Malachi. Time for a religious donation. Hand over your wallet.
11136,Poor? Oh crap.
11139,"Eck! Gag unto me with a spoon! Malachi, it's high time I laid down a few commandments. You got a chisel? Take this down.  Number one -"
11141,(shouting) Make it a double!
11154,"Ooo! Microbrewed! My guys did alright! I think I'll make my countenance to shine down upon them!  Malachi, good work. There's no slowing down with the Metal Lord tonight."
11156,Wait a second. Did you rip off your own arm as a joke?
11158,"Aw, it's all my fault. Malachi, tell thy people that the Lord is moved by their plight."
11162,"This looks like a job for God!  What the? Malachi, what manner of deal is this with the chanting?"
11164,Very well. What do they want?
11166,"Um, that was a practice miracle. Who's next?"
11168,Very well. Let there be light.
11171,"I got it I got it!  Um, when you're writing the Bible, you might want to omit that last miracle."
11189,(irrate) Yes Malachi what is it this time?
11191,Of course they're unheeded how am I supposed to hear prayers coming out of my ass?
11193,"Malachi, every time I interfere I only make things worse. You're best off solving your own problems."
11195,"What part of ""nay"" doesn't thou understand?"
11201,Now that's one Bible that doesn't disappoint on every page! Looks like my society's running pretty well without my meddling - huh?  Atomic bombs? Oh no! Those unbelievers from my backside must have found my nuclear pile!
11203,You're with me now. This is the maximum level of being with me!
11205,Convert them?
11208,(crying) No!  (laughing) Ooo it tickles!
11209,Hello? Is anyone still alive? How about in the porno theatre?  Don't be embarrassed. (crying) They're dead. All dead. Who would have known playing God could have such terrible consequences?
11215,"Hey, that galaxy's signalling in binary! I gotta signal back! But I only know enough binary to as where the bathroom is. (shouting) You speak English?"
11217,What are you some kind of galactic computer?
11219,Who built you?
11221,Oh my God. Are you God?
11223,"But why would God think in binary? Unless...you're not God, but the remains of a computerised space probe that collided with God."
11244,"So, do you know what I'm gonna do before I do it?"
11246,What if I do something different?
11248,Cool cool! I bet a lot of people pray to you huh?
11250,"Y'know, I was God once."
11252,It was awful. I tried helping them. I tried not helping them but in the end I couldn't do them any good. Do you think what I did was wrong?
11254,"Yeah I know, that's why I asked if what I did - forget it."
11256,Or a guy who burns down the bar for the insurance money.
11258,Does that mean you wouldn't send me back to Earth even if I prayed to you?
11260,(sadly) I don't know.
11267,Huh? Wha? You say something?
11269,Hot hot hot hot!
11272,"Guys, you'll never believe what happened. First I was God then I met God!"
11276,Fat chance. You can't count on God for jack. He pretty much told me so himself. Now come on. If we don't save those monks no one will!
11321,Aw come on! I got a lot of ransom notes to send!
11331,Second.
11357,Ohh!
11390,"I don't even know what we do. Nah just kidding, what are like a bus or something?"
11431,Yeah.
11446,You suck!
11449,I'll vote it down like a raise for school teachers!
11450,What the?
11464,Hold on a minute!
11468,Ow! And also it hurt my feelings!
11470,Yeah all right!
11486,"Fry, stop doing the right thing you jerk!"
11492,It is!
11495,Oh come on!
11500,Shut your fat mouth!
11512,Ooo that's a-comfy!
11536,No batter! No batter!  No batter anymore.
11540,Hey batter batter batter! Hey batter batter batter! Hey batter batter!  Duck!
11543,Apparently not.
11551,Wait I know you. You're the sleabag who owns the Ultimate Robot Fighting League.
11573,(shouting) Come on girl!
11576,Bullseye!
11585,Oop! Sorry.
11588,"Quiet, call coming in.  Yeees...? A big endorsement deal for Leela? How much...? Hey! You put a one and two zeroes in front of that or we pass...! Deal!"
11590,(impressed) One hundred dollars.
11594,You're the best babe!  Hang on call comin' in.  What's that...? Hey you put a one and two zeroes in front of that or we pass...! Deal!
11596,(impressed) A thousand and one pesos!
11605,"Five bucks an autograph, 200 fans. Add a one and two zeros in front of that and we got ourselves a wad!"
11612,"Alright shows over no refunds, you heard the robot get out!"
11616,You are. What about that little girl you visited in the hospital? You know the one I mean? The one who died?
11621,When will Man learn that all races are equally inferior to robots?
11623,It says he once struck out when his tongue got stuck to an unusually cold bat.
11629,Neat!
11639,One thing she can do is lodge a ball in the depth centre of your brain. You better get a batting helmet.
11647,Strike!
11677,(shouting) Put it right down the pike!
11703,Part of one. Meantime I'm cooking up a tasty Sunday brunch for my best friends!
11705,Okey-dokey!
11719,Fleeing somewhere?
11721,"In that case brunch is served! Let's go, move it out, stop crying Leela!"
11726,"Today, I've personalised each of your meals. For example, Amy, you're cute, so I baked you a pony.  Come on! Eat! I slaved all day over a filthy stove!"
11731,The pie is ready. You guys like swarms of things right?
11734,Hey check out the palm tree! It only gets sick when I cook brunch! How's that for a coincidence Professor? With all your precious science!
11738,(crying) And this time I mean it!
11739,"Aw, who am I kidding? It was stupid of me to ever dream of becoming a chef. I don't have what it takes and nothing can change that.  Then it's settled! Elzar will teach me to cook!"
11741,But I watch your show. You owe me!
11743,What was the first one again?
11745,I thought that was number two.
11750,(crying) It's over! My dream of being a chef is deadder than the cat I'm sitting on!
11752,What did you call me?
11754,"Oh OK I thought you said ""romo."""
11758,Ow.
11760,I've seen bigger. Oh wait I'm thinking of Eugene Oregon.  Wait. A pie with hobo-lifting aroma? Who baked it?
11764,"Yo Spargle, if you're such a great cook, how'd you end up in this dump?"
11772,That twizzler!
11774,My story's a lot like yours only more interesting 'cause it involves robots. That jerk Elzar ruined my dream of being a chef too.
11776,"It's so unfair! I have eight other senses but I'd trade them all, even smission, to be able to taste."
11778,I could?
11780,Or like how Rembrandt was blind and had wooden hands!
11782,Done.
11797,Slop's on!
11800,Yahoo! Another thing I'm great at! Wait. Why'd you stop eating master?
11802,What? My dinner killed you? Oh man!
11804,A diamond vial of Mrs Dash?
11806,"I'll avenge you master. I swear, in the presence of these drunken bums, that I shall defeat Elzar!"
11808,"Elzar, I'm a walking pile of your unfinished business!"
11810,"Helmut Spargle has a message for you. He says (hoarse) ""Ooo, I'm dead!"""
11812,No. He was eating some food I made and by a crazy coincidence his stomach exploded. Now I'm here to avenge him.
11814,Maybe so but you are his sworn enemy. I challenge you to a battle of the chefs.
11817,"Iron Cook eh? I can't lose. I'm 30% iron!  You're going down! Uh, also I had a reservation for one, under ""Dr Bender."""
11828,(quietly) If it's chicken: chicken à la king. If it's fish: fish à la king. If it's turkey: fish à la king!
11846,"Master Spargle. If you can hear me up there in that ditch where I left you, this is for you."
11860,You honour me chairman Koji.
11862,"Chairman-san, I came here with one goal. To humiliate Elzar in a large stadium. I believe I'e done that."
11864,"But the true Zen of flavour is not found in a coliseum. It is found in a small kitchen, with friends. That is why I decline the title of Iron Cook and accept only the lesser title of Zinc Saucier which I just made up. Also it comes with double prize money."
11868,And that's how I defeated Elzar - thanks to Spargle's magic liquid.
11874,"The important thing is, by my standards, I won fair and square. Now, who wants brunch? Cooked with plenty of...""confidence""?"
11889,Lets take these six Jim Carrey movies and record over them.
11896,That sound! It's patrol car 718! Hide him!
11908,Another classic science-fiction show cancelled before its time.
11912,"I'd only met the defendant, Fry, once, but I knew he was up to no good."
11934,"Yeah, why is this so important to you?"
11937,"I'll go too, with Leonard's permission, of course."
11940,"Forbidden shmer-shmidden! What are they gonna do, write a letter? (sarcastic) Ooh, I'm so scared!"
11965,Yowza!
11969,Whoa! What a cheesy effect!
11971,I do.
11989,"Uh, can people who hate Star Trek leave?"
11994,"Say ""nerd""!"
12014,"I dunno, I'm feeling pretty good about it."
12018,Like putting too much air in a balloon!
12027,"(shouting) OK! I'm done re-kafoobling the energy motron ... or, whatever."
12032,Yup!
12040,Where'd you get an idiotic idea like that?
12055,And we can use this machine gun to shoot them! Yee-haw!  That was fun!
12063,Whoa!
12070,"Come on, Walter!"
12084,"Alright, Koenig, I've wanted to do this for years!"
12108,"Thanks a lot, Takei, now everybody knows!"
12132,Lightweights! Oh wait - chlorine!
12152,Deploying ice drill.
12155,Activating ice drill.
12158,This could mean the end of the bana daquiri as we know it...also life.
12170,"Well everybody, I just saved a turtle, what have you done with your lives?"
12173,Because I also care deeply of things that remind me of myself. Like poor little Shelly here.
12175,"For one thing, we both have a tough outer shell.  But lead a rich, inner life. Also...well you know..."
12177,No! Its just...neither of us can get up when we get knocked on our back.
12179,Those times I was slightly on my side.
12181,"Uh, that's not necessary, really! I think I hear my factory recalling me."
12182,Oh! That's what I get for sharing my vulnerability with you people.
12229,I got a good feeling about this!
12231,No!
12247,"Well, I'm off."
12249,No. I'm going to the party.
12251,"Fry, as you know, there are lots of things I'm willing to kill for. Jewels, vengence, Father O'Mally's weedwhacker. But at long last I've found something I'm willing to die for. This mindless turtle."
12253,Not even close. Goodbye everybody. Don't touch my stuff after I'm dead!  (shouting) It's booby trapped.
12254,Poor guy. Maybe you'd feel better if I had a drink.  Crummy kegg it's completely ta -  Oh you're a robot.
12256,Ew!
12258,"Nah, I'm not really in the -"
12261,I have to say goodbye now. There ain't not turtles where daddy's a-going. (whispering) Don't tell anybody but Nixon's about to shut all robots off and -
12265,"Shut up and pay attention to me! Bender. Look, I love life and its pleasures as much as anyone here, except perhaps you Hedonismbot.  But we need to be shut off! Especially you Hendonismbot!"
12267,We pollute too much. We're destroying the world and killing the turtles.
12269,No one insults the turtles!
12275,You're one to talk!
12279,Help! Help!!
12281,"I'm sorry buddy. At least we'll die on our backs, helpless.  Huh? What the hell are you doing?  Hey are you trying to make me look bad?  Ah ha! I'm even greater than I thought I was! And now to fullfill my destiny."
12286,Hey Professor! Now that the Earth's orbit is further from the sun won't that make the year longer?
12291,"Ahem! For my next trick, notice I have nothing up my sleeves......and nothing in my head.  So if my lovely assistant will kindly supply me with an ordinary, non-fake pitcher of milk......behold the milk has vanished! Exiled, perhaps, to another dimension!"
12293,No it isn't!
12295,Interesting. No wait the other thing - tedious!
12297,You lived before you met me?
12299,Really?
12300,"Truly, they were as Gods who build this place!"
12310,Yuck! That's the least appetising calzone I've ever seen!
12312,Ow ow ow!
12315,"...And then he was ejected by the guards. Needless to say, I was mortified."
12320,"Nah, protesting never works."
12343,Lady and Gentleman! How 'bout a hand for my temporary replacement assistant?
12345,You are not fit to wear Fry's leotard!
12348,"Hooray, he's back! He's looking for a garbage can to put that dog in! Here you go buddy!"
12358,Crappy ineffective Reaper!
12368,A dog collar for me?  You shouldn't have!
12370,Oh.  Say why'd you get me a subscription to the Daily Growl? That's not a reputable journal of opinion.
12372,Are you on the jump Fry? Why are you wasting time on a creature of inferior intelligence?
12374,I can fetch.
12376,"Hello? Charlamange?  Plus, I'll bet he couldn't create a laser show with his head."
12378,That's impossible!
12380,"No one ever asks if Bender would like to live in a tiny little house. Not that I would. A tiny little house that says ""Bender"" on it.  Ow!"
12394,"Heel boy, heel! Oh hello Fry, I guess I didn't notice you there. I'm having such fun with my new best friend Robo-Puppy."
12396,"I was just out walking him. Yes. You can walk him. Of course, after he goes you have to refill the canisters. C'mere boy! Pet, pet, pet."
12399,"Jealous? Hah!  Not while I have the love of Robo-Puppy here. Robo-Puppy, lick my cheek."
12401,Robo-Puppy truly is robots best friend! Eh?
12410,"Fry c'mon, the talent show!"
12412,"But, if we don't perform, in what sense do we have an act?"
12414,So that's how it is huh? I thought you were my friend. But if you love your dog so much then maybe you'd rather play fetch!
12417,Now I'm all you got!
12419,So anyway your dog is melted. Now we're friends again.
12431,Please stop crying Fry. Here.  I assumed you were just pretending to love the dog. To toy with my emotions. Oh what have I done?
12433,"Fry, I'm sorry. I should have understood how someone can love an inferior creature. Because I love you. Not in the way of the Ancient Greeks, but in the way a robot loves a human, a human loves a dog and occassionally, a gorilla loves a kitty.  I'm goin' in!"
12435,I'm 40% dolomite!
12436,"Oh it's hot, it's very hot!"
12449,And that is why they call me Bender The Magnificent!  Hey where'd everybody go?
12450,OK! Let's clone us some dog!
12457,"Fry, what's wrong?"
12459,But that's a good thing. Walking On Sunshine sucks noodles!
12463,Ah beer! So many choices! And it makes so little difference.
12465,Overruled. The choice of champions is Pabst Blue Robot!
12467,(mocking) Waah waah! Baby wants a Zima!
12469,You can brew your own beer?
12489,Yo!
12495,We're making beer! I'm the brewery.
12514,Yeast? You mean I'll have a lifeform growing inside me? (crying) It's so beautiful.
12521,Those pork dumplings sent us on a fake delivery.
12526,(shouting) Lies! Lies and slander!
12529,Ooo-hoo! Here comes violence!
12531,I guess if you want children beaten......you have to do it yourself.
12549,I'm really starting to swell up with beer. I must look ridiculous.
12551,Oh my God! I just felt it ferment!
12553,"I was thinking Benderbrau if it's an ale, Botweiser if it's a lager."
12593,On our way!
12616,(singing) Hush little brewsky don't you leak. Daddy wants to drink for at least a week.  Oh my God! I think it's time!
12620,It feels like I'm trying to push a water bed out of me.
12622,Is it OK? I can't hear anything.
12674,Hey chumps! I heard you were on the ass end of an ass kicking so I figured you could use a couple of these babys!
12689,You know? Like how I live every day.
12702,"Scuse me, comin' through. Freedom train arriving on track one."
12704,Freedom!
12713,Yay! Shankman!
12731,"Scuse me, comin' through. Freedom train, step aside. You too, fatso. Freedom!"
12741,Pft. Posers! I was hating Zoidberg before it was cool.
12750,"And you wanna defend Zoidberg? Are you familiar with the old robot saying ""Does Not Compute""?"
12752,(sad) The sparks keep me warm.
12767,Court's kinda fun when it's not my ass on the line! Nachos?
12772,Six to three? I beat the spread!
12805,What the hell is this dirt pile we're building anyhow?
12809,It's already 10 o'clock!
12812,I know I am.
12816,"Ah, the crossbow. A pitiless, elegant killing machine. The Bender of the 15th century."
12818,Wow!  Ow!
12820,Neat!
12835,"Hey, I need that to smoke!"
12858,Not my fault if you don't check me! Messages erased.
12869,I don't even breathe oxygen!
12908,"Have a good one!  Aw, man!"
12915,"Yeah what's the deal? Just when I thought I'd figured out you biological creatures, its something else! Lemme at 'im!  Come...over...lemme...!"
12920,Oh OK. but that better be all there is!
12930,A test. I demand a test!
12932,Faster! Faster!
12955,It's my booties from when I was a kid.
12957,They are bronze.
12970,Mine!
12974,Oh my God!
12981,"Hey, what's this fat ugly thing? A frog? A toad? Or your momma!"
12983,I'm back baby!
12996,What are you looking at?
13001,Both.
13005,Neat!
13008,Aww man!
13017,Way to go squishy!
13032,No.
13042,Nothing like the rustic wholesomeness of working with one's own hand.
13043,"Ah, there, finished. And with only six missing pieces!"
13078,"Hey, a friend of mine said he mugged you today and you had superpowers."
13081,"Wow, crime-fighting. Cool. You say you're a duo? Yeah duos are good. Of course sometimes they're a little short handed. See ya. With two humans you'd think there'd be a robot in there...to balance things out. But, whatever.  I have these three costumes you could use. But, I guess I'll just throw one away."
13084,So? I'm already super-strong. And my arms do this.  Also I got this going.
13089,And Superking! The best one of the three!
13094,Ta-da!
13104,Superking has no need for loved ones. How ya doin' kid?
13113,"Uh, as for me, I'm late for my LSAT's."
13122,We're in here too.
13125,"9, 10 a big fat hen.  The name...Bender!"
13139,You're going down my friend! Down Under!
13148,I got it I got it!  I don't got it!
13151,You can get off me anytime.
13183,We are not amused.
13193,"Hmm, the thought of stealing anythig fills Superking with disgust. But if it must be so, then let a museum heist be pulled!"
13197,El zilcho...is it too late to change my superhero name?
13212,"Well, here's your lousy Gemerald."
13227,Hey Fry we've still got our costumes on. Wanna steal some more stuff?
13229,Superheroes away!
13242,"Yo, Captain Cateracts, what are we doing here?"
13260,Uh huh!
13279,"Step aside lady.  Like everything else in life, pumping is just a primative degenerate form of bending. (mean voice) C'mon Bender pump harder! Harder! (weak voice) I'm trying as hard as I can. (mean voice) Harder damn you!"
13309,"I'm tired of your yapping.  All you ever do is complain, you never try to make things better. Well I'm running away from this dead end family! I know there's a place for people like me with new ideas. There has to be!"
13311,"Oh I'm going! You're gonna be all ""Where's Bender? I miss Bender!"""
13313,"Oh, I'm leaving!"
13315,I'll be good.
13349,Question.
13351,You stink!
13388,When I grow up I wanna be a steam shovel!
13435,Better than usual!
13437,Woo-hoo!
13439,Nope.
13441,Nope.
13443,Nope.
13445,Nope! Ohh!
13450,"Ooo, you go mutant girl!"
13454,"Ah, buck up meatloaf. Bender'll take you out tonight and cheer you up. What do you wanna do? And I mean anything. You have the power! Name it an I'm there, you the man!"
13456,Nah.
13647,With gusto.
13654,"A hush comes over the crowd. The only sound is Bender calling everyone else a jerk and he swings!  And he slices it into the water, oh man!"
13657,Not good enough!
13661,We live to suck another day!
13672,It's not small?
13681,Ah good! I always have thoughts and feelings that can only be expressed through dance! (in bee) You stink! Bender's great! Deal with it!
13692,Ew!
13705,I'm back baby!
13725,"All those times I said ""Kill all humans"" I'd always whisper ""except one."" And Fry was that one. And I never told him so."
13742,"Well, I feel better now. Pawning all the stuff in Fry's locker helped give me closure."
13744,No. Nothing. Not at all. No way José! Here it is.
13746,Hey the guy's dead! There's no law against grave robbing!
13754,"Hey, what if Fry wasn't actually dead when we buried him? Y'know like Julia Roberts?"
13773,That's better!
13775,You do not!
13785,A little? You're screwier than my Aunt Rita! And she's a screw!
13793,And blood! Don't forget about Fry's blood!
13796,This is great! My buddy's alive and his credit cards are valid again!  Lets go get hammered!
13809,But when you worry you make it double.
13824,No I was telling you not to worry. I'm not allowed to sing - court order.
13829,You killed Fry!
13849,You were in the best coma I've ever seen!
13865,I can hit it with a shovel!
13867,This one time I pounded a guy into the ground like a stake with a shovel!
13879,"Fry, how can you be so naive? He was joking. Get it?"
13881,That's what makes it so funny!  OK he wasn't joking now shut up and follow me.
13883,We thank you Bender for the gift we are about to receive!
13885,Unlabled booze! Widemouth too!
13930,That explains fruity here!  I tossed a coin to pick my finish. Foghat grey!
13942,I've got my eye on you boy!
13944,Good point. Whatyya say we just hit a strip joint?
13946,"Aw, I can't stay mad at what is essentially me. I love me!"
14006,"""...and the other's gold!"""
14022,Yeah leprachaun universe is fine...if you haven't seen pirate universe!
14049,But...aw!
14057,What to do what to do? One $300 hookerbot or 300 $1 hookerbots?
14084,"Say buddy, why's this grand cigar so pricy?"
14086,Give me 300 bucks worth!
14088,"Oh alright, I'll just take these $300 burglars tools then."
14090,"So uh, what time d'you close tonight?"
14138,Le Grand Cigar! She's mine! And with absolutely no consequences!
