,Quotes
8928,You gotta get me out of here. I would have starved to death if not for that sick vending machine robot.  Gimmie! Gimmie!
8931,At least I have friends on the outside. Bender's been no help at all.
8936,"(shouting) Help me! For God's sake, help me!"
8938,"(sleep-talking) Thirty days hath September, April, June and ... wonder ... is that peanut butter ... what am I gonna do? (talking) Oh, God! What? What? What is it now?"
8940,"Finally! Sweet justice! Sweet, juicy justice!"
8947,Roberto! W-W-W-What are you doing here?
8949,Why would you hold up the same bank twice?
8951,"N--, n--, n--"
8953,No! Please! Help! Stop it! Please!
8956,I'm not a robot! (shouting) I'm not a robot!
8962,"(mechanical voice) Affirmative. I feel nothing. I am a robot. Beep, beep, beep ..."
8966,(mechanical voice) Negative. I must be a robot. Why else would human women refuse to date me?
8968,"(mechanical voice) Bio-units, terminate noise exchange. It is time for you to ingest sandwiches from my compartment."
8983,"Oh, you sad, worthless human."
8985,Fear not! For I shall assist ye!
8987,"Relax, mammal. My robotic software shall meet your calculatory needs.  What is the meaning of this symbol?"
8989,I'll show ye!
8990,Stand back. I'm a tool-bot.
8992,"Yes, I am. I simply haven't discovered my primary function yet."
8996,Beep.
8999,"(drunk) Alcohol fuels my power cells. And as a mighty robot, I--  Beep."
9028,"Halt, fellow robot!"
9030,"The side that kicks your twisted, metal ass!"
9032,"Negative, bossy meat creature. I know now what my primary function is: I am a battle-droid. Sworn to protect the weak from crazy robots."
9036,No knife can penetrate my skin-tanium armour.
9045,"(mechanical voice) It was nothing. I-- (normal) Blood? Robots don't have blood. I must be a, a--"
9047,"A human! Oh, my God! I'm a human!"
9050,I'm gonna continue never washing this cheek again.
9052,"Aw. Thanks, Bender."
9058,Oh my God! They dug up a bag of olestra chips from my time!  There must be layers and layers of old stuff down there.
9060,"No, it's an old Volkswagen van.  (shouting) Hey, Mister? Mind if I take this old van?"
9062,"Yeah yeah, I've gotten used cars before."
9064,"It's called a van, and in light of the fact that it's not a-rockin', I invite you to come a-knockin'!"
9068,"No, it can't, but it's got a driver's-side floor and an 8-track player with genuine mono sound."
9070,Under the seat.
9072,It just needs some gas.
9075,Like what?
9078,"Oh, right. Plus, the magnet screws up your inhibition unit and makes you sing folk songs."
9080,"Bender, if you don't open that can right now, your fear will own you, and nothing that can opener could ever do could be worse than that."
9087,"Oh, no!"
9096,"Oh, no, this is terrible."
9099,"Wait a minute, Bender is my best friend. We can't just dump him in the gutter like Grandma's ashes."
9106,"No, why?"
9111,"Aw, you look so sad. You want me to send Patch Cord Adams back in?"
9127,"Hey, I have an idea. Who wants to cram in my van and follow Bender on tour and live there, in the van?"
9133,"Yeah, I like it."
9140,Oh yeah!
9145,"Mine too, even my change."
9166,Surprise!
9169,"Wow, I forgot about TV. Living free on the road, you realise how much better life is without it. Well, let's see what's on."
9172,Yeah!
9178,"Bender, you can move! You're cured!"
9181,"Bender, I don't claim to understand ""the biz"" but wouldn't being able to move help your music career?"
9197,"Brothers and sisters, get your love beads. Can't journey to the centre of your mind without love beads!"
9204,(shouting) Bender rules!
9273,"Hurry, the Golden Gate Bridge. Put the metal to the pedal to the other metal."
9276,Is any of that a problem?
9281,Phew!
9290,"(shouting) C'mon, Bender. If you're done scamming Beck, we're heading home."
9295,"So, Leela, how about a romantic ride in one of those swan boats? They're kinda dangerous but I finally mastered them."
9297,Oh. That explains these boat eggs.
9300,(shouting) What happens if we lose?
9311,"Hey, Leela. Look at me!"
9313,There's a lot about my face you don't know. Perhaps you and it could get better acquainted over dinner.
9315,"C'mon, Leela, why won't you go out with me? We both know there's something there."
9336,What's happening?
9342,"Ooh, ooh, ooh, put me in, professor. I wanna show Leela my skills."
9344,Who cares? We're 35 points ahead with two minutes left. What could possibly -
9358,Is that a problem?
9367,You mean we just -
9382,"Psst, Leela. I've set up a time-proof shelter in the closet. There's only room for two, and you're the one I wanna share it with."
9385,"(sexfully) Because when we're together in here, baby, time will stand still."
9386,Ow.
9415,Hooray for Leela!
9418,"Leela, I want you to know I think the way you moved those stars around was really wonderful. I got you something."
9420,"You deserve it. I mean, nobody ever stops to tell you what a great captain you are."
9422,"You're smart, you're beautiful, and best of all, you'll go out with me-ee?"
9426,"I got her champagne, I opened it. What does a guy have to do?"
9428,Hmm. Maybe this is the moment to show her my real surprise.
9431,Look. I've been studying how to pilot the ship. Impressed?
9433,I learned how to work the gravity pump too. In case we need to move more stars. So are we dating now?
9435,"Look, Leela. I know there's some perfect, amazing thing I can do to make you love me, and when I figure out what it is -"
9444,Of course not.
9446,"No! Drugs are for losers and hypnosis is for losers with big, weird eyebrows. I don't know what amazing thing I did you make you love me but, whatever it was, we're married now. We've got the rest of our lives to work -"
9448,What?
9450,Fine. Break my heart again.
9452,How did I do it? How did I get Leela to love me? I've got to figure it out.
9455,I don't know what I'm doing.
9458,"Oh, it's hopeless. I did something so great that it won Leela's heart and I'll never, ever know what it was. My life is empty."
9493,"Leela, about the wedding. I don't know what I did to make you love me, and I don't think I tricked you into it, but maybe I did. And if I did, I'm sorry."
9495,Yeah. But I don't guess anything I could do will ever make you feel the same way about me that I do about you.
9499,She's so great. I feel like I can almost remember the magical thing I did to make her love me. But I guess I never will.
9501,Oh!  That's how I must have done it! I moved the stars themselves to write her a love note in the sky.
9503,(screaming) Nooo!  Did you see it? Did you see it?
9505,"No, not the explosion!"
9507,(quietly) Nothing.
9516,"I just saw something incredibly cool. A big floating ball that lit up with every colour of the rainbow, plus some new ones that were so beautiful I fell to my knees and cried."
9518,Yeah.
9520,Well I don't care if it was some dork in a costume. For one brief moment I felt the heartbeat of creation. And it was one with my own.
9523,"How can you people be so blase? Here you are in the year 3000 or so, yet you just sit around like its the boring time I came from."
9525,Yeah. But now its the distant future. Why aren't we out doing everything I ever dreamed of?
9529,(sexfully) Everything?
9532,"Yeah, what did they ever do for me?"
9534,I wanna see the edge of the universe!
9537,"Far out! So, there's an infinite number of parallel universes?"
9539,"Oh, well, I'm sure that's enough."
9541,"(shouting) Yeehah! Bow before your master, puny mortals! Whoo! Giddy-up! Ha ha! Woohoo! Whoopie!"
9544,That was fun. Let's give him a treat!
9546,The tongue tickles.
9547,These new hands are great. I'm gonna break them in tonight.
9549,I've only got two fantasies left: Be invisible in a chocolate factory and be romantically linked with a celebrity.
9551,
9553,It is?
9555,Download a celebrity from the internet? What part of that do I understand?
9557,"Hey, I have an idea. Let's do that!"
9563,Ooo! eBay!
9566,So where's the celebrity dating place?
9569,Nah. I read in Newsweek that she drinks human blood.
9571,I'd prefer someone from the era of shaved underarms. Do you have anything with a more Lucy Liu feel to it?
9573,I'd like the 2003 model.
9574,Wahoo! I've found her! What do I do now?
9576,It worked!
9578,(muffled) It worked perfectly!
9581,Did you hear that? She likes me!
9583,But this is Lucy Liu! Perhaps the only good actress of the 21st century! She's more than just a piece of software.
9585,"Uh, not right now."
9587,"So uh, what do you feel like doing?"
9589,I said later!
9590,"Then when I feel so stuffed I can't eat anymore, I just use the restroom, and then I can eat more."
9592,Oh Lucy! You're just like I always thought you'd be from your movies.
9594,You're cute!
9596,You!
9598,You!
9600,You!
9605,"Well, so what if I love a robot? It's not hurting anybody."
9669,This is the best movie I've ever seen. It has a vampire and an explosion!
9676,"Aww, you guys came to watch me make out! That is so sweet.  Wait a minute! Is that the head of who I think it's of?"
9679,Let me see.  Yep. Why do you ask?
9685,"Sorry laides, employees only."
9695,"Lucy Liubot, if I don't survive the corn I want you to know that I love you as much as a man can love a computerised image of gorgeous celebrity. Which it turns out is a lot."
9697,What are you doing darling? Get down!
9698,You saved us. Are you alright?
9703,What?? No!
9705,But I just downloaded her because I love you.
9707,I'm sorry. Hug me Liubot.
9710,Uh huh. And I guess now maybe I can get to know the real Lucy Liu.
9713,"But, but!"
9717,"I've never seen a supernova blow up. But if it's anything like my old Chevy Nova, it'll light up the night sky!"
9719,
9720,"Let's go microwave, I'm in a hurry here! Hm?  Hey, what smells like blue?"
9724,"Hey, which crazy thing happening are you guys screaming about?"
9726,Ooo my popcorn's done!
9727,"Aw, it's less popped than ever."
9733,We're gonna crash!
9736,"Bender, are you OK?"
9746,Yo!
9752,My God! This mean the flying saucer that crashed in Roswell...was...us!
9761,"Hey, and while we're on the base I'll visit my grandfather Enos! He was stationed at Roswell."
9763,Got it.
9765,But existing is basically all I do!
9772,It's him! It's my grandfather Enos.
9774,That jeep's gonna hit him! And I won't exist anymore!  Are you crazy? You almost got yourself run over!
9779,That's it! This place is too dangerous. We've gotta get you out of here!  Everything's gonna be alright Dad!
9792,Thank God I got you off that dangerour army base!
9797,Yowza! I know what I want for dessert!
9799,"Grandma Mildred?! Uh, no dessert, just coffee."
9802,Eh she sure is pretty. You ought to marry her and father some children right away!
9804,What?? Don't ever say or think that again! Please. Just concentrate on staying alive!  Fire! Look out!  Oh! You almost got neutered.
9806,For me it is!  I'm getting you out of here!
9807,"OK, we're in the middle of nowhere, which is the safest part of nowhere. Just stay put and enjoy this calendar."
9808,Safe and sound! Finally I can continue to exist!
9822,"Well, I killed my grandfather."
9825,I dunno. Maybe God loves me.
9827,"Aww. There there. If it makes you feel any better, his body was vapourised so there's no chance of him coming back as a zombie."
9829,Then you're a braver woman than I.
9831,"Uh, how far is it?"
9847,Aww I know how you feel. My grandfather died recently.
9849,"Hey, you know what always cheers you up? Baking me a nice tray of sugar cookies!"
9851,I shouldn't be here. I shouldn't even exist. But I do which proves...you can't really be my grandm -
9854,Relax! She can't be my grandmother! I figured it all out.
9856,"It's impossible! I mean, if she's my grandmother, who's my grandfather?"
9865,But...but won't that change history?
9872,"Take this Mr President, sir!"
9877,Yay!
9880,Turn around. We've gotta go back for Bender!
9886,"Oh, poor Bender. He must be so lonely right now. Trapped a thousand years in the past. Hey! Wait a second!"
9888,No.  Wait!
9890,He's alive!  Bender. What was it like lying in that hole for a thousand years?
9903,Just as well. I'm getting tired of this wood show.
9909,Alright!
9912,These letters are real butt-nutters! Listen to this one: (reading) Dear Santa.
9916,"It's not fair. In my day Xmas was supposed to bring people together, not blow them apart!"
9918,"Certainly yes us! Uh-huh, sir! We've gotta bring back the kind of Xmas I remember."
9923,"Uh, look, we've got mail for Santa. Are you his elves?"
9928,But you live in a gingerbread house.
9934,That's it! I'm gonna deliver a gift of my boot up Santa's chimney. Where is he?
9950,Faster! Faster!
9951,Why aren't we moving?
9954,He's trapped!
9957,And I can deliver them. Billions and billions in one night.
9959,Evil Knievel could!
9970,(singing) Which is good because we don't intend to pay.
9983,"(singing) These toys soldiers are poorly painted,"
10008,Ah! Bathtub eggnog! Just the way Grandma used to drink.  Ew! It went sour!
10042,"Oh, no! The ice is melting!"
10045,And your breezy short-shorts!
10047,Hurry! We've gotta think of another way to save Bender or Xmas will be ruined!
10059,I'm Santa Claus!
10065,"Your Mayorness, if you execute him, you have to execute all of us."
10068,This is horrible.
10076,Don't do it! He's evil!
10087,Wait a second! Maybe your futuristic Xmas isn't so rotten after all.
10089,But don't you see? Fear has brought us together. That's the magic of Xmas!
10107,Kinda gamey.
10125,"Speaking of which, try these nachos."
10156,He's dead.
10163,Ooo I have one. I'm good at video games and bad at everything else. That's why I wish life were more like a video game.
10165,"Uh, What if that thing I said?"
10168,"Wait a second, I know that monkey. His name is Donkey."
10175,"Well sir, I spent all of ninth grade studying them. Except for that day when my eyeballs started to bleed. And in my opinion."
10179,Hey watch out!
10182,"Its OK, I had another guy!"
10186,"Alright, its Saturday night. I have no date, a two litre bottle of Shasta, and my all Rush mix tape! Let's rock!"
10189,I've still got a trick or two up my sleeve. Watch as I fire up through our own shields.
10193,"Amy, tend to the widow pac-man."
10201,What do you monsters want?
10212,I guess so.
10219,Ow!
10236,"OK crow, prepare to be scared.  And then - honk honk - the car honked it's own horn!"
10238,"Hey, that's not a nice thing to say."
10246,"Man, we've been skipping for hours. I need to pull over and take the wiz."
10256,That's great Leela.
10269,Why does everyone keep saying that?
10279,"Leela, are you alright? You got wanged on the head."
10281,"Never mind Professor, she came to."
10321,"Whoa! Letters like ""U"" and ""R"" can mean words like ""You"" and ""Are."" Here Leela, U-R-2 Cute!"
10323,"I've never been able to put into words how I feel about you. But somewhere among these trillions of hearts, those words must already exist. And I'm gonna find them."
10327,And you got a cage for the lion!
10337,"Before we deliver these hearts, I'm gonna find the one that sums up my feelings for you!  ""I Love You."" Hmm, too conventional. ""You're My Man."" Ooo so close!"
10339,Whoa!
10341,Maybe we hit a space cow.
10348,Wow Bender. Are you and the ship an item? I mean I know you're both items but...how can you date a ship anyway? It'd be like me dating a really fat lady. And living inside her. And she'd be all like...
10355,The ship? But you just started dating.
10359,You have much to teach us.
10366,Planet Express Ship? Is that you?
10368,"Uh, um no. I think he's at his parent's."
10370,Bender? No! He's an old fashioned one spaceship robot. Look I'll tell him you stopped by OK?
10406,Incoming torpedoes. Shields at maximum yarnell.
10415,You couldn't have picked a better time to dump the ship Bender!
10423,What's happening? Space cow?
10433,Ha! That barely hurt Leela at all!
10437,"Same as everyday, got it."
10450,I'm on it. And maybe I'll find those magic words while I'm at it.
10452,Eh.  Blech!  Eurgh! Ooo how 'bout this one?
10457,"Um, Leela?"
10464,Bender! Are you OK?
10468,Well I guess we'd better clean up these millions of hearts.
10473,Sure. We talk about it all the time.
10475,No. Burn!
10489,What does it taste like?
10516,"If those aren't tears of happiness, please stop crying."
10518,"Is it this room that's making you sad? It's probably the room. Come on, lets go for a walk."
10520,"Yeah, I do that with my stupidness."
10522,"Then today's your lucky day because I happen to be a holding, stroking, lovin' machine! Also spankin'!"
10524,"Well, anyway, just remember that people care about you."
10526,"Yo yo, Bezender! What up?"
10538,No fair!
10541,It's like that time I peeked in the kitchen at Imperial Hunan.
10550,What happened?
10559,That's when we saved Earth from a giant asteroid of garbage.
10563,(whispering) Dude! Over here!
10565,And also - for some reason - the letter I wrote you full of my personal feelings.
10570,"Leela, freak out later. We're not done escaping yet!"
10573,Ow!
10580,"(whispering) Shut up, you two! We can kill ourselves when we get home!"
10587,Come on Leela. You can do it!
10589,Whoa! What are you doing?
10596,Leela's going nuts and I can't save her unless I learn more about her mysterious past. Isn't there anything else you can tell me?
10598,That's impossible because my time is worthless!
10600,Hand it over.
10602,"Look, I'm trying to save someone here. I'll have to come back for those later."
10603,Can you translate it?
10605,I didn't ask for a completely reasonable excuse. I asked you to get busy.
10607,Isn't that the same machine that makes noses?
10609,Is it done?
10642,Stop!  Thanks Bender! Don't do it Leela!
10644,Close.
10647,I had the Professor analyse the alienese letter that was found with you.
10649,I 'unno. But the analysis showed it was printed on recycled toilet paper. A squeezably soft paper used mainly in the sewers.
10687,"So what's Mars Day about, anyway?"
10693,"Lighten up, Leela. It's funny!"
10708,I'll have a thorax and some feelers.
10710,Yuck!
10726,What's that weird sound?
10751,"Aw, man!"
10762,Yee-haw!
10764,Where?
10766,Oh. Oh!
10768,Where?
10770,"Pfft, that's not scary!"
10773,Hook on the hand!
10775,Man in the attic!
10777,"With pleasure. (spookily) Once, not far from here, four people set out on a cattle drive--"
10779,"And then, while they sat helplessly around the campfire ... a demented knife-wielding escaped lunatic libertarian zombie mutant snuck up and--"
10803,"Hey, it's that ""barbecue's over"" sound again."
10805,Where?
10807,My God!
10810,"Also, I didn't know buggalo could fly."
10839,Hm.
10876,Yeah!
10883,Wait. That's the bead you traded your land for?
10919,Hey! Now what am I supposed to watch and drink all day?
10921,Well there's the material rewards.
10939,Happy funeral Bender!
10941,We just wanted to show you that you really will be remembered.
10943,"Dearly beloved, we are here today to remember Bender, taken from us in the prime of life, when he was crushed by a runaway semi, driven by the Incredible Hulk."
10945,Now let us each remember the best things about Bender in our own way. Professor?
10968,"Yes there is Bender. Bender was a lot of things to a lot of people, but looking back, the number one thing I can say about him is this, and simply this: Bender was my friend."
10973,I thought something looked different in here.
10974,"Hi, we have a giant stone to deliver - sign here."
10980,"Call it a hunch but, I've got a bad feeling about this."
10981,You know the worst thing about being a slave? They make you work but they don't pay you or let you go.
10984,Incredible. This place is just like the Ancient Egypt of my day.
10986,I knew it! Insane theories: one! Regular theories: a billion!
10988,Also Wolfman!
11001,"Yeah, remember who your real friends are."
11025,Can you believe it? Pharaoh's dead!
11028,I'm gonna spin til I fall down!
11036,You know what else stinks about being a slave? The hours.
11039,"Hey, I think I know who the next Pharaoh is!"
11068,"Bender, I really hope that's you. 'Cause if it isn't......we're in trouble!"
11075,What proof is this? Some huge number?
11079,Bend-er? Doesn't ring a bell.  Did you hear something Leela?
11082,Hey Leela you know who I remember...?
11084,...That guy who used to bend things. You know...?
11086,...Hermes.
11096,Absolutely.
11104,Space pirates?
11109,"Come on, come on."
11112,Firing torpedo number three!
11118,Go after him Leela!
11120,You mean we can never catch up to him? Not even if we rub the engine with cheetah blood?
11122,(solemn) He always wanted to drift forever. But through the American Southwest.
11142,Can you find him Professor?
11148,No that's I don't -
11150,"Well, I guess that sounds OK."
11152,What? Really?
11172,"He decided not to let go.  I can't believe you're gone. I won't! If I can't reach you physically, I'll just have to try something desperately crazy!"
11173,So that's my story Father Changstein el Gamahl. Is there anything religion can do to help me find my friend?
11175,Uh-huh but is there anything useful we can do?
11178,Bonder? Is it really you?
11180,"Wait a minute. Bender's name isn't Bonder, it's Bender. You're a fraud!"
11182,Only if you don't have any real hope.
11184,I've not heard of them.
11186,You think they'd let me use it to look for Bender?
11196,"Sir, I'm outfitting an expedition to a monestary high in the Himalayas. I'll need a long sleeved coat."
11198,"You can't give up hope just because it's hopeless. You gotta hope even more and cover your ears and go ""blah blah blah blah blah blah blah!""  (shouting) I'd also like a pack mule."
11212,
11229,And then what?
11234,"Hmm, finding God, that - that's important, yeah. But you know what might be a treat for everyone? If you let me use the telescope to find my lost friend Bender."
11236,"Aw c'mon, you guys have forever to look for God. All I'm asking is one measley lifetime to find my friend."
11239,That telescope is as much mine as it is anybody's. I'm using it whether you give me permission or not.
11261,Bender? Bender?
11262,Hello? Has anyone out there seen Bender?
11265,"(sadly) You're right. I'm never gonna see him again. I know he was evil and on more than one occasion he, he actually stole my blood.  But still, I wish I had Bender back."
11270,Bender! It's a miracle!  Ow!
11273,We climbed a mountain and locked up some monks.
11275,Do we have to? I mean they're monks. I'm sure their God will let them out or at least give them more shoes to eat.
11289,"Ooo, a bot-mitzvah. Shalom hunger, shalom free food!"
11293,So what's the deal? You guys don't believe in Robot Jesus?
11304,This is perfect for me.
11310,Boneitis? Pft! That's a funny name for a horrible disease.
11314,Y'know that dance wasn't as safe as they said it was.
11316,No question.
11318,"They're scared of our raw power. Oh but if you want a job, I could beg everyone at the company where I work."
11336,I nominate That Guy. Not just because he has a suit but because he knows about business and stuff and he has a tie. My shares still count if they went through the washing machine right?
11356,I'm rollin' up the corporate ramp.
11363,No thanks I make my own.
11372,"No we're not. And as vice chairman, I believe I speak for the entire board when I issue this challenge to Mom. Look at my butt!"
11376,Woo yeah! Hit him hit him hit him! Now this is the high life! Watching apes mangle each other near celebrities!
11380,"Uh, work really really hard?"
11382,Oh thank God!
11384,This company's on the fast track to the It List! Blast back kudos all around!
11392,Yes I did Leels! And I'll tell you why. Because it grows the brand.
11401,"Tonight, that's us!"
11405,Make it two. And a glass of all your water.
11407,"Don't you worry about ""blank"" let me worry about ""blank."""
11412,I'm on it. But if you need me you know where I'll be.
11414,Don't you worry about Planet Express. Let me worry about blank!
11417,What? I haven't changed.  Suz? Have I changed?
11419,Thanks doll.
11422,"You're right Professor. We might not be a traditional family like the Murphy's next door or the lesbian coven across the street but we are a family, and That Guy understands that."
11428,Uh Ms Johnson? Please bring in some more chair fuel.
11429,I had no idea the company would be sold. I was just an innocent suck up. You've gotta believe me!
11435,"Ms Johnson, you've never lied to me. Am I still a good person?"
11437,"I've got to redeem myself. Somehow, sometime, for some reason. I'll block this takeover!"
11439,"Believe it or not, I have more important things to do today than laugh and clap my hands.  Reschedule."
11476,"...So I ask you, as a friend, won't you stop this deal?"
11478,Oh my God! His boneitis!
11480,He's dead.
11482,I don't think so. 'Cause as vice chairman of the company I gain voting control of his shares.
11484,I'll be whatever I wanna do! That Guy was the greatest businessman that ever lived and before his mysterious death he taught me everything he knew.  But some things I had to learn myself. I learned that money is fine but in the end what counts is people... ...People you love... ...You can't put a price on that... So I'm giving up control of the company... ...to a man of enourmous experience... ...Professor... ...Hubert Farnsworth.
11489,You mean you'd rather be rich than work together?
11491,In my whole life this company was the only place I ever really felt at home. If being millionaires is more important to you than our...
11493,"...friendship, then I'll sell Planet Express, for you."
11497,It is? Yahoo! We're poor no matter what I do! The deal is off!
11499,"Look, so we're not millionaires. At least we all still get to work together!"
11505,"I know, and I've grown to accept that. Now I'm more interested in that new pizza parlour across the street. Kinda makes me pine for my days as a pizza delivery boy. ""Here's you pizza,"" I'd say. ""I didn't order any,"" they'd say. And then I'd be off to my next adventure."
11514,"Uh, hmm, do you have any food?"
11519,"Hey hey, what's wrong? Was it something Leela said?"
11521,"Aww, don't cry foreign people. I used to work in a pizzeria and as soon as I stop hallucinating and blasting puke, I'm gonna teach you to sell pizza - Earth style!"
11524,"For starters, only use quality ingredients. Case in point: No more live bees.  Oregano works equally well. And when you put pizzas in the oven, don't get in with them."
11526,"Most important of all is the big screen TV. Human families need a TV when they're eating so they don't have to talk to each other.  Ah, the Earthican pasttime, blernsball!"
11529,Well if you're going to be Earthicans we'll have to teach you. How about your pizzeria plays a game against Planet Express? Oh but you'll need nine players.
11546,"Leela, you beaned a run-in. You'd better let me pitch."
11564,"Wow, I must say I'm impressed. You look just like a ball player. Can I pat you on the butt?"
11566,"Ohh, now I'm too nervous."
11572,(shouting) Go Leela!
11620,Hey look! The player's who broke the various colour barriers!
11624,And here he is trying to make a catch with an oven mit.
11627,Hank Aaron XXIV? How could you play so blowfully? The original Hank Aaron was great!
11633,Leela could beat that. She's pitched her whole career without getting an out.
11644,"(whispering) Psst, you're holding the bat upside down."
11648,Hooray!
11653,Hey! You opened a franchise!
11678,(shouting) Strike him out Leela! Do it for the hundreds of women everywhere!
11702,"Hey, uh, what's with all the pots and pans? You building a wife?"
11704,Brunch. Right. I'd better warn - tell - warntell the others!
11711,Brace yourselves. Bender is making us brunch.
11714,He's so proud of his awful cooking. If we don't eat it he'll be crushed.
11716,Hurry!
11720,"Uh, with you blocking the only escape route? Don't be silly!"
11736,...but this food actually tastes better as vomit!
11748,What up?
11749,(singing) I'm walking on sunshine! La la la la sunshine!
11788,What?!
11791,"Well, I don't remember any of that but I don't have the wherewithal to defend myself."
11793,There you go.
11820,(shouting) Yeah you show 'em!
11841,"Yo, hook me up. My turkey is dry and I've tried everything.  Oh right. Never mind."
11858,Yay!
11872,"Ah, so the real gift Spargle gave you was confidence. The confidence to be your best."
11890,You know what movies average out to be really good? The first six Star Trek movies!
11893,What words? Star Trek?
11911,"She's all yours, buddy!"
11914,"Mr. Nimoy, I came as soon as I heard what happened centuries ago. I can't believe your show was banned."
11916,"You know? 1966? 79 episodes, about 30 good ones."
11918,Come on! Remember that episode where you go high on spores and smacked Kirk around?
11920,Aha! You can't escape it!
11922,"Uh, jeez, don't get upset. I mean, OK I outwitted you, but--"
11928,I'm literally angry with rage! Your co-stars may be gone but we can still get those episode tapes back for the whole world to see. Come on!
11932,But we have to! The world needs Star Trek to give people hope for the future.
11935,"'Cause it-it taught me so much. Like how you should accept people, whether they be black, white, Klingon or even female. But most importantly, when I didn't have any friends, it made me feel like maybe I did."
11942,"Oh, dip!"
11944,It's all stuff from that forbidden show.
11954,Welshy?
11957,I can't believe it! How'd you all end up here?
11960,Say it in Russian!
11962,"Now say ""nuclear wessels""!"
11973,(screaming) Welshy!
11978,"Alright, you gas, what's the deal?"
11980,Tremble? I laugh. Nobody knows more about Star Trek than me!
11982,Cool! A Star Trek convention!
12001,Uh ... Khan?
12004,You have my fan script?
12006,"(smug) Oh, I was confused because the scoreboard says something different."
12012,Not 'til I get my 600 quatloos!
12013,This is wrong. We shouldn't have abandoned them there.
12016,"Well, usually on the show someone would come up with a complicated plan then explain it with a simple analogy."
12019,Of course! It's so simple!
12031,Like a balloon and ... something bad happens.
12042,"Great list. Except, you forgot episode 66!"
12054,And we can tie these caterpillars together to make bow strings for bows and arrows.
12061,"Well, here goes nothing."
12072,It hurts!
12082,"All this time we thought he was a powerful super-being, yet he was just a child."
12085,"Bender, wait! This is our chance to escape, before Melllvar comes back. But we all need to work together."
12088,We've decided to work together.
12095,"Stop! You're just goin' around in circles! (to himself) Think, Fry, think! Everyone's depending on you."
12097,"Look, Leonard, we're light enough to keep the tapes! Isn't that great?"
12099,We did it!
12100,Melllvar's got a spaceship!
12110,"Wait! If they mean that much to you, why do you wanna kill them?"
12112,"Melllvar, you can't let a TV show be your whole life. You can do anything you want. Look at Walter Koenig: After Star Trek, he became an actor."
12115,"Whoa, whoa! One step at a time."
12117,"Episode 10, Balance Of Terror."
12124,And all you had to put up with was one really annoying Star Trek fan.
12130,Man it's hot! (different voice.) How hot is it? (normal voice.) It's so hot I poured McDonalds Coffee in my lap to cool off.  Jonny Carson said it.
12148,Wait! Where do we get the ice?
12150,"Wow! Mining a comet, that sounds fun!"
12153,"Wow! That ice dispenser's so big, the ice crushes you!  Yakov Smirnov said it!"
12156,Oh my God! It's out of ice! Like some outer space Motel 6!
12166,Bender? Are you crying?
12178,What? I've seen you get up off your back tons of times.
12194,Good for him!
12205,"Professor, you're a Professor. You must have some ideas."
12211,"Professor no, don't do it!"
12225,That's awful Professor. Especially the making out part.
12237,Be brave my friend.
12239,Ah ha!
12248,Wait. We could hide you! We'll pile fruit on you and claim you're a bowl.
12250,I won't let you.
12252,"Bender, this world isn't good enough for you."
12277,Why isn't this working?!
12292,"Amazing! That's why they call you ""Bender The Magnificent""!"
12294,"Whoa! They discovered an intact, 20th Century pizzeria! Just like the one I used to work at!"
12296,Lets go check it out. You can see how I lived before I met you.
12298,Sure. Lots of people did.
12302,"Wait a second! This is Panucci's! I used to work in this exact pizzeria! And for your information lady, this was not just used to paddle my butt, it was also used to move pizzas and crush rats."
12304,"Don't wave your fancy degrees at me. I recognise all this stuff.  Petrified sausages, Old Mr Patelli, and that's -"
12306,Pizza delivery for Mr......Seymour Asses.
12308,I wouldn't count on it.
12309,"Aww. Poor little guy. You look like you haven't eaten in a month. Here......but if Mr Panucci asks, your name is Seynour Asses!  I like you Seymour, you're not constantly judging me like all the other dogs - are you? Nah. We understand each other.  People think you're a dumb mutt who smells bad, can't find a girlfriend and has a crummy job. But you're keepin' it real and call no man ""Mister.""  Well goodbye.  Live long and prosper."
12311,No! That's my dog in there! It's an outrage I say!
12313,I'm taking him home and I'd like to see anyone try and stop me.  Uh-oh!
12314,"Ow, oo ow, oo ah!"
12316,Well it's not right to make my dead pet an exhibit. That's like digging up Lassie and putting her on display in the Louvre.
12318,"I know, I was deliberately describing a similar situation."
12321,You're right.  I'll give it a shot!
12328,"Seymour, cleanup!  Good dog!"
12332,He's so cute! He can do two things at one time: Eat and swim. Ooo - three things.
12335,So do I get Seymour back? Are you caving to political pressure?
12337,"His name was Seymour. He was once intimate with the leg of a wandering saxaphonist. He had wet dog smell, even when dry. And he was not above chasing the number 29 bus."
12342,Seymour!
12347,Good news everyone!
12350,Which means...we can clone it! Seymour will live again!
12352,Can you believe it Bender? I'm going to have my best friend back!
12355,So will Seymour remember how to sing Walking On Sunshine?
12357,"I'm gonna get my puppy back! In your face, Grim Reaper!"
12364,But I'm celebrating New Years Eve.
12366,I won't be gone long Seymour. Just wait here 'til I come back.
12367,Hello? Pizza delivery for......Icy Wiener?! Aw crud! I always thought at this point in my life I'd be the one making the crank calls!  Here's to another lousy Millenium.  What the?
12369,That's for Seymour.
12371,Oh that's also for Seymour. I'm getting everything ready for when he's cloned.
12373,Hey he was smart. He could fetch.
12375,He could dig up bones.
12377,"Look Bender, this has nothing to do with you."
12379,Now if you'll excuse me I'm working on Seymour's doghouse.
12390,Are you two gonna be done soon?
