,Quotes
12278,Some lazy or polite robot is holding it in.
12325,It says this part of The Hustle implores the Gods to grant a favour. Usually a Trans-AM.
12333,"Fry, its been three days. You can't keep boogie-ing like this. You'll come down with a fever of some sort."
12391,"Sorry, but we need to practice hand to hand combat in case an enemy knocks the laser gun out of our hands and they slide waaay across the room."
12393,
12404,Woohoo!
12415,No!
12429,Acting like a moron won't bring your dog back.
12446,Bender's been down there too long. I'm going in after him.
12468,Hey hey! We can all fight when we're drunk. Now listen: Why don't we just brew our own beer?
12470,"Sure, the kids at the orphanarium used to do it all the time."
12488,"Let's see. We've got our malt, our hops...we just need a big disposable tub to mix it in."
12490,Now it needs to boil for a couple hours.
12498,Actually Dwight you're right. Alcohol is very very bad...for children. But once you turn 21 it becomes very very good! So scram!
12513,Mmm. The ingredients are cooked. And they've picked up some of your natural robot flavourings. Time to add the yeast.
12515,Talk to me.
12519,If you were my kids you'd get quite a talking to...from your father......when he got home from the senate.
12552,Ooo! Let me feel.  Have you thought about what to name it?
12581,You know how much an apartment that big would cost on the Sun?
12587,"Uh guys, I don't know how to tell you this. So I'll just let Fry blurt it out thoughtlessly."
12590,Dwight and Cubert made us a better offer. We're paperboys now.
12594,We're on it Mr Farnsworth!
12612,And what's your scientific basis for thinking that?
12619,You're doing great!
12629,"Hello, Awesome Express, the rude, crude delivery dudes! How may I direct your call?...What's that?...You haven't gotten your paper?...In how long?..."
12732,"Cool your jowls, Nixon. You may not like it that Dr. Zoidberg desecrated a flag. You might even find the image of it festering in his bowels somehow offensive. But the right to freedom of expression is guaranteed by the Earth constitution."
12743,I'll ask the head of the ACLU. Once he's done singing.
12802,"Dr. Zoidberg, how can you claim to love freedom and then enslave all of Earth?"
12808,This can't go on. Today is the day we fight back!
12810,"Oh, you're right. Tomorrow is the day we fight back."
12814,An idea?
12838,"Zoidberg, you set us free! I feel like I could stand to hug you! I can't, but you know what I'm trying to say."
12852,Yeah. You got a telesonic transmission from Kif a couple hours ago.
12868,"This is a very long trip, so we'll all have to go into hibernative-naptosis to save oxygen."
12874,"OK, I was just at this part: Heyya!"
12905,Grab on!
12914,And not one of those bogus everyday miracles like a sunrise. Aren't you a male?
12939,"Wow, this is all so confusing."
12943,Sorry I got your boyfriend pregnant.
12945,To motherhood.
12961,It means a lot to me. It's the basket my parents left me in at the Orphanarium.
12978,If it's so dangerous I'd better go with you. A gal has to protect her DNA.
13010,Amy!
13018,There goes my DNA. What a disgusting and beautiful process.
13026,"Hi Mom, hi Dad! Ready for your big trip to the surface?"
13028,"Dad, relax. You are being so mutant!"
13030,"No one's wearing anything adorable over their head. Now listen, I could never ever be ashamed of my parents. I'll see you this weekend."
13031,"Hey, guess who I just got off the videophone with?"
13033,My parents! They're coming up from the sewers for a visit Sunday.
13035,I'm getting them a special one-day surface permit from Citihall.
13037,Sure. Bare hands or weapon?
13045,"Man, I'm sore all over. I feel like I just went ten rouns with Mighty Thor."
13050,I don't believe that story for a second.
13057,What the? Hey! Quit it!  Heyya!
13060,How did we manage to survive? What gave us those strange powers?
13062,"Fry, shut up and look at this! (Reading) May cause superpowers in humans!"
13064,"Let's see, which powers do we have? Super-strength?"
13066,Uh-huh. Lickety speed?
13068,Yes sir!  Ability to command a loyalty of sea creatures?
13070,Ain't got that.
13072,"Wow, superpowers! I'll be able to pack my day with twice as many humdrum activity."
13074,To have parents.
13076,"Hmm, I have been looking for a way to serve the community that incorporates my violence. Let's do it!"
13079,It's true. Thanks to this funky fresh cream.
13082,We'd love to have you on the team Bender. But aren't you more on the supply side of crime?
13086,(shouting) Sorry! (whispering) A new era of justice has begun.
13088,Clobberella!
13097,Are you crazy?? We have to keep our secret identities secret.
13099,Especially from everybody.
13101,"For one, superheroes cause a lot of collateral damage, and we don't wanna get our butts sued."
13103,"Also, if our identities get out, every crook in the city will be after us. Or, God forbid, our loved ones."
13106,Thank you Mayor Poopenmeyer.
13108,Shh!
13110,"Well, so long. Keep in touch."
13112,"Oh, I completely forgot, I left my apartment on fire!"
13120,You can count on us Mr Mayor! Justice away!
13124,Not a problem. I've cleverly arranged to meet my parents right there at the same museum at 10.
13126,I can't believe the Zookeeper is this late for his own heist. It's just rude! Total hell! It's 10! I'm supposed to meet my parents and I'm still in my secret costume!  There they are!
13134,You're not stealing anything! Nobody hit the deck!
13145,Forget it Zookeeper! You're going into captivity!
13147,"No, Fry you can't fall fast enough!"
13152,Oh no! My parents are leaving! I've gotta go change back into street-Leela.
13155,Mom? Dad? I showed up! And I got the audio tour for Treasures Of Liberachi's Tomb!
13157,I wanna tell you why I didn't show up. But I can't. Just please believe me that it was a very good reason. I'm sorry I disappointed you.
13160,"Oh, I can't take it! Mom, Dad, I'm Clobberella!"
13164,"No, listen. It's very important that you never ever tell anyone. Under any circumstance."
13166,"Dad, you drink? No. Not even then."
13168,"In fact, I shouldn't even be wearing this around here.  It was brisk, I dressed in layers."
13177,"Uh Professor, isn't it time for your nap?"
13179,Zookeeper! How did you know our real identities?
13184,Mom! Dad!
13186,Are you alright? Has he hurt you?
13189,"Alright Zookeeper, what do you want?"
13191,We're out of options. We have to steal the Gemerald!
13195,Check inside the cap! There might be a caked in goldmine!
13198,Just be cool. Nobody knows we're superpowerly challenged.
13203,"Big O, little k my friend! Just checking if everything's alright!"
13205,OK then. Grab it!
13208,"Stay back! Or we'll, beat the tour out of you...using superpowers!"
13216,"Mom, Dad, oh I'm so sorry I got you kidnapped by a crazy madman who tried to feed you to pirhanas."
13218,"No no, it's my fault for telling you I was a superhero."
13220,I just couldn't stand to have you to think I was ashamed of you.
13225,
13235,"Uh, maybe I should drive."
13239,For heaven's gate Professor this ship can do 99% light speed. Why are we going at 35 miles an hour?
13241,Plus you have the highbeams on!
13252,Oh Lord! Teeth do not belong in your pants Professor.
13255,No! No! It's tasted human blood!
13257,Professor we've talked it over and everyone thinks you're too old.
13265,"OK OK, we're not gonna force you until I've finished this sentence. Get him!"
13293,"Hey, this my chance to spend time with my parents too!"
13295,"When I was an orphan I always wished I could grow up with my mom and dad. And now, thanks to being hurled backwards through time -"
13297,"It's gonna be totally awesome mom! You and me can bake and argue about my hairstyle hiding my pretty face. And if some kid picks on me, my dad can beat up his dad."
13300,"No! I want the real teen experience! Chores, curfew, the works!"
13302,Dad I'm underage!
13319,Hi Fry! I like your blazer.
13324,"Dad, you're being too leaneant again! I have to be back by 11."
13326,No I'm not!
13328,What are you on a diet?
13331,"Moose, Mandy, this is my friend Fry - from the surface!"
13334,"Hey come on, let's act like grown ups here! Wanna race?"
13337,A tapeworm!
13339,Yes we will. This sewer goes right under Planet Express and its's 9pm!
13341,All right!
13343,I'm too short to reach the handbrake!
13354,Thanks Professor but I don't want the treatment.
13357,My old life wasn't as glamourous as my webpage made it look. All I ever wanted was to grow up here. With you. Please?
13359,It is. I know it is.
13375,"OK, quiet time. I know, everyone pretend to THING TO CHECK your tongue and I'll read you a story."
13377,There. Todays story is from New Teen magazine. What would you rather hear about? Four legged Chachi or tentacled Chachi?
13379,"It's kind of a baby book. But OK. Let's see. Snow White Dwarf And The Seven Red Dwarves, Charlotte's Tholian Web, The Fountain Of Aging."
13384,"I wish I could come with you to say goodbye, before you all turn back in to grown ups but I'm grounded for knocking the school over."
13386,No! A grounded teenager must be confined to her room!
13387,...until she sneaks out!
13389,"According to this, the fountain is located within the darkest, most ancient region of space, just past teddybear junction."
13392,Look how high the asteroid belt is pulled up on that planet.
13394,"Dude, the Fountain Of Aging must be on the sun itself!"
13396,We've got to hurry. The kids have only one change of pants!
13401,Zoidberg is dead!
13404,Oh no!  Quick! Get them into the fountain!
13406,You can bother me a little.
13408,I'm coming in after you!
13411,I think I might be a couple years younger.
13413,He's too far out! We can't reach him!
13417,"Well, I guess ever adult wants to be a kid sometimes. But I worked hard to be the person I am!"
13419,With friends like you guys -
13421,And I'm really happy I have that life back.
13434,"Don't worry, everything went fine."
13436,We got medals! Good work team! We really pulled together on this one.
13447,Nope. I've got a date with Chaz.
13449,I met him at that charity cock fight last week. He's the mayor's aide.
13451,I do go! He's a very important man.
13463,"Wow, free bread at a restaurant? Is there anything you can't do?"
13466,"Hey, I hear Fry.  Boy am I glad you're here!"
13468,"Actually...they are! Confidentially, I might not make it back to my apartment tonight! Could you walk Nibbler for me?"
13470,And bring a baggy in case he drops a steamer. (shouting) Have a great night!
13476,Oh Chaz!
13593,I love rocket skating! But the wait is always so long. Fry once stood in line for six hours just to get me a ticket.
13595,You reserved the whole rink?
13597,Oh Chaz!
13600,"Aww, let's let those kids skate with us."
13602,"I know, and it's working. But think how much skating would mean to those kids."
13604,This may be their only chance to skate in their whole lives. Who are we to say they can't?
13646,"Bender, would you do the honours?"
13649,Oh. Thank you. You know what Fry. I don't care if you're not the most important person in the universe. It really makes me happy to see you right now.
13658,Why? Says who?
13662,We're just as good as any of those crews you sent to their deaths. What's the mission?
13664,That doesn't sound so dangerous.
13674,It'll take more than deadly deadly bees to keep us from doing our job. Come on boys!
13676,"Listen, I'm scared too. But I'm more scared of disappointing myself."
13678,Now bees communicate by dancing.
13680,So this language cartridge will let you distract them.
13682,Bender quick! Waggle something!
13686,"Relax, everything'll be fine!"
13688,There's the black box!
13691,"Uh, couldn't make that out. Too much static!"
13693,We found it! The honey comb hideout!
13695,Royal jelly. They feed it to the queen.
13697,Look!  It's a baby queen! Aww she's so cute! You adorable wittle itty bitty fuzzy wuzzy -
13699,I'm taking this bee with us. With queen we can build a hive and make more honey ourselves. Let me just pack her a lunch and we'll go.
13703,This is where we distinguish ourselves from the last crew. Activate emergency high speed self contained escape pack crisis response unit! Quick!
13704,Good luck Bender!
13707,Burn on that old crew! The only things they did better than us were suck and die!
13709,"Thanks, but I can look out for myself. Frankly I can smell danger a mile away."
13711,You call that a wound? That's a boo boo top! But thanks for trying to save me Fry! Fry?  He's...he's dead.
13729,Fry? I thought you were dead.
13731,Impressive! But it does sorta support my You-Are-Dead theory.
13733,It's too beautiful to open! Can I open it?
13735,What?
13737,Wake up? But I'm not -
13738,In my dream Fry said he hid a gift for me in my locker. If it's true then he must still exist in some form.
13740,"Well, here goes."
13743,Was there anything in there that might have been a gift for me?
13745,You took this from Fry's locker?
13747,That proves it. Fry is alive somewhere and he's reaching me in my dreams.
13750,Is this some sort of brain scanner?
13752,Professor! Can't you examine my brain without removing it?
13756,What is it? Is Fry alive in some other dimension or something?
13758,"But, my dream. Your science can't unprove that! How could I have know the gift was in Fry's locker?"
13760,Are you saying I'm going crazy?
13763,"Shut up, I can hear you. The Professor says you're just a dream."
13765,"Well yes, technically. It's still very sweet of you."
13767,Oh Fry you must be alive! I've never been treated so romantically by my own imagination before!
13769,Thank you. It's all so beautiful I forgot how many hundreds of degrees zero it must be. I just wish I could convince the others you're alive.
13771,No no! Don't say that! This is real!
13772,Not another dream!  Fry's jacket! The one he was buried in! My dream was real! He's alive!
13774,Fry's alive! I have proof!
13777,But he gave me his jacket. Look.
13779,But Fry...his jacket...and when I woke up it was on me.
13782,What?
13784,Oh. Maybe I am freaking out a little.
13786,I need to calm down. I'd better take some more of that space honey.
13790,"One spoonful to calm me down.  OK, I've got a pretty good calm going! Two spoonfuls to help me sleep.  Uh oh, still awake. I guess one more spoonful couldn't hurt. Oh my gosh! I'd better get a sponge! Fry?  Is that you? I don't need a sponge!"
13798,"Fry, I'm so glad I didn't kill you."
13800,Feeling responsible for your death was driving me mad. But now everything is alright.
13802,What? What do you mean?
13804,Wake up? Oh no! No! It can't be!
13805,Poo.
13806,"I'm cracking up. In my dreams I'm happy because Fry is alive, but when I'm awake my mind plays tricks on me."
13823,"Uh, were you just singing?"
13825,"I'll find Fry's coffin, take his corpse and keep it under my mattress to remind me he's really dead. That'll prove I'm not insane."
13826,"OK, it's just an ordinary coffin. Containing my ordinary dead friend, who I killed."
13827,What happened? Why am I in my apartment?
13828,Stop it! Stop it!
13830,"OK, I'm insane! But I'm still sane enough to know it.  The only time I feel alright is in my dreams. With you.  Three spoonfuls. Then I can dream forever.  One.  Two Here goes. Goodbye waking world."
13836,OK. I'll try.  Go away!
13842,Fry. You're alive!
13844,Of course I'm awake. You wouldn't stop waking me.  Where am I?
13846,But the bee stung you. It barely touched me.
13851,Really? How long was I out?
13855,It got through Fry.  It got through.
13859,"(shouting): Sorry I think I, um, I think I left my toaster on."
13876,Right! If they try to look in the box.
13886,That oughta keep those dopes occupied. I can guard the real box in peace now that no one's curious about it.
13887,"Well, I got through the night and no one looked in the box. Not even me. The person who gave up her whole evening to watch it. A whole evening of TV gone. What a mockery of justice it is that I can't take even a little tiny peek! I need coffee.  OK. Heads I look, tails I don't.  Oh yeah! Heads! I mean - alright then!  No. I have a duty not to look. But then again, I promised the coin I would.  Oh it's deep. Deeper than a small box should be."
13888,Ouch! My lawyer will hear about this!
13890,"Nothing. What do you mean ""why was I looking in the box?"""
13892,Bender? Is that you?
13895,I didn't dye my hair. This is how I always look.
13898,Hold it! You have this all wrong. I just fell into the box and then I fell out somehow.
13903,"No look, I am not evil. My loan officer said so."
13907,I tell you they're not evil. But don't be confused. They are jerks.
13913,Look. It doesn't matter who created what. The important thing is - yah!
13918,"This is getting confusing. Why don't we call our universe ""Universe A"" and this universe ""Universe B""?"
13928,That's weird. Mine came up heads so I did.
13940,You guys are dating?
13951,"So Fry, Leela, how'd you two get together?"
13957,Oh Lord!
13962,Woo!
13990,So we go through the box and stop Hermes?
14019,"Uh, have you robot versions of yourselves seen any extra Zoidbergs around here?"
14020,"Uh, access denied."
14040,"Well, I guess you deserve one more flip."
14042,"Y'know, lets just say it's heads."
14045,So what you think you just explain to us is that -
14048,"Bender, quit destroying the universe!"
14058,I'm going to swim with the whale! They're the gentle giants of the deep.
14067,No.
14071,What little there is to be had.
14104,I'd like a pass to swim with Mushu please.
14106,Then why'd you become a whale biologist?
14125,"Hmm, this may seem like a huge coincidence but I happen to have it in with that whale!"
14133,Pay dirt!  Heyya!
14150,Anything else?
14152,"OK Mushu, its feeding time!  Oh crud, he ate my suit!"
14208,It's on fire!
14213,I think we were saved by a mysterious orange blur.
14218,Me too!
14224,At least we got a few mildly interesting stories out of it.
14240,"Ugh, enough emotions! This isn't a fat camp for God sake. (quietly) Though you wouldn't know it from looking."
14274,"There's nothing so refreshing as the clean, crisp taste of old Canadian beer!"
14277,"Bender raises a good point, where is Fry?"
14282,Someone should tell him.
14284,Nothing.
14295,I know you're trying to mask your pain with humour but don't worry. I'm sure the Professor can clone you a new nose.
14305,Me and Bender and maybe Zoidberg if he feels like it.
14309,"Wait, what's that?"
14313,Of course not. In fact he's a crook.
14320,That's Lrrr! Ruler of the planet Omicron Persei 8!
14331,"Whoa, you guys have issues!"
14337,Hold still Fry. I can reattach it with my emergency face laser.
14339,Yeah sorry I wasn't really concentrating.
14362,Let's face it. You two have deep relationship problems that can't be solved by an aphrodisiac.
14365,"Well, why don't you think back to what brought you together in the first place?"
14373,"Yeah, we know a great place in the mountains. We could take you there for a romantic dinner under the stars."
14395,Don't worry Fry. Things look bad but I still have a trump card. The most beautiful love song ever written.  (singing badly) And I will always love you......will always love you...
14420,"Well Fry, it looks like you get to hold onto your lower horn."
14428,"No, they're from the Republic Of French Stereotypes. Everybody hates them."
14432,It does seem like Jamaica will be able to field a strong limbo team without you.
14470,You actually thought they'd let you walk away without an engine oil sex check?
14475,"No, you can't!"
14488,"I don't know which I'm more, enraged or disgusted!"
14514,Well I think you dating a Manbot is a disgrace. And I refuse to be involved. And you have way too much lipstick on.
14516,No they don't.
14524,I'm worried about him too Professor.
14542,What do you mean a scam?
14545,That is so unbelievably manipulative.
14547,Well I...uh...I thought I might like him on a full stomach.
14571,OK look. If I help you with this do you promise to get out of my gender and stay out?
14573,"Alright. Now there's no way to stop this marriage without hurting Calculon. But he's an actor. If there's one kind of pain he can handle, it's soap opera pain."
14574,"(whispering) OK, is everyone ready?"
14587,Coilette! You she-devil!  You really thought you could steal those diamonds from me and Congo Jack?
14609,I kind of hope this whole experience would have left you a little more open to your sensitive side.
14612,Aww!
14621,What did you say?
14628,Aww!
14663,Let's try him out. Robot 1-X? Can you clean Nibbler's skanky litterbox?
14666,I asked you five minutes ago.
14680,"Well, ask Robot 1-X to pull you out."
14682,Why can't you accept his help.
14684,But he's just a tool to make your life easier. Like a socket wrench or a burglars kit.
14688,"Oh, sorry."
14757,"Professor, we have no power."
14759,I'd better light some candles.
14761,Oh Lord he's made of wood! What now Bender?
14770,Great. Now we're being crushed.
14782,"Well, at least you saved us from, uh, you. Thank God you finally overcame your incompatibility with Robot 1-X."
14811,Do you two have to imitate everything you see on TV?
14833,Since when are you performing at children's parties?
14850,"Bender, your swarthy Latin charm will only get you so far. There's a lot of famous child acting units here."
14852,He's just not cute since he got puberty installed.
14854,And there's that robot child actor who grew up and became a convenience store!
14941,"As unclean as it makes me feel, I agree with Bender. Kids don't turn rotten just from watching TV."
15016,Yeah!
15027,(singing) ...Than watch TV and have a couple of brews!
15035,Blernsmen at Blernsball!
15059,"Hey guys, you missed a great delivery to Space Earth. Where you been all afternoon?"
15061,Ooo was it jazz-noodling? My ex-boyfriend Sean played the sax. I used to listen for hours while he sat naked on my couch and improvised.
15063,"Yeah, it's weird. Sean was uneducated, unambitious. He was pastey and hunched..."
15065,"...But when he played I could sense this incredible, beautiful creative soul. Then one day I found someone else's couch fibres on his butt."
15114,Me? Really?
15116,Is it part of the opera?
15118,But it's so beautiful.
15120,Oh Fry. All this time you've had this incredible gift and I never knew. I've been a fool. A fully justified prudent fool.  They're so cold.
15136,"Well, Fry's opera premiere's tomorrow night. I'm off to find a pair of formal gloves that'll fit over my enormous forearms."
15138,(shouting) What? Are you talking? Oh God I'm deaf!
15140,(shouting) What? Oh this is horrible. I won't be able to hear Fry's opera.
15145,"Nobody tell Fry I'm deaf. If he found out I couldn't hear his opera, it'd break his heart."
15148,Yay Fry!
15153,"Amy, Fry's looking at me. What am s'posed to be feeling?  Ah!"
15160,"Half over? Oh, I'd give anything to hear the rest."
15162,"What? You can give me new ears? Wait, what seemingly reasonable thing do you want in return?"
15164,"Whatever you said, forget it!"
15166,Just...my left hand? Um...uh...
15169,I can't stand it!  OK. You can have my hand.
15172,"I can hear! I can hear like a safecracker! Hey, aren't you gonna take my hand?"
15181,Whoa!
15183,"(singing) Fry, you do not understand."
15185,What?
15190,"(singing) That isn't what I meant,"
15192,(reading) I'll give you my hand...
15212,Please don't stop playing Fry. I wanna hear how it ends.
