,Characters,Quotes,Scenes,Fry,Other,Leela,Bender,Farnsworth,Hermes,Zoidberg,Amy,Zapp
24165,Leela,"Stop telling me to take your hand! Look, Fry, your noble things keep making things worse. Can't you just be a rude, unhelpful jerk like Bender?",2209,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
24166,Bender,When I use up the toilet paper I don't put up a new roll!,2209,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
24167,Zoidberg,"Fry, my friend, I found your pants!  And no sign of that crafty badger!",2209,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
24168,Fry,All right! Lucky pants!,2209,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
24169,Amy,Oh my God! Look what my flashlight found!,2209,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
24170,Zoidberg,A giant pyramid under New New York? What badger could have built this?,2209,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
24171,Farnsworth,"And look at this intricately carved disk! It merits years of study. But how can we move such a fragile, precious–",2209,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
24172,Bender,Ancient history coming through!,2209,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
24173,Farnsworth,Amazing! It appears to be some kind of extremely ancient calendar! Predating even the girls of Sumeria! Of course! It's a Mayan calendar!  No...wait! There's some dried-up old stew on the screen.Scruffy,2210,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
24174,Amy,"It's not Mayan, it's Martian!",2210,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
24175,Leela,"Amy, you grew up on Mars, right? Can you read Martian?",2210,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
24176,Amy,"A little. I only learned enough to yell at my nanny. Let's see...  I think it means...""The sun will erupt...all shall perish. Blah, blah, blah.""",2210,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
24177,Bender,"Get to the point! What does it say about me, Bender?",2210,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
24178,Amy,,2210,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
24179,Bender,The world? That's where I live! Told you it'd say something about me!,2210,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
24180,Fry,So the world will end in three thousand twelve. Why does that year sound so familiar?,2210,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
24181,Farnsworth,Because that's the year that's this year! See?,2210,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
24182,Other,"So, uh...are you all done with the computer?",2210,75.0,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0
24183,Hermes,Is it just me - or is the world endin' more often these days?,2211,0.0,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0
24184,Amy,"The calendar predicts fires, earthquakes, sharksplosions...  Then, it just ends!",2211,0.0,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0
24185,Farnsworth,"Exactly as the weather balloon foretold! Before Fry blew his pants outta the sky, it detected the onset of a catastrophic sunspot cycle.  It's starting!  This is the end of the world!",2211,0.0,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0
24186,Other,The streets of New New York. People are running and screaming. Hovercars are crashing. The camera pans up. A building and a billboard are displaying the words,2211,0.0,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0
24187,Other,"Cowardman, away!",2211,0.0,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0
24188,Other,Some of us were crazy before it was cool.,2211,0.0,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0
24189,Leela,Evacuating the planet in 3...2...,2211,0.0,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0
24190,Farnsworth,"So long, Earth! Thanks for nothing!",2211,0.0,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0
24191,Leela,It's not starting!,2211,0.0,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0
24192,Other,Come on...comes on!,2211,0.0,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0
24193,Other,"Oh, let me try, headless clone of Agnew!  Damn thing just won't turn over. It's like Pat on a Sunday morning!",2211,0.0,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0
24194,Farnsworth,"Oh, the Marconi is on the fritz too! The electromagnetic storm is disabling all electronics on Earth!",2211,0.0,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0
24195,Bender,,2211,0.0,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0
24196,Leela,"Well, it wasn't a bad life. If only I could get back that time I spent watching Tron Legacy.",2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24197,Fry,"Leela, I've made up my mind. Before we die, I'm gonna find and destroy every remaining copy of Tron Legacy! It may take a couple of hours, but–",2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24198,Leela,"Fry, stop trying to do things for me!  Whatever time we have left, just live it with me. So...you wanna join the balcony club?",2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24199,Zoidberg,The balcony club? I have an individual membership!,2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24200,Fry,"Zoidberg, get lost!",2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24201,Zoidberg,I am lost! So long.,2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24202,Amy,Stop the end-of-the-world sex! We might survive after all!,2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24203,Farnsworth,"Alright, Amy! What's so important that you interrupted my embalming?",2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24204,Amy,I translated more Martian symbols! There's a way off this planet! That underground pyramid isn't a pyramid–  It's a rocketship!,2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24205,Zoidberg,It was worth waiting five hours to hear you finish that sentence.,2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24206,Fry,"A spaceship made of stone? With no electronics, it just might work!",2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24207,Bender,"I'll stick with wind-up power, thank you very much!",2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24208,Leela,Hmmm...I've never flown a pyramid before. But I used to drive around town in a mausoleum!,2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24209,Hermes,How many people can this thing carry?,2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24210,Leela,"Well, the mausoleum held ten horny teenagers, so...maybe thirty-thousand.",2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24211,Farnsworth,It's our moral duty to save as many lives as possible!,2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24212,Zapp,Mind if I appear?,2212,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24213,Other,Welcome to the hidey house. Brannigan! Tell me about this freaky-deaky escape pyramid!,2214,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0
24214,Zapp,"I can fly it, sir! I just need to know where. And how.",2214,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0
24215,Other,The obvious destination is Mars.,2214,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0
24216,Amy,But we can only save thirty-thousand people! How do we choose who goes?,2214,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0
24217,Other,"Well, let's see now. We'll need leaders...",2214,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0
24218,Fry,"I'll miss you, Leela.  But it's okay. Because then I'll die.",2214,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0
24219,Other,"Cut the waterworks, hippie! The final decision will be made not by me, but by a cold, logical machine!",2214,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0
24220,Other,Madison Cube Garden. A larger banner reading,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24221,Other,Who shall live and who shall die? Step right up to the Contrabulous Choosematron!,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24222,Fry,I hate waiting in line to die.,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24223,Other,"Move it along, grandma! Stick your hand in and take your chances!",2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24224,Other,Female. Crotchety. Needed to keep others in their place. Accepted!,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24225,Other,"Damn straight, kajigger!",2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24226,Other,"Ooh, me next!",2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24227,Other,We just got one of these. Rejected!,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24228,Other,Male. Scientist. Fond of crazy contraptions. Accepted!,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24229,Other,Female. Scientist. We were in the same sorority! Accepted!,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24230,Other,"Sigma beta, see ya later!",2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24231,Other,Male. Medical doctor. Delicious with butter and lemon. Accepted!,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24232,Hermes,I wish they'd hurry. I want to get out of here before the mayhem starts!,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24233,Bender,Mayhem? There's gonna be mayhem? I'm staying!  Woo-eee!,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24234,Fry,"Well, might as well get it over with.",2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24235,Other,Male. Delivery boy. No discernible skills. Accepted!  'Cause I like his pants.,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24236,Fry,"Yes! My lucky pants! Leela! We can go together after all! Come on, get your badge! Take my hand!",2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24237,Other,Top gun pilot. Natural leader. Extreme combat training. Rejected!,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24238,Leela,What?!,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24239,Other,"With all spaceships inoperable, we only need one spaceship pilot!",2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24240,Zapp,Wonder what this doo-cracky does.  Snake door. Roger!,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24241,Fry,"You can't reject Leela! Give her a badge, you stupid box!",2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24242,Other,Male. Filthy hand. Violent temper. Accepted again!,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24243,Fry,Nooo!,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24244,Leela,Fry. The box has spoken. Go to Mars.,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24245,Fry,Remember how Bender dumped all that pig's blood on me?,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24246,Leela,,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24247,Fry,I wish I could remember with my boobs.,2215,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0,75.0
24248,Farnsworth,Leela! We're off to Mars!  We'll see ourselves out.,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24249,Fry,Wait! I did it. I got a Leela a ticket!,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24250,Leela,,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24251,Fry,A-ah-uh-uh! A magician never reveals his secrets. Except the Great Reveal-o!,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24252,Zoidberg,That guy stinks.,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24253,Other,A compound. A sign reading,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24254,Other,I still don't see why you get the window seat.,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24255,Zapp,"Folks, this is your captain. Our snake tanks are fully loaded.  I figured it out!",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24256,Bender,"Boo! Don't come back! Well, let's get lootin'!",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24257,Leela,"Fry, this is the most noble thing anyone has ever done for me.  Wait! Fry?",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24258,Other,"I'm a lot of people, but I'm not Fry!",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24259,Leela,"Oh, no!",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24260,Other,Welcome to Mars! It is with heavy heart and open arms that we receive Earth's only survivors! Admission,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24261,Amy,Dad! Gleesh!,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24262,Zapp,"Greetings, Marsmen!  We come to your planet to construct a gleaming city! A second Earth on which to begin anew!",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24263,Other,Okay! Admission,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24264,Leela,I can't believe it. Fry sacrificed his spot for me and I never even had a chance to thank him.,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24265,Zoidberg,"Don't worry, Leela! Earth is still there. Peaceful and serene as ever.",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24266,Other,The streets of New New York. Several buildings are on fire. The sound of alarms and breaking glass is heard. Several people run away. Fat-bot dances in the street. A white car with a license plate labelled,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24267,Fry,Bender! You're stealing your own stuff!,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24268,Bender,I am?  You want a Torah?,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24269,Fry,"Nah, I'm not hungry.",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24270,Bender,"Aw, what's the matter? Scared of dying?",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24271,Fry,"No. 'Cause as long as Leela lives, I'll be alive too. In her heart. But really I'll be dead!",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24272,Other,Ladies and gentlemen. Our new Martian city is complete! I give you...  Dick Francisco!,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24273,Other,"The doves didn't magically spring from my hand, but rather were crammed into this netting sewn into my sleeve!",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24274,Zapp,"Thank you, Great Reveal-o! And now, as a solemn testicle to those left behind on Earth, I present this monument, titled simply, ""Heroes"".",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24275,Leela,That frightened little girl in the statue reminds me of Fry!,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24276,Other,Stop the ceremony!,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24277,Other,Who is this non-Washington redskin?,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24278,Other,I am Singing Wind. Chief of the native Martian tribe.,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24279,Leela,But I thought your people abandoned this planet.,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24280,Other,We did! I just came back for my stuff. What are you guys doing here?,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24281,Farnsworth,"Fleeing Earth, of course! We flew here in your great stone pyramid!",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24282,Other,Seriously? That thing flies?,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24283,Amy,Of course! Your people left it so we could escape! I translated your warning that the world was doomed.,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24284,Other,"Not your world. Our world! We put calendar there to warn you not to visit Mars. It Mars that gonna be destroyed!  Why you think we so eager to abandon this dump? You guys got ten, fifteen minutes max! Well, so long!",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24285,Amy,Hey! Ancient Martian's a very hard language!,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24286,Zapp,To the spaceship!,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24287,Other,There is no spaceship. You had it dismantled to build that statue!,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24288,Zapp,To the statue!  Ah! Ah!,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24289,Farnsworth,"Oh, what an idiot I was! And by ""I"", I mean ""you""!  The final solar flare is going to bypass Earth and strike Mars!",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24290,Other,"Mars. People continue to run in horror. The solar flare hits Mars, sending a cloud of dust towards them. They cover their faces and scream. Lightning strikes, and one bolt hits the",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24291,Hermes,My God! One of the hundreds of contradictory prophecies is coming true!,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24292,Leela,"I should have known better than to trust one of Fry's romantic gestures. Every time he says he loves me, I get killed!",2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24293,Farnsworth,It's just as I only now began to fear! The solar flares are igniting subsurface gas pockets!,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24294,Amy,Ah! Mars is being blasted out of its orbit!,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24295,Leela,Fry! You noble idiot!,2216,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
24296,Fry,"You're right, Bender! Grave robbing is fun! And these piñas coladas are fantastic!",2217,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
24297,Bender,"The crazy weather cleared up too, for whatever reason!",2217,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
24298,Fry,"All in all, it's a fine day for an apocalypse.",2217,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
24299,Bender,So...you don't miss whatshername?,2217,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
24300,Fry,"Of course I do.  But even though we're millions of miles apart, somehow, I feel she's near me.",2217,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
24301,Bender,Very near!,2217,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
24302,Other,"Oh, no! The kajigger of Gibraltar!",2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24303,Other,I have got to quit drinking.,2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24304,Other,"Thanks, friend!",2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24305,Fry,"Another great thing was, she always had room for dessert!",2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24306,Farnsworth,"We're passing surprisingly close to Earth! When we reach 72nd Street, jump!",2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24307,Zapp,Ah...cushiony!,2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24308,Amy,We made it! We're back home!,2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24309,Hermes,"Okay. Today is still a work day, so–",2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24310,Leela,Wait! Help!  I'm still on Mars and I can't jump!,2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24311,Fry,"Hang on, Leela! I'll save you again!",2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24312,Leela,Or somebody else could do it!,2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24313,Fry,Quick! Take my hand!,2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24314,Leela,I don't know. Bad things happen when you say that.,2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24315,Fry,I got her.,2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24316,Leela,Ow!,2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24317,Fry,Oops! Try again!,2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24318,Leela,We're too far apart!,2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24319,Fry,"No, we're not! Grab your severed arm with your other arm!",2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24320,Leela,Ew...kay...,2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24321,Fry,Huraa...  ...aaah!,2218,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,75.0
24322,Zoidberg,Good thing Scruffy rescued Leela.,2219,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
24323,Other,Don't thank me. Thank the ladder.,2219,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
24324,Farnsworth,Your cloned arms should be fully grown in a month or so.,2219,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
24325,Fry,"I hope you're not too mad at me, Leela. For tearing your arm off and all.",2219,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
24326,Leela,"I can't be mad. I'm on way too many painkillers. Plus, you were willing to sacrifice yourself so I could live! I mean, you failed...miserably...but you're the only person who loves me enough to try.",2219,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
24327,Fry,One last...foolish gesture?,2219,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
24328,Bender,Free beer?!,2219,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
24329,Other,Inside the Planet Express ship. Bender seizes control of the ship from Leela. The,2220,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
24330,Bender,Free beer! Free beer! Free beer! Free beer! Free beer beer beer beer beer beer beer beer beer beer beer beer beer beer beer beer beeeer!  Hello. I'm here for the...free beer?,2220,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
24331,Other,You got it! Right after these eight-hundred people get!,2220,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
24332,Bender,"Well, there's plenty more where that came from!",2220,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
24333,Other,"A stage. The headless clone of Agnew holds up Nixon's head and places it on a podium. Judge Whitey, Mrs. Astor, the Queen of Yonkers and Mayor Poopenmeyer are sitting on chairs. A sign reading",2220,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
24334,Other,We're all out o' beer!,2220,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
24335,Other,"Alright, listen up, nitwits. Who here is tired of illegal space aliens taking our good Earth jobs?  And furthermore, by golly, I promise to cut taxes for the rich and use the poor as a cheap source of teeth for aquarium gravel!",2220,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
24336,Fry,"Yeah, that'll show those poor!",2220,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
24337,Leela,"Why are you cheering, Fry? You're not rich!",2220,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
24338,Fry,"True. But someday I might be rich, and people like me better watch their step!",2220,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
24339,Leela,Let's just find Bender.,2220,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
24340,Bender,Ah...that hit the spot!,2220,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
24341,Fry,I found Bender!,2220,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
24342,Bender,"Good news, everyone!",2221,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
24343,Farnsworth,Wha?,2221,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
24344,Bender,"I've repaired myself with these convenient ""Re-Elect Nixon"" ass stickers!  Go Nixon!",2221,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
24345,Leela,"Bender, you can't even vote. You're a convicted felon!",2221,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
24346,Bender,"Convicted, sentenced and executed! But Nixon passes a law that says ex-cons can vote again...as long as they vote for Nixon.",2221,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
24347,Leela,"But Nixon's the worst president in history. And alternate history! The rest of you aren't voting for him, are you?",2221,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
24348,Fry,"Sure, we are!",2221,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
24349,Zoidberg,Why not?,2221,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
24350,Farnsworth,Of course!,2221,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
24351,Amy,Spluh!,2221,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
24352,Zoidberg,"He may not be perfect, but do we really want some unknown new guy? I'll stick with the evil maniac I know, thank you.",2221,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
24353,Leela,"Well, I think we can do better. This year, I'm going to get involved in the political process and make my voice heard.",2221,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
24354,Farnsworth,What?,2221,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
24355,Other,Exterior of a building in New New York. A banner reading,2222,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24356,Other,"Welcome to debate 3012, the 3,012th debate of the 3012 election year. Leela",2222,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24357,Other,Silence!  Question one. Will you pledge today to somehow reduce taxes while simultaneously lowering the deficit.,2222,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24358,Other,"Hey, that's a good idea! Sure.",2222,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24359,Other,"If it'll win me the election, then yes.",2222,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24360,Other,We have a saying up in Alaska.  That's all.,2222,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24361,Other,Senator Travers?,2222,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24362,Other,"Look, let's be honest here. No one likes taxes. But they pay for our basic needs. Roads, schools, defence. If we hope to realise our aspirations as a great planet, we must each pay our fair share to achieve those noble goals.",2222,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
