,Characters,Quotes,show
8150,bartlet,Charlie says there's a wind tunnel created by something. They're fixing the latch.,west_wing
8151,bartlet,"Okay. Well, we've got to go. I don't know what to say. Leo's pretty rich. Maybe he can  buy some tech stocks and jack up the price.",west_wing
8152,bartlet,The world'll rest easier. ,west_wing
8153,bartlet,"Leo, would you do me a favor?",west_wing
8154,bartlet, Would you ask the agents to seal the cathedral for a minute?,west_wing
8155,bartlet," You're a son of a bitch, you know that? ",west_wing
8156,bartlet,"She bought her first new car and you hit her with a drunk driver. What, was that  supposed to be funny? ""You can't conceive, nor can I, the appalling strangeness of the  mercy of God,"" says Graham Greene. I don't know who's ass he was kissing there 'cause  I think you're just vindictive. What was Josh Lyman? A warning shot? That was my son.  What did I ever do to yours but praise his glory and praise his name? There's a  tropical storm that's gaining speed and power. They say we haven't had a storm this  bad since you took out that tender ship of mine in the north Atlantic last year...  68 crew. You know what a tender ship does? Fixes the other ships. Doesn't even carry  guns. Just goes around, fixes the other ships and delivers that mail. That's all it  can do.   I've committed many sins. Have I displeased you, you feckless thug? 3.8 million new  jobs, that wasn't good? Bailed out Mexico, increased foreign trade, 30 million new  acres of land for conservation, put Mendoza on the bench, we're not fighting a war,  I've raised three children...",west_wing
8157,bartlet, That's not enough to buy me out of the doghouse? Haec credam a deo pio?  A deo iusto? A deo scito? ,west_wing
8158,bartlet,Cruciatus in crucem! Tuus in terra servus nuntius fui officium perfeci.  Eas in crucem!,west_wing
8181,bartlet,That was the easy part.,west_wing
8182,bartlet, Talk about the weather.,west_wing
8183,bartlet,"And there's a tropical storm seizing, right?",west_wing
8184,bartlet,"Okay, and how many times say, in the last hundred years, has a tropical storm come off  the Atlantic seaboard to Washington in the middle of May?",west_wing
8185,bartlet,"According to the NOAA, the storm is a non-recurring phenomenon, which is science's term  for 'we don't know what in the world is going on, but we're stocking up on canned goods.'",west_wing
8187,bartlet,Is this stuff you don't think I'd remember from an hour ago?,west_wing
8193,bartlet,"Front row, first seat on the right.",west_wing
8194,bartlet,Ah... Damn it! Mrs. Landingham!,west_wing
8195,bartlet, The door keeps blowing open.,west_wing
8196,bartlet,"It's not that I don't know how to use it, it's just that I haven't learned yet. ",west_wing
8197,bartlet,"I have M.S., and I didn't tell anybody.",west_wing
8198,bartlet,You're gonna make jokes?,west_wing
8199,bartlet, The party's not going to want me to run.,west_wing
8200,bartlet,"I've got a secret for you, Mrs. Landingham. I've never been the most popular guy in the  Democratic Party.",west_wing
8201,bartlet,How about a child born this minute has a one in five chance of being born into poverty?,west_wing
8202,bartlet,That's 13 million American children.,west_wing
8203,bartlet,"Three and a half million kids go to schools that are literally falling apart. We need  127 billion in school construction, and we need it today!",west_wing
8213,bartlet,"I'm sorry, Sandy, there was a bit of noise there, could you repeat the question?",west_wing
8255,bartlet,"What's the problem with the Belgian elections, Leo?",west_wing
8256,bartlet,The intelligence briefing. The anti-immigrationist are gaining in the  north--doesn't say why or how.,west_wing
8257,bartlet,I want a CIA briefer her in person every morning. Why'd I get this on  paper.,west_wing
8258,bartlet,Months since we reduced a $2 trillion government to poll-test bromides.  You think James Madison ran his presidency off a message calendar?,west_wing
8259,bartlet,"""Life"" on Modays, ""liberty"" on Wednesdays, ""shaking off the tyrannical  monarch"" on alternate Thursdays.",west_wing
8260,bartlet,"Republicans gutted it, 'cause ""domestic violence isn't a public health  issue,"" as if spousal abuse were part of the Atkins diet.",west_wing
8310,bartlet,"Nancy, I want these to go back to the Staff Secretary.",west_wing
8311,bartlet,Did you hear about the Chief Justice?,west_wing
8312,bartlet,That doesn't mean he gets to decompose on the bench. Are we taking care  of Carrick?,west_wing
8313,bartlet,It went from gutted to double?,west_wing
8314,bartlet,Is this a budget problem?,west_wing
8315,bartlet, You think the Republicans want to make  it so expensive we'll cut it ourselves?,west_wing
8316,bartlet,Are they trying to outflank us on the left?,west_wing
8355,bartlet,Violence prevention jumped another 30 million in an hour?,west_wing
8356,bartlet,Do we know why it's happening? ,west_wing
8357,bartlet,"Well, do we or don't we?",west_wing
8358,bartlet,Don't do anything. Thanks.,west_wing
8384,bartlet,We're doing pretty well on violence prevention.,west_wing
8385,bartlet,"They were going to gut it, First Lady really turned it around.",west_wing
8386,bartlet,"Nah, I'm not going to have Abbey jump through hoops.",west_wing
8387,bartlet,"The First Lady, how many calls did she make to members of the  Sumcommittee today? ",west_wing
8388,bartlet,"No calls. She's hiking in the White Mountains. She made no calls, you  made them.",west_wing
8389,bartlet,Don't tell me what she believes.,west_wing
8390,bartlet,My wife is not a budget appropriation. She's not a line. Don't put words  in her mouth. Don't treat her like she's your blank checkbook.,west_wing
8391,bartlet,She has to be here to want things... and you don't have to be here at  all.,west_wing
8425,bartlet,The Flemish Bloc is gaining in the north.,west_wing
8426,bartlet,"The Flemish Bloc. The Flemish Bloc, ultra-nationalist in Belgium.  Skinheads, really, neo-nazis. They're wearing three-piece suits,  speaking in coded discourse now instead of angry chants, and they're  gaining in the north. When everyone wears the same suit, how does anyone  know which side they're on anymore?",west_wing
8427,bartlet,You're not fired. Abbey would choose you over me anyway.,west_wing
8428,bartlet,She didn't... I didn't talk to Abbey about this. Zoey told me she was  hiking.,west_wing
8429,bartlet,Tell 'em the First Lady wants violence prevention fully funded.,west_wing
8481,bartlet, It's going to be a brisk 42 tomorrow. Time to break out that  Irish fishing sweater that C.J. says makes me look like an Irish fisherman.,west_wing
8484,bartlet,You still have a problem?,west_wing
8485,bartlet,Abbey thinks it'll be fine.,west_wing
8486,bartlet,"I think so too. Where's Angela, Leo?",west_wing
8487,bartlet,She knew this was at ten?,west_wing
8489,bartlet,"Yeah, I tried him a couple of times. They're saying it was exhaustion now?",west_wing
8491,bartlet,"Roy was a great friend, a great man.",west_wing
8493,bartlet,He's the best judge of his capacities.,west_wing
8502,bartlet,"Can we do this, Angela?",west_wing
8503,bartlet,Without the deficit topping 200 billion?,west_wing
8504,bartlet," Then everything else is on the table. Thanks everyone, that's it.",west_wing
8505,bartlet,200 billion dollar deficit and Haffley wants tax cuts. Take away a few zeroes and he'd  pass for a mob accountant.,west_wing
8507,bartlet,The Diane Mathers thing again?,west_wing
8509,bartlet,Abbey thinks Zoey can handle it.,west_wing
8512,bartlet, And Abbey? Who's going to check with her?,west_wing
8573,bartlet,"Well, yes, there's something going around.",west_wing
8574,bartlet,"I'm glad to see you doing so well, sir.",west_wing
8575,bartlet,"I don't want to. But if it's time, if your condition warrants.",west_wing
8576,bartlet,I'd hoped to consult with you.,west_wing
8577,bartlet,"The other eight are preparing to take it away from you, Roy. Holding over cases, the  major decisions. How long can the country wait?",west_wing
8578,bartlet,"Yes, thanks, Robert. And thanks for saying it this time. I think I had to make that  little speech the last time around.",west_wing
8579,bartlet,"Or maybe the time before. This is our third CR, our third time coming up short. We  have to do better. People aren't paying us to duck the hard choices. You want to run  through the details, Angela?",west_wing
8580,bartlet,We had a deal at one percent.,west_wing
8581,bartlet,"In two months. Five percent? 50? How many rounds do we go, Jeff? I'm just asking.",west_wing
8584,bartlet, You were there. Make sure Nancy sees me in the morning about the ?  in Indonesia. I don't want any training East of Kupan. Anything else?,west_wing
8585,bartlet,"Give them your shirt, they want your built.",west_wing
8586,bartlet,Not tonight.  Damn! I probably missed the first half. Providence is  going to get a whopping from my fighting Irish.,west_wing
8631,bartlet,Doesn't matter. The game is won or lost in the last five minutes.,west_wing
8632,bartlet,"I took his Vice President, I dropped my stimulus package, my college tuition tax credit,  and now we're haggling not over the budget, but over how much to cut.",west_wing
8633,bartlet,Dammit! They've got a seven foot center and best power center in the game. Why zone?,west_wing
8643,bartlet,One percent like we'd agreed.,west_wing
8657,bartlet,"The mess is closed. When this is gone, I'm going to have to start in on the grandkid's  elbow macaroni.",west_wing
8658,bartlet,"Yeah, there's something going around. They said your motorcade arrived an hour ago.  Where you been?",west_wing
8659,bartlet,Haffley reneged on the deal.,west_wing
8660,bartlet, Haffley came to us with a deal?,west_wing
8661,bartlet,Staying through the holidays?,west_wing
8671,bartlet,"Who's coming to Jesus, Leo, me or you?",west_wing
8672,bartlet,Three percent. 60 days. ,west_wing
8675,bartlet,I want to be able to govern.,west_wing
8679,bartlet,Then I suggest we get a move on.,west_wing
8689,bartlet," Kansas plates. That's a long way to  travel to find a ""closed"" sign.",west_wing
8697,bartlet," During the campaign, I visited the Westford Rehabiliation Center  there. They're closed today, too because of the shutdown. But if Congress has their  way, it will lose 40 percent of it's funding. I'd rather see it shut down for a week  than for good.",west_wing
8699,bartlet,"I'm sorry folks, I've got a meeting on the Hill.",west_wing
8700,bartlet,What do you say we walk the rest of the way?,west_wing
8703,bartlet,Then we'll just have to wait.,west_wing
8711,bartlet,"Leo? These last months, thank you. Thank you for everything.",west_wing
8712,bartlet,"Yeah, it's been going around.",west_wing
8713,bartlet,"Well, we should get started. Abbey's having the Prime Minister and his wife over for  dinner, and I promised to be on time.",west_wing
8714,bartlet," We're not doing another CR, Mr. Speaker.",west_wing
8715,bartlet," All 14 appropriations bills, exactly as we left them four days ago. It took us  what, ten months to work out our differences on those bills.",west_wing
8716,bartlet,"I agree. I want you to cut agriculture subsidies, and you want me to cut Medicaid,  again. You know I'll veto any Medicaid cuts, and I know you won't give me any  agriculture cuts. So, here we are.",west_wing
8717,bartlet," No. We were 100 billion apart, and I met you halfway, at 50 billion.  Then we were 50 billion apart, and I suspect if I'd gone down to 25, we'd be 12  billion apart.",west_wing
8718,bartlet,This administration has created the greatest amount of wealth in history.,west_wing
8719,bartlet,"Not everyone can pull themselves up by their bootstraps, Mr. Speaker. ",west_wing
8720,bartlet, You're not going to demonize the millions of selfless teachers and public  servants who are...,west_wing
8721,bartlet,"Well, I'm not going to negotiate with anyone who holds a gun to my head! We had a deal!  I don't care if my approval ratings drop into single digits. I am the President of the  United States and I will leave this government shut down until we reach an equitable  agreement! ",west_wing
8728,bartlet,"No, but it's a tax cut. Republicans are always in favor of tax cuts, so if we can find  a way to make it revenue-neutral next year, it stays.",west_wing
8729,bartlet,"We'd already done our part, so the Speaker graciously agreed to do his.",west_wing
8730,bartlet,"Okay, Abbey says I have about five minutes before dinner. What's next?",west_wing
8742,bartlet,"All three of our daughters in one place for Christmas. You've never seen  that, have you?",west_wing
8743,bartlet,What if she quits before then? She's flighty.,west_wing
8744,bartlet,I'm grateful. But Debbie thinks one night isn't a visit so much as a pit  stop.,west_wing
8745,bartlet,I'm not dwelling. I think it's fine. I think we should all spend  Christmas at Liz's in-laws.,west_wing
8746,bartlet,Never again. I still have flashbacks.,west_wing
8747,bartlet,You should get a few of the dinner with the family together. I'll be  there.,west_wing
8748,bartlet,How hard could it possibly be?,west_wing
8749,bartlet,I'm not asking her to stay a week. It's one meal.,west_wing
8750,bartlet,I don't want to sit next to Doug tonight. I don't want to hear about his  kayak.,west_wing
8751,bartlet,"Tell Ellie if she's late, she has to sit next to Doug.",west_wing
8752,bartlet,Was there a stowaway in the car? A monster? ,west_wing
8753,bartlet,I got him! I got him! Come with me.,west_wing
8755,bartlet,You and I have a very serious job to do tonight.,west_wing
8756,bartlet,You sure do.  You talk to State?,west_wing
8758,bartlet,"Five minutes ago, we were having a quiet morning. I got to take a look.  I'll catch up with you in a few minutes. We've got all sorts of good  stuff planned.",west_wing
8759,bartlet,So they threw the whole lot of them in jail.,west_wing
8761,bartlet,No. Did State tell you about this Richter thing?,west_wing
8762,bartlet,"Well, this blew up good and fast, didn't it?",west_wing
8765,bartlet,Were they proselytizing?,west_wing
8768,bartlet,All right. Let's get him in here. What about the DEA?,west_wing
8772,bartlet,We're sure this wasn't an accident? Pay management gone awry?,west_wing
8775,bartlet,When's your next briefing?,west_wing
8780,bartlet,State by state. And not by the Drug Enforcement Administration.,west_wing
8782,bartlet,"Debbie, where are they?",west_wing
8803,bartlet,"Congressman, you start saying ""hostages,"" things get a little out of  hand.",west_wing
8804,bartlet,"They're not gonna do that. Ted spoke with the families, let them know  we're waiting on a report from the consular officer. You gotta let it go  through channels.",west_wing
8805,bartlet,We don't arbitrate. We can't. Not in 193 countries with as many legal  systems.,west_wing
8809,bartlet,Is Dr. McNally in her office?,west_wing
8810,bartlet,He'll be fine. Ellie can show him. She did it one year in New Hampshire.  Ellie's not here yet?,west_wing
8811,bartlet,All right. Push the rehearsal. I need to stop at Nancy McNally's. Is  Ellie even coming?,west_wing
8812,bartlet,One would never know that the leaders of powerful nations respond to my  call on a moment's notice.,west_wing
8830,bartlet,"From New Hampshire? The U.S. Congress, not the state legislature? ",west_wing
8831,bartlet,And he wants an endorsement?,west_wing
8833,bartlet,They were in a nose dive. I know he tried to pull them out.,west_wing
8865,bartlet,Yeah. He said Will brought it up.,west_wing
8867,bartlet,"That's not gonna work. Leo's hoping the Attorney General will back down.  If not, C.J. puts it in the Christmas Eve briefing, restates our  position, it's gone by Boxing Day.",west_wing
8869,bartlet,The court will stop him. There's no way...,west_wing
8871,bartlet,I've got a pretty good idea.,west_wing
8873,bartlet, She may chicken out. Maybe I'll call you.,west_wing
8881,bartlet,I'm waiting for my daughter and her son to arrive so we can practice the  ceremonial flipping of a switch.,west_wing
8882,bartlet,"He had a Fisher-Price gizmo hooked to the side of this crib with more  cranks and levers than a DC-10, but we're gonna practice with the  switch.",west_wing
8883,bartlet,You think Fisk is feeding it to them? I want him in here first thing  tomorrow.,west_wing
8884,bartlet, The NGO know about this?,west_wing
8885,bartlet,So they're undercover agents?,west_wing
8886,bartlet,"18 Bibles. They couldn't have just talked about loving, kindness and  good will towards men? I just had Berryhill call the prime minister of  Sudan and issue a stern reprimand for behavior that I likened to street  gangs and petty thieves. We need to issue an apology.",west_wing
8887,bartlet,But they know what's going on.,west_wing
8888,bartlet,"Toby asked me today if I have a plan for my death. Liz has never asked.  Zoey. I understand Ellie asked her mother once, but I'm not supposed to  know about it. I get Toby.",west_wing
8889,bartlet,Are we expecting Liz and Gus?,west_wing
8890,bartlet,"Nancy McNally is waiting, and she's already had her bath.",west_wing
8891,bartlet, Josh talk to Doug yet?,west_wing
8892,bartlet,3.2 billion men in the world. She picks him.,west_wing
8893,bartlet,"When he was 19, sure. She dumped a Rhodes scholar for this guy. Zoey  left Charlie for the Frog. Ellie and the guitar player with the purple  van. My children choose morons. Every one.",west_wing
8894,bartlet,"You know, 15 years ago, we took a trip to Egypt, all five of us, saw the  pyramids and Luxor, then headed up into the Sinai. We had a guide, a  Bedouin man, who called me ""Abu el Banat."" Whenever we'd meet another  Bedouin, he'd introduce me as ""Abu el Banat."" The Bedouin would laugh  and laugh and then offer me a cup of tea. And I'd go and pay them for  the tea, and they wouldn't let me. ""Abu el Banat"" means ""father of  daughters."" They thought the tea was the least they could do.",west_wing
8897,bartlet," Len, this gonna be okay?",west_wing
8898,bartlet, It's cold out there. You got a coat?,west_wing
8906,bartlet,He shouldn't be upset. He'll light the tree next year. ,west_wing
8907,bartlet,Why didn't we eat earlier?,west_wing
8908,bartlet,Isn't there some kind of person...?,west_wing
8909,bartlet,I thought that's exactly what a nanny was.,west_wing
8910,bartlet,"Would you like to call him up and tell him we're waiting, and he can  leave the child in the confident care of the chinless Swede?",west_wing
8911,bartlet,We have yet to determine if medical science can spare Ellie Bartlet for  an evening.,west_wing
8912,bartlet,Did you want to sit? We have room.,west_wing
8913,bartlet, Five minutes. Ellie's still not here. I'll beat her  back.,west_wing
8914,bartlet,Two more doctors? You couldn't wait a year to start campaigning?,west_wing
8915,bartlet,You don't run for governor from my Cabinet.,west_wing
8916,bartlet,"""The powers not delegated to the United States by the Constitution are  reserved to the states respectively.""",west_wing
8917,bartlet,"Yes. When is it allowing the state to decide, not families? We'll just  start knocking off the weak and the indigent along with the sick and  dying. When does my administration completely deteriorate into the Third  Reich?",west_wing
8918,bartlet,"The federal government has no place here. The question is a moral one,  an individual one. Grappling with the nature of life and the purview of  God, in which the federal government has no... Forget it. Do what you  want. The courts are gonna nail you. You're counting on my silence, and  you've just lost it. ",west_wing
8919,bartlet,"Yeah, I didn't want to get on T.V. with Oprah and talk about who's gonna  cut my meat when the coordination goes, but c'est la vie. The lid's off.  You pull this crap one more time, you're fired. Tell Janet Merry  Christmas.",west_wing
8920,bartlet,There's a guy named Mitch Clark. DNC's been...,west_wing
8921,bartlet,"The district's splitting right, much more than in my day.",west_wing
8922,bartlet,"He went to Josh. He didn't come to me. If he wanted my advice, or if you  did, for that matter...  Doug didn't call Hal Collins. You did.  You recruited the finance committee.",west_wing
8923,bartlet,"""The Speaker can convince most people of most things and himself of  almost anything."" Doug came up with that?",west_wing
8924,bartlet,He's a great guy and a fantastic father. You're the politician. Why the  hell don't you run?,west_wing
8925,bartlet,"There's no question we missed things. We all made sacrifices, but  Elizabeth, when Annie and Gus watch you walk onto the floor of the U.S.  House of Representatives...",west_wing
8926,bartlet,Then why would you let Doug?,west_wing
8935,bartlet,I'm waiting. There's a fruit bowl. Turns out the fruit's real.,west_wing
8936,bartlet,Ellie's here? That's nice. She enjoying her stay?,west_wing
8937,bartlet,I'm not sure we're gonna see her for dinner. It's okay. I got a picture  in my wallet of the three girls together from Acadia in '96.,west_wing
8938,bartlet,That and the cauliflower incident.,west_wing
8939,bartlet,There's still time. Shame about Gus and the tree.,west_wing
8940,bartlet,I did. He would have had fun.,west_wing
8941,bartlet,"Oh, yeah. Last Christmas, Ellie wasn't around. The year before was  Tennessee and the calls to Belarus. I can't remember when it was just  the five of us and weather and everybody in their slippers.",west_wing
8942,bartlet,"I'm putting together a panel on assisted suicide. If you got any names,  medical ethicists.",west_wing
8943,bartlet, Uh-uh... No syringe in the nightstand. It'll get  ugly and that's that... You gonna be there?,west_wing
9025,bartlet, What the hell's going on?,west_wing
9027,bartlet,You women seem bright and lovely. The men? Disturbingly dense.,west_wing
9028,bartlet,Excuse me...  Weren't you coming down to get me some apples and peanut butter?,west_wing
9029,bartlet," So, we're stuck here, huh?",west_wing
9030,bartlet, I'm going back to my office. Nice meeting you all.,west_wing
9031,bartlet," A martyr would rather suffer death at the hands of  an oppressor than renounce his beliefs. Killing yourself and innocent people to make  a point is sick, twisted, brutal, dumb-ass murder. And let me leave you with this  thought before I go searching for the apples that were rightfully mine: we don't need  martyrs right now. We need heroes. A hero would die for his country but he'd much  rather live for it... It was good meeting you all.",west_wing
9045,bartlet,"I'm sorry, Sandy, there was a little bit of noise there, can you repeat the question?",west_wing
9046,bartlet, Yeah. And I'm going to win.,west_wing
9074,bartlet,"That's funny, 'cause that's sort of what I did.",west_wing
9075,bartlet,"I'm running again, Abbey.",west_wing
9076,bartlet,"Look, I have a lot to say...",west_wing
9077,bartlet,"No, I have to go down, they're going to brief me on the evacuation plan for Haiti.",west_wing
9078,bartlet,Probably three or four.,west_wing
9094,bartlet, What are you all looking at?,west_wing
9096,bartlet,What do you guys think the news is going to lead with tomorrow?,west_wing
9098,bartlet,"So these helicopters land on the roof, and then...",west_wing
9099,bartlet,What are the possibilities there'll be Haitian civilian casualties?,west_wing
9159,bartlet,We're talking about a display of force?,west_wing
9160,bartlet,And what is he up against?,west_wing
9162,bartlet,It picks up weapons signals?,west_wing
9163,bartlet," Peter, State's exploring the effectiveness of immediate sanctions?",west_wing
9165,bartlet,We'll have a refugee crisis.,west_wing
9166,bartlet," All right, let's go here. Nancy, Peter, get a message to the Canadian prime  minister - we intend to restore Dessaline. The Canadians should tell Bazan if he doesn't  move out we're willing to move forward with military options. In the mean time, I'm  willing to consider a fly-by.",west_wing
9167,bartlet,Now you're just bugging me.  That's all.,west_wing
9169,bartlet,That it was politically motivated.,west_wing
9171,bartlet,You think it's a sign of strength to invade Haiti? ,west_wing
9172,bartlet,Missouri could invade Haiti.,west_wing
9173,bartlet,"Sanctions aren't going to work - you said it yourself. The Haitian National Police will  get rich of the contraband. Dessaline was democratically elected and instead of sitting  in his office he's sitting on the USS Enterprise. To say nothing of the fact that they  shot at us, and you don't get to do that.",west_wing
9221,bartlet,Awasiwi Odanack. It's a Abenaki phrase that means...,west_wing
9222,bartlet," ...""beyond the village.""",west_wing
9223,bartlet," Yeah, no, I mean, why?",west_wing
9224,bartlet,It'll get wrapped up in one news cycle. I don't give a...,west_wing
9225,bartlet,"Screw it, and screw anybody who writes that story.",west_wing
9226,bartlet,"Of course the first round of subpoenas'll be handed down this week. If we announce in two  weeks, that's when the first round of subpoenas will be handed down!  Screw it!  It's game time. Let's go!",west_wing
9227,bartlet,  How's everybody doing?,west_wing
9228,bartlet,All right.  Laryngitis?,west_wing
9229,bartlet,We could just say I have MS.,west_wing
9230,bartlet,"I'm running for reelection, and I'm gonna win.",west_wing
9231,bartlet," We are more than a set of borders. We are bounded by the reach of human  freedom. We have mastered every moment. We have vanquished every foe. We are strong.  We are prosperous. We are at peace with the world. We are, as we have ever been, the  envy of every civilization. We are, as we have ever been, the hope of all mankind. But  I am not satisfied. Indeed, I am restless. And I come before not to speak of the America  we have, but of the Amer....",west_wing
9235,bartlet,"(reading) ""But I am not satisfied. Indeed, I am restless. And I come before you not to  speak of the America we have, but of the better, stronger, more prosperous America we  can create together.""",west_wing
9238,bartlet,It's a garter snake. Don't worry about it.,west_wing
9239,bartlet,"(reading) ""I seek re-election to the presidency, not because of its glories, but because  of its challenges...""",west_wing
9242,bartlet,All right. We'll revisit that.,west_wing
9244,bartlet,"(reading) ""A presidential candidate owes his campaign no less than he owes his country;  everything he has, everything he can give, all his hope...",west_wing
9247,bartlet,(joking) Does somebody her have M.S. and they haven't said anything?,west_wing
9249,bartlet,"(reading) ""But I am not satisfied."" Indeed, Leo, I am close to taking my own life with  a wheat thresher.",west_wing
9250,bartlet,"""And so with pride and purpose, I hereby announce my candidacy for the presidency of the  United States.""",west_wing
9251,bartlet, I didn't see you there...,west_wing
9252,bartlet,"Peter thinks sanctions are a waste of time and I agree. In about half an hour we're  buzzing the island with... uh, what they call an Alpha strike formation - to show  Bazan... I don't know. ",west_wing
9253,bartlet," Sorry, I said I don't know, we'll see.",west_wing
9254,bartlet,"Yeah, it was bound to happen. ",west_wing
9255,bartlet," Yeah, it's Leo's call. Look, I'm sorry, I can't get into our thing tonight.",west_wing
9256,bartlet,"I do, that's why I can't get into it. I have to read.",west_wing
9257,bartlet,"All right, I'm going to the study. ",west_wing
9258,bartlet," Abbey, you were lying down when I came in. I didn't see you.",west_wing
9278,bartlet,"Well, that's a bit of a dilemma. Does anybody have room at their place for Bazan and  sixty of his relatives?",west_wing
9279,bartlet,"I want to handle this peacefully and right now. Nancy, what do you think of Venezuela?",west_wing
9280,bartlet,"Tell them I'll give the SPR strong consideration. Mike, have the Canadians get a message  through: we'll unfreeze his US accounts but he can't remove any money from Haiti. Only  his wife, his children and his parents can seek asylum. If he tries to go back, he'll be  under arrest.",west_wing
9281,bartlet,Tell me when it's done.,west_wing
9282,bartlet,"The State Department's suggesting that we praise the French government for their help  in resolving this matter. I would, but I'm worried they'd surrender.",west_wing
9283,bartlet,When do you think C.J. can brief?,west_wing
9293,bartlet,I understand you're going to be working with us.,west_wing
9294,bartlet,You have one or two demands.,west_wing
9295,bartlet,You want 12 percent of the ad buys.,west_wing
9296,bartlet,"A room, a car, and a driver, that's no problem.",west_wing
9297,bartlet,"I'm sorry, Bruno. Leo runs the show.",west_wing
9323,bartlet,I've never been nervous talking in front of big crowds. It's talking to one person...   I didn't know  you were going to be here.,west_wing
9324,bartlet,I thought Leo was gonna...,west_wing
9325,bartlet,"No, I think it's a good idea.",west_wing
9326,bartlet,I don't know enough about agriculture.,west_wing
9327,bartlet,"Yeah, well, agriculture is responsible for one in five American jobs, so it is a little  bit my field.",west_wing
9328,bartlet,"15 percent of the world's cotton, 25 percent of the world's beef, and 50 percent of  the world's soybeans are grown in my field; farmers and ranchers pay taxes in my field,  their kids go to school in my field, they go to jail in my field. From time to time they  go to war in my field.",west_wing
9329,bartlet,"So when I say 'it's not my field,' I'm not saying something, I'm trying to learn so I can.",west_wing
9330,bartlet,Why aren't you with me?,west_wing
9331,bartlet,I'm trying to read here.,west_wing
9332,bartlet, Can I go a week without explaining myself?,west_wing
9333,bartlet,"Sit down, we'll talk about it right now.",west_wing
9334,bartlet," Isn't there any way I could change your mind, 'cause I really had my  heart set on it.",west_wing
9335,bartlet,Yeah. C.J. wants her to introduce me.,west_wing
9336,bartlet,I wouldn't mind a little... you know. There's gonna be a big crowd here tomorrow.,west_wing
9337,bartlet,I need to finish the speech. ,west_wing
9357,bartlet,Yeah. Don't be a marriage counselor. It pisses me off. Okay?,west_wing
9358,bartlet,You know what I'm talking about. ,west_wing
9360,bartlet,That part of my life doesn't belong to you. ,west_wing
9362,bartlet,All right. That's all. I'll see you out there. ,west_wing
9366,bartlet,"(sternly, raising his voice) That's nonsense to me and I don't care!",west_wing
9368,bartlet,"(yelling, gesturing) For all the new jobs we've created, there are single mothers  working two of them at minimum wage. There are school districts where less than half  the students graduate. And a kid born in Harlem is more likely to go to prison than a  four-year college! They're bringing guns to school, C.J.!",west_wing
9370,bartlet,(gently) I was never supposed to win. ,west_wing
9371,bartlet,I got in it polling in the single digits. Hoynes had it locked up. I got in it to give  some speeches and keep him honest...,west_wing
9372,bartlet,...then you guys came along and all of a sudden I got 22% in Iowa and then South Carolina  and Michigan and... then Illinois.,west_wing
9373,bartlet,(shakes his head) It was a mistake benching you for that last press conference. ,west_wing
9374,bartlet,"(softly) I need you, too. ",west_wing
9376,bartlet,Did you know that hardly any of the guys who landed on the moon are married to the same  people they were married to before they went there?,west_wing
9377,bartlet,I'm just saying it could be worse. I could've been an astronaut.,west_wing
9378,bartlet,I'd have been a great astronaut.,west_wing
9379,bartlet,I'd have overcome it to go to the moon.,west_wing
9380,bartlet,(pauses to look at her) I'm really happy you're introducing me. I'm really happy about  that.Neither one of them says anything for a few moments.,west_wing
9382,bartlet,"It's not our job to appeal to the lowest common denominator, Doug. It's our job to raise  it. If you're going to be the ""Education President,"" it'd be nice not to hide that you  have an education.",west_wing
9383,bartlet,Churchill and FDR: serious men using big words for big purpose. ,west_wing
9384,bartlet,"It occurs to me, I never said ""I'm sorry."" (pause) I am. (pause) For the lawyers, for the  press, for the mess, for the fear. Bruno, Doug, Connie: these guys are good. They want  to win. So do we. The only thing we want more is to be right. I wonder if you can't do  both. The staff are all standing very still, listening intently to his words. ",west_wing
9385,bartlet,"There's a new book, and we're gonna write it. You can win if you run a smart, disciplined  campaign, if you studiously say nothing -- nothing that causes you trouble, nothing  that's a gaffe, nothing that shows you might think the wrong thing, nothing that shows  you think. But it just isn't worthy of us, is it, Toby? ",west_wing
9386,bartlet,"It isn't worthy of us, it isn't worthy of America, it isn't worthy of a great nation.  We're gonna write a new book, right here, right now. This very moment. Today. ",west_wing
9387,bartlet,You know what? Break's over.,west_wing
9471,bartlet,"That’s a good pen, I need an everyday pen.",west_wing
9472,bartlet,"You’ve got crappy pens, with a plastic top. I need a solid pen that feels good in my  hand, but it’s not so formal I feel like a dandy.",west_wing
9473,bartlet,"I used to have the perfect pens. Every day right here, in my pocket. I loved those pens!  Balance, great action, paper soaked up the ink what the hell happened to those pens? Do  they not make them anymore? I kept that company in business.",west_wing
9474,bartlet,"You know, I just haven’t gotten to it.",west_wing
9475,bartlet,Is there a rush on this? ,west_wing
9476,bartlet,"I have five secretaries, to say nothing of the Secretaries of State, Defense, Treasury,  and Education.",west_wing
9477,bartlet,"Things have been fine. I’m gonna have dinner and I’ll be back in the office after, okay?",west_wing
9495,bartlet,I'm expecting a call from Bill Horton and I left the National Fire Plan in the dining  room.,west_wing
9496,bartlet,The governor of Wyoming was an inch an a half away from calling me a pyromaniac tonight.,west_wing
9497,bartlet,"I'm saying somewhere out there is a registered voter who's thinking, 'You know, I thought  I really liked this Bartlet fellow, but now that I see he's in favor of fire...'",west_wing
9498,bartlet,It's the end of the season and the fire isn't anywhere near tourists. Letting this fire  burn is good for the environment. You know how I know?,west_wing
