,Characters,Quotes
2380,Hutch Waterfall,"Voices bothering you, man? I've been there. You need one of these doodangs."
2381,Fry,"A foil hat? Of course, he likes pastrami. What about the dog's testicles?  Hey, it worked. The voices stopped."
2382,Hutch,They've got a huge selection of carburetors... Hang on. Hang on.  That's better. My name's Hutch.
2383,Fry,"Hi, Hutch. So what's with the obnoxious, shrieking voices? Are my fillings picking up The View?"
2384,Hutch,"No, man. Truth is, it's other people's thoughts. You're a mind reader."
2385,Fry,"Oh, my God! Oh, my God! Although, actually, it was sort of obvious."
2386,Hutch,You don't believe me? Take off the helmet.
2387,Fry,I believe you.
2388,Hutch,"Seriously, do it."
2389,Fry,Loud and clear.
2390,Hutch,What?
2391,Fry,"I said, ""Loud and clear."" Only I said it with my thinker, not my talker."
2392,Hutch,Whoa! Freaky. Why can't I read your thoughts?
2393,Fry,I don't know. Wait. What's that about a secret society?
2394,Hutch,"Never mind that. Just keep the foil on and you'll be okay. Also, it'll keep the Dark Ones from incinerating your brain."
2395,Fry,That's a plus.
2396,Hutch,"And don't ever, ever, ever tell anyone you can read minds, or the Dark Ones will get you like that."
2397,Clamps,"Jeez, get a load of the batteries on her. I'd like to get my clamps on those. Give her a jump, you know what I mean?"
2398,Donbot,"Whoa, whoa. Show some decorum there, Clamps. This ain't no strip show. This is a beguiling display of the pornographic arts."
2399,Joey Mousepad,"Yo, Skip, I can see a guy's butt."
2400,Michael's Wife,"Oh, Michael, this is the perfect end to a perfect honeymoon."
2401,Michael,I love you so much.
2402,Bender,Is this seat taken?
2403,Michael,"Actually, we..."
2404,Bender,Slide me those chicken wings. So what part of Podunk you rubes from?
2405,Michael,The north-eastern.
2406,Announcer,"Monsieurs et mademoiselles, our circus of the senses now arrives by steamboat in New Orleans, circa 2873. The muted lament of a trombone resonates through the fog, which lingers even now, months after the attack of the fog monster. With but one hope of restoring Gearoticus to his throne, our sensual fate rests in the gyrations of... Fanny."
2407,Bender,Oh.
2408,Fanny,Yes?
2409,Bender,I'm Bender. Let's do it.
2410,Donbot,"Who is it, the Feds?"
2411,Bender,"Aren't you the Donbot, head of the Robot Mafia?"
2412,Donbot,"Allegedly. And this is my beloved wife, Fanny, whose honor I would proudly defend with a power drill. Well, I gotta go drown a stoolie."
2413,Donbot,"I'm gonna be in here a while, so do me a favor and drive my wife home. It's one of them self-driving cars, so just sit in the back and do whatever."
2414,Fanny,"Oh, Bender, your lips are intoxicating. It's like kissing an ashtray full of hot wings."
2415,Bender,Aww yeahh!
2416,Fry,"My God, I really can read minds. I have a superpower! There must be something great I can do with this."
2417,Fry,"Hello, ladies, I can read your thoughts.  Oh, wait, that's invisibility."
2418,Fry,"Poker. With my mind-reading abilities and my invisibility... Wait, no, just the mind reading. I can't lose!"
2419,Fry,"Sign me up for the tournament, please."
2420,Administrator,"Okey-doke, Jiffy Pop. Entry fee's 50,000 smackers."
2421,Fry,"50,000? Drat, all I have is my life savings and a token for free admission to this poker tournament."
2422,Administrator,Close enough.
2423,Amy,You're having an affair with the head of the robot mafia's wife?
2424,Bender,"Yup, this is her I'm making out with."
2425,Hermes,"Bender, are you crazy?"
2426,Bender,"No, it's Fry who's crazy in this one."
2427,Fry,"Psht, I'm not crazy."
2428,Leela,"You sure you're okay, Fry? I mean, you do have tin foil on your head."
2429,Fry,"So? You've got a leech on your neck. Oh, and speaking of sucking on your neck, want to go to a movie later?"
2430,Elzar,"Hey, there! How are you folks doing tonight?"
2431,Bender,Great. What are the specials?
2432,Elzar,"Well, let's see now. We've got a wonderful grizzly bear that's been dipped in cornmeal and lightly tormented. Questions?"
2433,Amy,What was the bear's name?
2434,Elzar,Jojo.
2435,Amy,"Ooh, I'll have him."
2436,Bender,Hide me!
2437,Joey Mousepad,"Hey, Donbot, ain't that your wife what with you had that wedding with?"
2438,Fanny,"Donbot, honey! What a pleasant shock! I was just having dinner alone, when suddenly you walk in on us."
2439,Donbot,"Alone, huh?"
2440,Bender,"Where am I? I was exploring a wormhole through space many light years from this restaurant, when suddenly I was surrounded by darkness.  Hot, sexy darkness.  I'm Bender. The world's most sexual robot. I mean, the world's most boundary-respecting robot."
2441,Donbot,"Nice to see you, Bender. Welcome back to our universe. Listen, sugar, I stuck up the Burlington Coat Factory and got you a little something. It's a $49 value."
2442,Danny,"Donbot, I love you!  Not really."
2443,Bender,"Man, this is great! I always wanted to nail a dame in a fur coat, and now's my chance.  I mean, if you'll introduce me to one, sir.  One as sexy as you, baby! Bender out."
2444,Fanny,"I never felt so alive, Bender. Listen, this turquoise-encrusted bra is worth 50 grand. Let's sell it and run off before the Donbot gets wise."
2445,Bender,No. It will take a lot more money than that to make a girl like you happy.
2446,Fanny,"No, it won't."
2447,Bender,"Yeah, it will. Shut up! We'll run off, but not till after I win the Universal Poker Championship!  One entry, please."
2448,Fanny,"Bender, no! You can't beat the best players in the universe. You're not lucky enough."
2449,Bender,"Oh, no? I'm 40% lucky.  The scrap metal I'm made from included a truckload of horseshoes from the luckiest racehorses in Mexico, who had just been sent to a glue factory."
2450,Fanny,They don't sound so lucky to me.
2451,Bender,Not without their shoes.
2452,Fanny,"Here, Bendy, take this. It will give you 70% more luck. It's the Donbot's lucky robot's foot."
2453,Bender,"All right! With two kinds of luck, I can't lose.   No, wait, three. I stepped on a leprechaun."
2454,Joey Mousepad,"Yo, you see this over here over there?"
2455,Clamps,I'm powering up the clamps.
2456,Donbot,"Whoa, whoa, whoa. Let us not rush to judgment."
2457,Joey Mousepad,"But, Skip, that was your lucky robot's foot what came off of your lucky leg."
2458,Donbot,"While it is true that I did wake up with only one foot this morning, there is no proof that my beloved Fanny was involved. Aside from the hacksaw I found under her pillow."
2459,Clamps,"Well, what about that Bender guy? You want I should give him the clamps?"
2460,Donbot,"Not yet, Clamps. Only one thing can prove that he has my lucky foot."
2461,Clamps,Torture with the clamps or a clamp-like device?
2462,Donbot,"No. We are gonna sit tight and see if he wins the poker tournament. He does, that proves he's packing my lucky foot, in which event..."
2463,Clamps,The clamps! Or a clamp-like device.
2464,Penn Jillette,Welcome viewers who fell asleep with the TV on! It's the 3009 no-limit hold 'em championship.  Our act really didn't change much when he died.
2465,Bender,"Pardon me, I'm new to this game. Is this duffle bag big enough for all your money?"
2466,Fry,"Bender? Oh, boogers. We're in the same tournament. Quick, get your entry fee back before I bankrupt you."
2467,Bender,"Pfft! In your dreams, nutloaf."
2468,Fry,Bite my shiny metal hat.
2469,Penn Jillette,"Tex Connecticut, the pride of Kansas City, first to act."
2470,Bender,Woo! Two aces. I'm thinking guitar solo.
2471,Fry,He puts his hat back down.] I fold.
2472,Penn Jillette,Holy crap! A stunning play by mentally ill newcomer Philip Fry. It's almost as if he knew Bender had two aces.
2473,'Boobs Vanderbilt,Bender has two aces? I'm out.
2474,Tex Connecticut,I'm out.
2475,Lrrr,I'm out.
2476,Bender,Suck my luck!
2477,Donbot,See this gun?  That's what I'm gonna do to Bender if he wins.
2478,Lrrr,All in. Call my mighty bid at your peril.
2479,Fry,I call your bluff.
2480,Lrrr,I shall annihilate... Fry hugs him.]  I just wanted to make my daddy proud.
2481,Lrrr's Father,"Well, you didn't. I want you and your junk moved out by Monday."
2482,Penn Jillette,"It's getting pretty intense, folks. Based on the state of decomposition of Teller's head, we're now in hour 19 of the tournament. And the first bad deal of the night for Bender."
2483,Bender,"Hey, pal, help me out here.  This is the worst possible hand, right?"
2484,Tex Connecticut,I'm all in.
2485,Bender,"All in! I mean, fold. Whatever."
2486,Penn Jillette,"Well, Bender's luck just ran out. No card can save him from elimination."
2487,Boobs Vanderbilt,"Oh, my gourds! He's dead."
2488,Leo Wong,"21, winner!"
2489,Bender,"Wooo! I'm so full of luck, it's shooting out like luck diarrhoea."
2490,Penn Jillette,"Wake up, poker fans! We're down to our final two players in heads-up action for the Championship. Your perspective, Teller?"
2491,Bender,All in.
2492,Fry,"But-but, you didn't even look at your cards!"
2493,Bender,Looking at one's cards is a crutch for players who rely on skill.
2494,Leo Wong,"Any day now, Fry. You in or out?"
2495,Bender,"What's the matter, Fry, you scared? Or just"
2496,Fry,"All right, all in.  Yes! Four aces!"
2497,Bender,"Ah-ah-ah. Read 'em and weep, and then tell me what they are."
2498,Leo Wong,"Two kings. And with three on the board, that gives Bender five kings."
2499,Fry,But how is that...
2500,Penn Jillette,"I don't believe it. Bender has just been dealt the King of Beers, a coaster from the bar that somehow got mixed into the deck. But it still counts!"
2501,Leo Wong,Bender win the Championship!
2502,Bender,
2503,Fanny,"You did it, Bender. You're the greatest."
2504,Bender,"Tell me something I don't know, sweetass. Now, let's boogie. We'll be in Space Tahiti before the Donbot knows what hit him."
2505,Donbot,Now I am suspicious.
2506,Bender,"Okay, we finished digging this shallow grave. Can we go now?"
2507,Fry,Poor Bender left me one last voicemail before the Robot Mafia buried him in the desert.
2508,Bender,"Fry, old friend, before I die, I just wanted to say..."
2509,Hermes,"Line up, people! Everyone take a shovel and one sixth of the planet. We'll meet back here in 50 years, our bodies broken and our lives wasted."
2510,Zoidberg,And you say these are free shovels?
2511,Bender,"I'm back, baby."
2512,Fry,Bender! I thought the Robot Mafia killed you.
2513,Bender,"Nah, they just shot us and buried us a few times as a warning."
2514,Fanny,Bender was so brave. He never stopped making out with me the whole time they were shooting us.
2515,Bender,I sure didn't.
2516,Fanny,"I gotta get back to my husband, baby. Will I see you tonight?"
2517,Bender,Probably not.
2518,Mr. Wong,"It's a 14-footer with a clown hazard. What club you recommend, Baggy?"
2519,Baggy,"As on every hole, I suggest the putter."
2520,Fry,"Your golf club sure is classy, Mr. Wong. Naked statue classy."
2521,Leela,It is very nice. I just wish Amy and I didn't have to wear these sexist badges on our melons.
2522,Amy,"We're lucky even to play as guests, Leela. Dad's club has a very strict ""No girls allowed"" policy."
2523,Leela,That doesn't seem fair.
2524,Amy,It really is. Everybody knows women don't have the focus to play miniature golf at a professional level.
2525,Leela,But that's the best shot of the day!
2526,Mr. Wong,Is that my ball? I think that my ball.
2527,Amy,"Pfft, great putt, Dad."
2528,Mr. Wong,"Okay, we're done."
2529,Leela,"Mr. Wong, how do you keep this place so green in the middle of the desert? Doesn't that waste a lot of water?"
2530,Mr. Wong,"Nah, we got plenty water, pumped directly from flamingo lake."
2531,Mr. Wong,"Oh, yeah, I love miniature golf. Love everything about it, except how damn miniature it is. That's why I'm building the universe's biggest miniature golf course."
2532,Mr. Wong,This the first tee.
2533,Fry,Where's the hole?
2534,Mr. Wong,"On Pluto's moon, Hydra. It's a six-billion-mile par-two. Tough shot, even for a man."
2535,Amy,Two.
2536,Mr. Wong,"Keep in mind, that just the first hole. For full course, we gonna bulldoze this entire arm of the Milky Way."
2537,Leela,What? You're gonna wipe out 10% of the galaxy for a stupid golf course?
2538,Mr. Wong,"First of all, it 12% . Second, yes, you betcha."
2539,Leela,But you have no idea what life forms might be evolving out there.
2540,Mr. Wong,That's exactly why I'm hiring an impartial scientist to perform an environmental survey. That's him in the money shower.
2541,Fry,"Delivery boy's log. Having fallen asleep on what I thought was the toilet, I awoke to find the environmental survey in progress."
2542,Farnsworth,"Status reports, Science Officer."
2543,Bender,Zilcho. No sign of life or intelligence.
2544,Fry,Hey!
2545,Leela,"Okay, so we haven't found any life yet. I still don't see why you men can't be happy with regular-sized miniature golf."
2546,Farnsworth,"Leela, evolution has programmed our fabulous male brains to take anything anybody else thinks is important and make it bigger.  Have you seen my new 301-inch TV?"
2547,Announcer,Hypnotoad is brought to you by the MagnaPhallix 302-inch TV. It's bigger!
2548,Farnsworth,"Oh, hell!"
2549,Bender,"Captain, I'm detecting life on the Spock-o-scope!"
2550,Leela,It's amazing. It's like a textbook on evolution.
2551,Fry,Except in Kansas.
2552,Bender,But isn't Mr. Wong building the 18th hole here? And the golf pants museum?
2553,Farnsworth,Indeed so. This whole area will be incinerated when he implodes that sun there into a black hole.
2554,Leela,That beautiful violet star?
2555,Farnsworth,It's so you can't keep your ball at the end of the game.
2556,Fry,"Yo, that's messed up."
2557,Leela,"Well, there won't be any imploding once they read our environmental review. Right, Professor?"
2558,Farnsworth,"Ohh, twaddle-squat. There's no scientific consensus that life is important."
2559,Bender,"Yeah. Life, schmife."
2560,Clip Board,Approved for demolition.
2561,Leela,"It's you and me, ponytail."
2562,Guard,"We're here, Mr. President."
2563,Richard Nixon's head,Arroo! Let's play some mini-golf.
2564,Nixon,"Now, just give it a light tap, Agnew.  No, no, no, just a light..."
2565,Zoidberg,"Now for a triple clam dip, with a double -  OW!"
2566,Nixon,"Tough luck, Agnew. Looks like you and Wong owe me a Charleston Chew."
2567,Feministas,Shut up and hear our wisdom. Save the ecosystem. Shut up and hear our wisdom! Save the ecosystem!
2568,Nixon,"What gives, Wong? You said no chicks allowed."
2569,Frida,"We are the Greenorita Eco-Feminist Collective, and we will not let you...What was it again?"
2570,Leela,"We will not let you implode the violet dwarf star at galactic coordinates 167.84, -58.03, mark 948."
2571,Mr. Wong,"Already approved, you cackling hens. So get out, or I'll have vice-president Agnew's headless body throw you out."
2572,Leela,I'd like to see him try.
2573,Nixon,"Me, too. Should look funny. Sic 'em, Agnew."
2574,Nixon,Runaway golf cart!
2575,Leela,"Look out, Agnew!"
2576,Nixon,Whoa!
2577,Mr. Wong,Aah!
2578,Leela,Is... is he okay?
2579,Mr. Wong,No pulse.
2580,Nixon,They killed the headless remains of Agnew. Arrest them!
2581,Frida,"All Feministas she-vacuate the premises. I mean ""femises."""
2582,Nixon,"My fellow Earthicans, these eco-crooks will face the maximum sentence. For killing a headless torso, that's six weeks."
2583,Bender,"Well, this is embarrassing. Here I've been blabbing on for years about killing all humans, and who actually does something about it? Some chick."
2584,Fry,"Leela's not a killer, and she's not some chick. She's the chick I love. And don't tell her I called her a chick, or she'll kill me."
2585,Frida,Everyone stay absolutely quiet!
2586,Feminista,That thing's on. Shh!
2587,Feminista,Turn it off!
2588,Frida,"Oh, sorry."
2589,Frida,How do you turn it off?
2590,Frida,There. Did that do it?
2591,OTHERS,No. Stop it. Shut up.
2592,Frida,Here's the button here.
2593,Leela,Let me give you a hand.
2594,Frida,This is awful. I never meant for our protest to have any effect. Now what do we do?
2595,Trixie,Maybe we should just surrender and serve our six weeks in jail.
2596,Dixie,"Hey, yeah! We could do each other's toenails and make shivs."
2597,Leela,"That's crazy. We've done nothing wrong, other than killing and dismembering the vice-president. We need to make a choice, sisters. We can either keep pestering criminals like Leo Wong with silly slogans..."
2598,ALL,Yeah. Let's do that.
2599,Leela,"Actually, I meant that to be the less preferable alternative. We can either chant slogans or we can take action."
2600,Dixie,What was the first choice again?
2601,Leela,I choose to save the environment by sabotaging Leo Wong's golf course. Who's with me?
2602,Frida,Could we still use our bullhorns?
2603,Leela,Absolutely. Bullhorns are a core principle of eco-feminism.
2604,Frida,Then I'm in.
2605,Leela,Who's ready to kick some sweaty man-butt?
2606,Dixie,I've got my pointy man-kicking shoes on.
2607,Trixie,Those are cute.
2608,Dixie,Aren't they? I got them at Nine West.
2609,Leela,"Simmer down, warriors. Full power to the vagyroscope!"
2610,Mr. Wong,"Those dirty rings. I tried soaking them out, even blasting them out."
2611,Frida,Are you sure about this? It would be better for propaganda if we weren't using refined sugar.
2612,Leela,It's okay. The potato we're shoving in the tailpipe is organic.
2613,Mr. Wong,"I smell sabotage.  Ooh, and potatoes."
2614,Leela,"Now, unfortunately, the media is going to put a negative spin on this, like when we killed that guy, so to win public support, we'll need a lovable mascot."
2615,Zoidberg,
2616,Leela,Zoidberg?
2617,Zoidberg,Leela. Me saving things the leech. Not the eating of it.
2618,Leela,"Zoidberg, I'm very surprised at you, slightly."
2619,Fry,Psst! Leela.
2620,Leela,Shh! I'm a fugitive.
2621,Fry,"I know. I miss you so much, Leela, even more than when you were here."
2622,Leela,"I miss you, too, Fry. And you probably think what I'm doing is wrong. But it's something I really care about..."
2623,Fry,"You don't have to explain, Leela. You're you. That's all I need to know."
2624,Leela,"Goodbye, sweet goofbag."
2625,Bender,
2626,Zoidberg,Dibs on her- ohh...
2627,Hutch,"Hey, Fry! Long time, man."
2628,Fry,"Hey, Hutch! What have you been up to?"
2629,Hutch,"Same old, same old. Searching the dumpsters, protecting my thoughts with tin foil, peeing myself."
2630,Fry,"So, what brings you to Earth?"
2631,Hutch,"It's top secret. Hey, take off your helmet and I'll think it to you."
2632,Fry,Okay. Here goes.
2633,Fry,Where are you? And me?
2634,Hutch,"The Great Hall of the Ancient Legion of Madfellows. Welcome, bro."
2635,ALL,"Welcome, bro."
2636,Hutch,"Sorry I bashed your head in, buddy, but I had to. You see, the fate of the universe depends on you."
2637,Fry,"Yeah, I get that a lot."
2638,Hutch,The Grand Curator will tell you more.
2639,Fry,Take me to him.
2640,Nine,"Hey, man."
2641,Fry,Hey.
2642,Nine,"So dig this, Fry. Our commune has been monitoring the universe's life energy for, like, a really long time, and we're grokking some super weird junk."
2643,Fry,"Um, I don't mean to be rude, but it's kind of hard to take you seriously when you say junk like ""grok"" and ""junk."""
2644,Nine,"What about ""commune""?"
2645,Fry,"Especially ""commune."" Come on, it's the fate of the universe, puff it up a little. Like you could say your ancient order is sensing deep upheaval in the cosmic life energy field."
2646,Nine,"Okay. I'll try. So, like, a really, really long time ago...  The Green Chi generated a great upwelling of life across the cosmos. But then, for reasons unknown..."
2647,Fry,"Ooh. ""Reasons unknown."" Now that's the sort of hook that grabs the attention of me, the viewer."
2648,Nine,For reasons unknown...
2649,Fry,Nice.
2650,Nine,"...the Chi began to recede, and the diversity of life began to wither. The life forms we know today are but a fraction of a fraction of the magnificence that once existed."
2651,Hutch,"But a bunch of dudes, right, they totally passed this far-out knowledge down through the ages."
2652,Nine,"Some with this knowledge were called prophets, some, fruitcakes. We, the Legion of Madfellows, are their heirs."
2653,Fry,"Hey, I'm on TV."
2654,Nine,"Well, that's the show."
2655,Fry,Neat. What's it got to do with me?
2656,Nine,"Ahh, pooperdoodle! I mean, pardon the omission. You see, after untold eternities, we have sensed a resurgence in the Chi."
2657,Fry,"Hey, that's the violet dwarf star that Leela wants to save."
2658,Hutch,"Freaking nailed it, corndog."
2659,Nine,"We believe this star heralds a new green age, and it's your destiny to be its shepherd and protector."
2660,Fry,Me? Why?
2661,Hutch,"'Cause you got, like, no delta brainwave, man. The Dark Ones can't groove off your thoughts."
2662,Nine,"Silence, Hutch! You shall learn more in time, Fry. But for now, let's just say we have enemies, enemies who can read minds, except yours."
2663,Fry,Cool. I can't wait to tell Leela.
2664,Nine,"No! If you tell anyone, then their thoughts could be read, and our enemies would know of our existence. For the sake of those you love, you must keep this secret. Do you foot-swear?"
2665,Fry,"Oh, okay. I foot-swear."
2666,Nine,"Good. Now, to save the coming of the green age, you must stop this man."
2667,Fry,I know him. Leo Wong. I work with his daughter.
2668,Nine,"Oh, good, that will cut about 15 minutes of explanation. You must gain Wong's confidence, infiltrate his organization and prevent him from destroying the violet dwarf."
2669,Mr. Wong,"Looking for a job, eh?"
2670,Fry,"Yes, sir. Nothing fancy. I'm willing to start at the bottom and infiltrate my way up."
2671,'Mr. Wong,"Sorry, no openings right now."
2672,Fry,I'm good at keeping nutcases.
2673,Mr. Wong,I said no way.
2674,Fry,I look like an idiot who can handle those feministas.
2675,Mr Wong,He'll have to do better than that.
2676,Fry,I'll have to do better than that.
2677,Mr. Wong,Hmm. You and I think a lot alike. You really think you can stand up to those eco-freakos?
2678,Fry,"Sir, with me around, they'll be the least of your worries."
2679,Tester,"Stand by, men. And manly aliens. Prepare to test fire King Kong hole."
2680,Sal,It workses.
2681,Tester,"Good job, men. And manly aliens. Construction of King Kong hole complete."
2682,Frida,"Typical. Always King Kong, never Queen... Quong."
2683,Sal,"What are those, hooks? Get out of heres, you hookers. This is my turfs."
2684,Sal,Helpses!
2685,Leela,"You go, gorilla !"
2686,Morbo,Our top story. The string of eco-vandalism that began with a harmless vice-presidential killing has spread across the galaxy.
2687,Linda,"Why do you always get to read the top story, Morbo?"
2688,Morbo,"Because viewers trust a deep male voice and huge, throbbing forehead veins."
2689,Linda,Not all reaction to the crime spree has been negative. We spoke with several people who viewed these courageous eco-feminists as heroes.
2690,Petunia,I just wish there was some way to... Excuse me.  Some way to show I support 'em. Send them some smokes or something.
2691,Linda,So you make more than twice what I do. What? This just in
2692,Leela,"This is sub-commander L., den mother of the Feminista Revolutionary Collective, with a message for Leo Wong. Leo, you're a parasite on the universe, and parasites must be destroyed. That's why we've adopted this parasite as our mascot."
2693,Morbo,In other news-
2694,Linda Mimicking the Feministas' actions],Feministas unite!
2695,Linda,Feministas unite!
2696,Nixon,Incredible. Absolutely incredible. You're telling me this TiVo machine can pause and rewind live TV?
2697,Mr. Wong,"These crazy broads gonna ruin me, Nixon. You gotta help me. Send the army or something. Something big that shoots."
2698,Nixon,"Sir, I don't care if you are my biggest contributor. Our armed forces do not serve your private business interests."
2699,Mr. Wong,"Sorry, I..."
2700,Nixon,"I'm just yanking your chain, Leo. I'm on it like boring on Gerry Ford."
2701,Zapp Brannigan,"Zapp Brannigan purporting for duty. For the love of God, Kif, less piccolo, more fife."
2702,Nixon,"Report, Brannigan."
2703,Zapp,"Mr. President, I failed to identify these curvaceous banditas despite hours of staring at their dossiers.  Yet, I seemed to have stroked myself upon good luck, for a patriot of the highest order has volunteered to lead us to them."
2704,Nixon,These eco-feminists are ruthless criminals who'll stop at nothing to save the environment. I don't see how a bending unit can catch them.
2705,Bender,"Not just any bending unit, Presidente. I happen to be brilliant, fearless and short on cash."
2706,Nixon,"Slush him, Kroker."
2707,Zapp,"Bender here has identified the femdito commander as my ex-lover, Turanga Leela, whom I once made love at."
2708,Nixon,And he's willing to fink her out for a few simoleons?
2709,Bender,"It's not about the money, Nixon, though I'd like much more. It's 'cause Leela's a threat. A threat to my reputation. She's committed 30 felonies in 12 star systems. If no one stops her, she'll break my record for longest rap sheet."
2710,Nixon,"That's a despicable motive, Bender, and I respect it."
2711,Bender,"Gracias. Now, I could find Leela, but you'll need to authorize a wiretap."
2712,Nixon,As many as you like.
2713,Bender,I only need one.
2714,Nixon,Let's call it six.
2715,Kif,"Question. If you don't know where Leela is, how can you wiretap her?"
2716,Bender,"I'm not wiretapping her, Greensleeves. You see, like all women, Leela has one weakness."
2717,Bender,"Hello, weakness!"
2718,Fry,"Hey, Bender, check it out. I'm Leo Wong's new security guard. I got an ID badge and a flashlight, and I ordered this mustache."
2719,Bender,"Neat. Say, speaking of whatever the hell you just said, I need to make a cell phone telephone call. Can borrow your cell phone telephone?"
2720,Fry,"Okay, but don't restart my Tetris. I was finally about to get one of those pieces that looks like a backwards ""L."""
2721,Bender,"Okay, superstud."
2722,Mr. Wong,"Looking good, security. No feministas getting past you."
2723,Fry,"No, sir. Not on my mustache's watch."
2724,Amy,"Fry, I can't believe you're working with my dad against Leela. How can you claim to be her friend and still want her in jail?"
2725,Fry,"It's a tightrope walk, I won't deny it. It takes the kind of multi-sided thinking your dad's so brilliant at."
2726,Amy,You mean being two-faced?
2727,Mr. Wong,Don't mind cranky-pants here. She been cranky ever since she was a fat little girl.
2728,Amy,Dad!
2729,Mr. Wong,"Can I be brutally honest, Fry? I always wanted a son."
2730,Fry,"That hurt, but I can take it."
2731,Amy,I knew you wanted a son! Why do you think I became a miniature golf champion? Why do you think I wear these stupid boys' sweat suits?
2732,Mr. Wong,"To hide your big, fat butt, that's why."
2733,Fry,"Now, sir, in fairness, Amy's butt is actually pretty hot."
2734,Amy,What is it with you men? Why does everything revolve around my butt?
2735,Mr. Wong,'Cause it's so big and massive.
2736,Fry,Sorry.
2737,Amy,That's it! Why don't you just adopt Fry and make him the son you never had? That'll replace the daughter you don't have anymore!
2738,Bender,Whoa! What's with Big Butt?
2739,Mr. Wong,She just hungry.
2740,Bender,"Here you go, Fry."
2741,Fry,Thanks.
2742,Bender,"Oh! FYI, I dropped that Tetris piece in the wrong place and ended the game."
2743,Fry,No!
2744,Fry,"Great! Now Amy's gonna tell Leela I'm a jerk. If only I could explain I'm on a secret mission against evil. Wait. Evil? Yeah, yeah, evil."
2745,Frida,Take your mands off of me!
2746,Fry,I'm on your side.
2747,Frida,Don't shush me.
2748,Fry,"Please, can you take a message to Leela?"
2749,Frida,What is it?
2750,Fry,"Just say her sweet goofbag is working to save the violet dwarf star, just like she is."
2751,Frida,"Very well, I'll fem-municate your man-formation."
2752,Fry,Just tell her.
2753,Farnsworth,"Well, this is it, old friends. Planet Express is done for, what with our delivery crew missing and the abysmal sales of Tickle Me Bender."
2754,Bender Doll,"Quit touching my junk, pervert!"
2755,Farnsworth,Hold out your hands and I'll remove your career chips.
2756,Zoidberg,I hate to see it come to an end.  When will it end?
2757,Hermes,"Shouldn't you get that, Professor?"
2758,Farnsworth,I suppose.  Hello?
2759,Mr. Wong,"Professor, old buddy, I'm gonna blow up the violet dwarf star. So I need you deliver billion-mile security fence to keep out protesters. Dirty business. Lot of money. You corrupt enough?"
2760,Farnsworth,"Damn skippy!  Good news, crybabies! We're back in business."
2761,Hermes,"Sweet kookaburra of Edinburgh, Professor. You sure you know how to fly this thing?"
2762,Farnsworth,"I invented it, didn't I? You wouldn't ask Thomas Edison whether he knew how to use a sexmatron."
2763,Zoidberg,"The Feministas, probably."
2764,Leela,Halt! What are you doing in this parallelogram of space?
2765,Farnsworth,We're delivering a fence to keep you ladies in your place.
2766,Zoidberg,Amy?
2767,Hermes,LaBarbara?
2768,LaBarbara,"That's right, husband. From now on, you make your own Manwiches."
2769,Leela,"Under the articles of the confemiracy, we hereby wo-mandeer this ship."
2770,Zoidberg,"Oh, no, you don't. It's three against three."
2771,Mrs. Wong,That was the greatest play I ever saw. It must have had 20 acts.
2772,Leela,"We installed your fence, Leo Wong."
2773,Linda,Should we shout a clever slogan?
2774,Leela,"You mean something like, ""The best defense is a good fence?"""
2775,Linda,"Yeah, something like that, only funny."
2776,Leela,"I wish we could, but our chief slogan writer is back at the Honeybun Hideout."
2777,Frida,"Does ""violet dwarf"" rhyme with ""men are dorks""? It does through a megaphone."
2778,"Mysterious, Sinister Voice","So, the Legion of Madfellows has a new pawn, eh?"
2779,Frida,"Is somebody here? If you're the DSL guy, you're two days late."
2780,"Mysterious, Sinister Voice",Who gave you that message for Leela?
2781,Frida,I don't know his name.
2782,"Mysterious, Sinister Voice",Then you are of no use to the Dark Ones!
2783,Frida,"Long lost brother, avenge my death."
2784,Mysterious Voice,"Where are your crappy rhymes now, Frida Waterfall?"
2785,Frida,I'm dead. I'm dead.
2786,Fry,"Six, seven, eight. Lock the gate. One, two, three. Turn the key. 30, 50, 10.  My dirty, shifty friend?"
2787,Hutch,"Hey, Fry, long time."
2788,Hutch,"Welcome back to the Legion of Madfellows, man."
2789,Fry,"Why'd you bonk me, you idiot? You could have just asked me to come with you. And where are we? This doesn't look like your regular dumpster."
2790,Nine,"All in good time! I guess now is a good time. We are on Mars, in a forgotten cavern abandoned by the native Martians a million years ago."
2791,Fry,"Actually, it was five years ago. I remember 'cause they washed my socks."
2792,Nine,"You have done well, Fry. You have ingratiated yourself with Leo Wong."
2793,Fry,"Yup, I kissed his ass from cheek to shining cheek. So, what do I do next?"
2794,Nine,"As Wong security chief, you will be on hand when he attempts to destroy the violet dwarf. You must not let that happen."
2795,Fry,"""Must let happen."""
2796,Nine,Not happen!
2797,Fry,"""Must let occur."""
2798,Nine,Let me tell you a story. A story of two alien species so ancient that compared to them the human race is a mere college senior! On a distant planetoid they evolved to cooperate in their quest to survive.
2799,Fry,"Cooperation, because life is a team sport."
2800,Nine,"But, over time, one species evolved a better strategy, and an evolutionary arms race began."
2801,Nine,That concludes the audio-visual portion of our head-clonk and lecture.
2802,Fry,"Wait, what happened to the snakes and the frogs? I need to know!"
2803,Nine,"The frogs, or possibly the snakes, evolved into vicious killing machines, honed by the merciless forces of natural selection and intelligent design. We call these the Dark Ones!"
